key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_BANAMA103_01224_SEQ_00","Fibubb Gah aimerait vous demander quelque chose. "
1,"TEXT_BANAMA103_01224_SEQ_01","Fibubb Gah vous a demandé d'obtenir des <hex:023313FF0A>EventItem<hex:0DF61E88F2030203> sur les <hex:02330EFF05>EObj<hex:0DF61E9023030203> de Zanr'ak."
2,"TEXT_BANAMA103_01224_SEQ_02","Vous avez réussi à vous procurer les <hex:023313FF0A>EventItem<hex:0DF61E88F2030203> demandé<hex:02081CFF15><hex:022811FF0A>EventItem<hex:F61E88F20703><hex:FF02>e<hex:FF01><hex:03>s. Donnez-les à Fibubb Gah, au camp de la Ligue des cendres."
3,"TEXT_BANAMA103_01224_SEQ_03","Fibubb Gah vous a remercié<hex:020808E905FF02>e<hex:FF01><hex:03> de votre assistance. Continuez de lui venir en aide à l'avenir."
4,"TEXT_BANAMA103_01224_SEQ_04",""
5,"TEXT_BANAMA103_01224_SEQ_05",""
6,"TEXT_BANAMA103_01224_SEQ_06",""
7,"TEXT_BANAMA103_01224_SEQ_07",""
8,"TEXT_BANAMA103_01224_SEQ_08",""
9,"TEXT_BANAMA103_01224_SEQ_09",""
10,"TEXT_BANAMA103_01224_SEQ_10",""
11,"TEXT_BANAMA103_01224_SEQ_11",""
12,"TEXT_BANAMA103_01224_SEQ_12",""
13,"TEXT_BANAMA103_01224_SEQ_13",""
14,"TEXT_BANAMA103_01224_SEQ_14",""
15,"TEXT_BANAMA103_01224_SEQ_15",""
16,"TEXT_BANAMA103_01224_SEQ_16",""
17,"TEXT_BANAMA103_01224_SEQ_17",""
18,"TEXT_BANAMA103_01224_SEQ_18",""
19,"TEXT_BANAMA103_01224_SEQ_19",""
20,"TEXT_BANAMA103_01224_SEQ_20",""
21,"TEXT_BANAMA103_01224_SEQ_21",""
22,"TEXT_BANAMA103_01224_SEQ_22",""
23,"TEXT_BANAMA103_01224_SEQ_23",""
24,"TEXT_BANAMA103_01224_TODO_00","Collecter des <hex:023313FF0A>EventItem<hex:0DF61E88F2030203> sur les <hex:02330EFF05>EObj<hex:0DF61E9023030203> de Zanr'ak"
25,"TEXT_BANAMA103_01224_TODO_01","Apporter les <hex:023313FF0A>EventItem<hex:0DF61E88F2030203> à Fibubb Gah"
26,"TEXT_BANAMA103_01224_TODO_02",""
27,"TEXT_BANAMA103_01224_TODO_03",""
28,"TEXT_BANAMA103_01224_TODO_04",""
29,"TEXT_BANAMA103_01224_TODO_05",""
30,"TEXT_BANAMA103_01224_TODO_06",""
31,"TEXT_BANAMA103_01224_TODO_07",""
32,"TEXT_BANAMA103_01224_TODO_08",""
33,"TEXT_BANAMA103_01224_TODO_09",""
34,"TEXT_BANAMA103_01224_TODO_10",""
35,"TEXT_BANAMA103_01224_TODO_11",""
36,"TEXT_BANAMA103_01224_TODO_12",""
37,"TEXT_BANAMA103_01224_TODO_13",""
38,"TEXT_BANAMA103_01224_TODO_14",""
39,"TEXT_BANAMA103_01224_TODO_15",""
40,"TEXT_BANAMA103_01224_TODO_16",""
41,"TEXT_BANAMA103_01224_TODO_17",""
42,"TEXT_BANAMA103_01224_TODO_18",""
43,"TEXT_BANAMA103_01224_TODO_19",""
44,"TEXT_BANAMA103_01224_TODO_20",""
45,"TEXT_BANAMA103_01224_TODO_21",""
46,"TEXT_BANAMA103_01224_TODO_22",""
47,"TEXT_BANAMA103_01224_TODO_23",""
48,"TEXT_BANAMA103_01224_FIBUBBGAH_000_001","Nous, membres de la Ligue des cendres, des guerriers puissants nous sommes. De besoins personnels, les guerriers n'ont pas. Mais rester aptes à combattre, ils doivent. Or, chaque jour au combat, ils se blessent."
49,"TEXT_BANAMA103_01224_FIBUBBGAH_000_002","Les médailles du guerrier, ses plaies sont. Mais s'il y succombe, synonymes de défaites elles deviennent. De savoir guérir ses blessures, il est primordial pour un soldat. "
50,"TEXT_BANAMA103_01224_FIBUBBGAH_000_003","Ô puissant<hex:020808E905FF02>e<hex:FF01><hex:03> <hex:020819E905FF0B>guerrière<hex:FF09>guerrier<hex:03><hex:021D0103>! De ton aide, nous avons besoin. D'ingrédients pour préparer nos onguents, nous manquons. Quelques <hex:023313FF0A>EventItem<hex:0DF61E88F2030203>, il nous faudrait. Sur les <hex:02330EFF05>EObj<hex:0DF61E9023030203> de Zanr'ak, on peut recueillir ce liquide. "
51,"TEXT_BANAMA103_01224_FIBUBBGAH_000_004","S'emparer de ces ressources avant nous, nos ennemis ne doivent pas. De véritables guerriers, les couards de Zanr'ak ne seront jamais. Les récupérer avant eux, pour nous montrer ta valeur tu dois. "
52,"TEXT_BANAMA103_01224_FIBUBBGAH_000_011","Pour préparer nos onguents, des <hex:023313FF0A>EventItem<hex:0DF61E88F2030203>, il nous faut. Sur les <hex:02330EFF05>EObj<hex:0DF61E9023030203> de Zanr'ak, on peut recueillir ce liquide. S'emparer de ces ressources avant nous, nos ennemis ne doivent pas. "
53,"TEXT_BANAMA103_01224_FIBUBBGAH_000_021","Ô puissant<hex:020808E905FF02>e<hex:FF01><hex:03> <hex:020819E905FF0B>guerrière<hex:FF09>guerrier<hex:03><hex:021D0103>! D'avoir accepté de nous aider, je te remercie. Ce que tu cherchais, as-tu trouvé<hex:021D0103>?"
54,"TEXT_BANAMA103_01224_FIBUBBGAH_000_022","Les <hex:023313FF0A>EventItem<hex:0DF61E88F2030203> dont nous avions besoin, ce sont. Soulager nos blessés, nous allons pouvoir. Nos re<hex:02160103>mer<hex:02160103>cie<hex:02160103>ments, tu mérites<hex:021D0103>!"
