key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_CTSMYCTRANSPOINT_00682_MENUTITLE","Wohin möchtest du reisen?"
1,"TEXT_CTSMYCTRANSPOINT_00682_DESTINATION","<hex:02280FFF0A>PlaceName<hex:E8020103>"
2,"TEXT_CTSMYCTRANSPOINT_00682_MENUCANCEL","Abbrechen"
3,"TEXT_CTSMYCTRANSPOINT_00682_OPEN_000_000","Du hast dich mit dem Ätheryten harmonisiert und das Ätheryten<hex:02160103>netz der Südfront aktiviert!"
4,"TEXT_CTSMYCTRANSPOINT_00682_OPEN_000_001","Harmonisiere dich mit weiteren Ätheryten, um dich schnell und gefahrlos durch das Frontgebiet zu bewegen."
5,"TEXT_CTSMYCTRANSPOINT_00682_PROG_TEST_1","（★未使用／削除予定★）"
