key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_KINGLA404_04992_SEQ_00","Shunye scheint mit den gut laufenden Geschäften seiner Apotheke zufrieden zu sein."
1,"TEXT_KINGLA404_04992_SEQ_01","Shunye beauftragt Uvlo und dich damit, jeweils sechs <hex:023210FF07>ItemMP<hex:06F2AB7D03050203> zu sammeln und bei ihm abzuliefern.<hex:02100103><hex:02100103>※ Gärtner finden die Gegenstände bei Hhusatahwi, Minenarbeiter bei der Zaine von Hwittayoanaan.<hex:02100103>※ Die Gegenstände können ab einem Sammlerwert von 240 abgegeben werden. Ab einem Sammlerwert von 600 erhältst du jedoch zusätzliche Belohnungen."
2,"TEXT_KINGLA404_04992_SEQ_02","Als du Shunye die gewünschten Waren bringst, erzählt er dir, dass die Shetona seit jeher ihre enge Verbindung zur Natur schätzen und ehren. Die Produkte, die Shunyes Schwester Uapyota bei euch bestellt hat, helfen dabei, ein modernes Leben in der Stadt zu führen und gleichzeitig diese enge Verbindung zu bewahren. Shunye betraut dich mit der Aufgabe, die Waren so schnell wie möglich an Uapyota auszuliefern."
3,"TEXT_KINGLA404_04992_SEQ_03",""
4,"TEXT_KINGLA404_04992_SEQ_04",""
5,"TEXT_KINGLA404_04992_SEQ_05",""
6,"TEXT_KINGLA404_04992_SEQ_06",""
7,"TEXT_KINGLA404_04992_SEQ_07",""
8,"TEXT_KINGLA404_04992_SEQ_08",""
9,"TEXT_KINGLA404_04992_SEQ_09",""
10,"TEXT_KINGLA404_04992_SEQ_10",""
11,"TEXT_KINGLA404_04992_SEQ_11",""
12,"TEXT_KINGLA404_04992_SEQ_12",""
13,"TEXT_KINGLA404_04992_SEQ_13",""
14,"TEXT_KINGLA404_04992_SEQ_14",""
15,"TEXT_KINGLA404_04992_SEQ_15",""
16,"TEXT_KINGLA404_04992_SEQ_16",""
17,"TEXT_KINGLA404_04992_SEQ_17",""
18,"TEXT_KINGLA404_04992_SEQ_18",""
19,"TEXT_KINGLA404_04992_SEQ_19",""
20,"TEXT_KINGLA404_04992_SEQ_20",""
21,"TEXT_KINGLA404_04992_SEQ_21",""
22,"TEXT_KINGLA404_04992_SEQ_22",""
23,"TEXT_KINGLA404_04992_SEQ_23",""
24,"TEXT_KINGLA404_04992_TODO_00","<hex:0208F20137E4E94511FF59><hex:022B16FF14><hex:023210FF07>ItemMP<hex:06F2AB7D03050203><hex:03> aus der Nähe der Zaine von Hwittayoanaan bei Shunye abliefern<hex:FFF0D6><hex:0208F0D1E4E94512FF3E><hex:022B16FF14><hex:023210FF07>ItemMP<hex:06F2AB7D03050203><hex:03> aus Hhusatahwi bei Shunye abliefern<hex:FF8D>Als <hex:020837E905FF24>Mi<hex:02160103>nen<hex:02160103>ar<hex:02160103>bei<hex:02160103>te<hex:02160103>rin<hex:FF0E>Minenarbeiter<hex:03> oder <hex:020819E905FF0B>Gärtnerin<hex:FF09>Gärtner<hex:03><hex:02100103><hex:023210FF07>ItemMP<hex:06F2AB7D03050203> bei Shunye abliefern<hex:03><hex:03>"
25,"TEXT_KINGLA404_04992_TODO_01",""
26,"TEXT_KINGLA404_04992_TODO_02",""
27,"TEXT_KINGLA404_04992_TODO_03",""
28,"TEXT_KINGLA404_04992_TODO_04",""
29,"TEXT_KINGLA404_04992_TODO_05",""
30,"TEXT_KINGLA404_04992_TODO_06",""
31,"TEXT_KINGLA404_04992_TODO_07",""
32,"TEXT_KINGLA404_04992_TODO_08",""
33,"TEXT_KINGLA404_04992_TODO_09",""
34,"TEXT_KINGLA404_04992_TODO_10",""
35,"TEXT_KINGLA404_04992_TODO_11",""
36,"TEXT_KINGLA404_04992_TODO_12",""
37,"TEXT_KINGLA404_04992_TODO_13",""
38,"TEXT_KINGLA404_04992_TODO_14",""
39,"TEXT_KINGLA404_04992_TODO_15",""
40,"TEXT_KINGLA404_04992_TODO_16",""
41,"TEXT_KINGLA404_04992_TODO_17",""
42,"TEXT_KINGLA404_04992_TODO_18",""
43,"TEXT_KINGLA404_04992_TODO_19",""
44,"TEXT_KINGLA404_04992_TODO_20",""
45,"TEXT_KINGLA404_04992_TODO_21",""
46,"TEXT_KINGLA404_04992_TODO_22",""
47,"TEXT_KINGLA404_04992_TODO_23",""
48,"TEXT_KINGLA404_04992_SYSTEM_000_000","Um diesen Auftrag freizuschalten, musst du zunächst den Hauptszenario-Auftrag „Aufbruch nach Xak Tural“ abschließen."
49,"TEXT_KINGLA404_04992_UVLO_000_005","Sofern nichts Unvorhergesehenes passiert, ist mein Plan, alle zwei Jahre in meine Heimat zurückzukehren und das Wissen zu teilen, das ich auf meinen Reisen erworben habe."
50,"TEXT_KINGLA404_04992_UVLO_000_006","Ich würde gerne öfter nach Hause reisen, aber Kuguma liegt so abgelegen, dass es weder auf dem Land- noch auf dem Luftweg gut zu erreichen ist. Es würde mich nicht nur zu viel Zeit kosten, sondern vor allem auch viel, viel Geld<hex:021D0103>... das ich nicht habe."
51,"TEXT_KINGLA404_04992_SHUNYE_000_010","Herzlich willkommen zurück, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>! Immer wieder schön, dich zu sehen!"
52,"TEXT_KINGLA404_04992_UVLO_000_011","Ich bin mit meiner Arbeit fertig. Wenn du eine neue Aufgabe für <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203> und mich hast, stehe ich ab jetzt jederzeit zur Verfügung!"
53,"TEXT_KINGLA404_04992_SHUNYE_000_012","Uvlo, ich weiß deinen Ehrgeiz sehr zu schätzen und du bist mir eine große Hilfe, aber du musst lernen, auch mal eine Pause zu machen und dich auszuruhen. Wir haben alle unsere Grenzen."
54,"TEXT_KINGLA404_04992_UVLO_000_013","Keine Sorge, ich wurde gut auf meine Rolle vorbereitet. Eine so langwierige Aufgabe erfordert Ausdauer und Kraft, und ich musste lange und hart mit meinen Meistern trainieren, bevor sie mir gestattet haben, meine Reise anzutreten."
55,"TEXT_KINGLA404_04992_SHUNYE_000_014","Gut, in dem Fall vertraue ich auf dein Wort. Und ich werde mir ein Beispiel an deiner gewissenhaften Vorbereitung nehmen, wenn ich auch mal eine so lange und anspruchsvolle Reise wie du unternehme!"
56,"TEXT_KINGLA404_04992_UVLO_000_015","Oh, hast du etwas geplant? Ich dachte, du wagst dich nur selten vor die Tore der Stadt?"
57,"TEXT_KINGLA404_04992_UAPYOTA_000_016","(-???-)Oh, du hast gerade Kundschaft? Soll ich später wiederkommen?"
58,"TEXT_KINGLA404_04992_SHUNYE_000_017","Ah, Uapyota! Schön, dass du da bist! Das sind keine Kunden, sondern neue Angestellte. Darf ich vorstellen? <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203> und Uvlo."
59,"TEXT_KINGLA404_04992_UAPYOTA_000_018","Wie bitte?! Du hast neue Leute angestellt? Und dann auch noch zwei auf einmal?"
