key,0,1,2,3
#,Icon,JournalCategory,,Name
offset,4,8,9,0
Int32,Int32,UInt8,PackedBool0,String
0,0,0,False,""
1,61412,1,True,"A Realm Reborn"
2,61412,2,True,"7. Ära des Lichts"
3,61412,3,True,"Heavensward"
4,61412,4,True,"Drachenkrieg"
5,61412,5,True,"Nach dem Drachenkrieg"
6,61412,6,True,"Stormblood"
7,61412,7,True,"Nach dem Befreiungskampf"
8,61412,8,True,"Shadowbringers"
9,61412,9,True,"Die Heimreise der Exegeten"
10,61412,10,True,"Geflüster des Untergangs"
11,61412,11,True,"Endwalker"
12,61412,12,True,"Neu entdecktes Abenteuer"
13,61412,13,True,"Dawntrail"
14,61412,14,True,"Dawntrail (Epilog)"
15,61412,15,True,"Ränke der Winterer"
16,61411,16,True,"Primae (A Realm Reborn)"
17,61411,17,True,"Bahamut"
18,61411,18,True,"Kristallturm"
19,61411,19,True,"Alexander"
20,61411,20,True,"Primae (Heavensward)"
21,61411,21,True,"Schatten von Mhach"
22,61411,22,True,"Omega"
23,61411,22,True,"Omega (Epilog)"
24,61411,23,True,"Rückkehr nach Ivalice"
25,61411,24,True,"Die vier Tierheiligen"
26,61411,25,True,"Eden"
27,61411,26,True,"YoRHa: Dark Apocalypse"
28,61411,27,True,"Abwehrwaffen der Allager"
29,61411,28,True,"Pandæmonium"
30,61411,28,True,"Pandæmonium (Epilog)"
31,61411,29,True,"Mythen Eorzeas"
32,61411,30,True,"Das Arkadion"
33,61411,31,True,"Echos aus Vana'diel"
34,61411,32,True,"Hauptaufträge"
35,61411,32,True,"Nebenaufträge"
36,61411,33,True,"Hauptaufträge"
37,61411,33,True,"Nebenaufträge"
38,61411,34,True,"Hauptaufträge"
39,61411,34,True,"Nebenaufträge"
40,61411,36,True,"Hauptaufträge"
41,61411,36,True,"Nebenaufträge"
42,61411,37,True,"Hauptaufträge"
43,61411,37,True,"Nebenaufträge"
44,61411,38,True,"Hauptaufträge"
45,61411,38,True,"Nebenaufträge"
46,61411,39,True,"Hauptaufträge"
47,61411,39,True,"Nebenaufträge"
48,61411,40,True,"Hauptaufträge"
49,61411,40,True,"Nebenaufträge"
50,61411,41,True,"Hauptaufträge"
51,61411,41,True,"Nebenaufträge"
52,61411,42,True,"Hauptaufträge"
53,61411,42,True,"Nebenaufträge"
54,61411,43,True,"Hauptaufträge"
55,61411,43,True,"Nebenaufträge"
56,61411,44,True,"Hauptaufträge"
