key,0
#,Text
offset,0
Int32,String
0,""
1,"Achtung: Wenn der Gegenstand einmal platziert ist, kann er nicht mehr auf dem Markt verkauft werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
2,"Achtung: Wenn der Gegenstand einmal platziert ist, kann er nicht mehr in das Inventar zurückgelegt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
3,"Achtung: Dieser Gegenstand wurde im Online Store gekauft oder für einen Produktcode eingetauscht. Er kann nicht auf dem Markt verkauft oder mit anderen Spielern gehandelt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
4,"Achtung: Wenn der Gegenstand einmal platziert ist, kann er nicht mehr in das Inventar zurückgelegt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
5,"Achtung: Dieser Gegenstand kann nicht auf dem Markt verkauft oder mit anderen Spielern gehandelt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
6,"Achtung: Dieser Gegenstand kann nicht auf dem Markt verkauft werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
7,"Achtung: Dieser Gegenstand wurde im Online Store gekauft oder für einen Produktcode eingetauscht. Er kann nicht auf dem Markt verkauft oder mit anderen Spielern gehandelt werden.<hex:02100103>Außerdem kann der Gegenstand, wenn er <hex:024804F201FC03><hex:024904F201FD03>einmal benutzt<hex:0249020103><hex:0248020103> wird, nicht mehr ins Inventar zurückgelegt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
8,"Achtung: Dieser Gegenstand kann nicht auf dem Markt verkauft oder mit anderen Spielern gehandelt werden.<hex:02100103>Außerdem kann der Gegenstand, wenn er <hex:024804F201FC03><hex:024904F201FD03>einmal benutzt<hex:0249020103><hex:0248020103> wird, nicht mehr ins Inventar zurückgelegt werden.<hex:02100103>Bitte beachte, dass der Gegenstand in den folgenden Fällen <hex:024804F201FC03><hex:024904F201FD03>unwiderruflich verloren<hex:0249020103><hex:0248020103> gehen kann:<hex:02100103>- Der Gegenstand wird durch einen anderen Spieler entfernt.<hex:02100103>- Du verlässt die Freie Ge<hex:02160103>sell<hex:02160103>schaft durch Austritt oder Ausschluss.<hex:02100103>- Die Wohngemeinschaft wird aufgelöst.<hex:02100103>- Das Grundstück wird geräumt oder niedergerissen.<hex:02100103><hex:02100103>Trotzdem fortfahren?"
