key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
#,Name,Abilities[0],Abilities[1],Abilities[2],Abilities[3],AutoAction,AutoDespawn,NonCombatSummon,ShowPetActionBar,SmallScalePercentage,MediumScalePercentage,LargeScalePercentage,,AllowedPetMirage[0],AllowedPetMirage[1],AllowedPetMirage[2],AllowedPetMirage[3],AllowedPetMirage[4],AllowedPetMirage[5],
offset,0,4,6,8,10,12,25,25,25,14,15,16,24,17,18,19,20,21,22,23
Int32,String,UInt16,UInt16,UInt16,UInt16,UInt16,PackedBool0,PackedBool1,PackedBool2,UInt8,UInt8,UInt8,Int8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8
0,"",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
1,"Smaragd-Karfunkel",0,0,0,0,0,False,True,True,100,100,100,-1,0,0,0,0,0,0,0
2,"Topas-Karfunkel",0,0,0,0,0,False,True,True,100,100,100,-1,0,0,0,0,0,0,0
3,"",0,0,0,0,0,False,True,True,100,100,100,0,1,2,3,0,0,0,0
4,"",0,0,0,0,0,False,True,True,100,100,100,1,1,2,3,0,0,0,0
5,"",0,0,0,0,0,False,True,True,100,100,100,2,1,2,3,0,0,0,0
6,"Eos",803,805,7438,16544,802,False,True,True,100,100,100,-1,1,2,3,4,8,0,0
7,"Selene",803,805,7438,16544,0,False,True,True,100,100,100,-1,0,0,0,0,0,0,0
8,"Selbstschuss-Gyrocopter TURM",0,0,7416,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0,0
9,"Selbstschuss-Gyrocopter LÄUFER",0,0,7417,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0,0
10,"Demi-Bahamut",7428,0,7449,0,0,False,False,True,10,20,30,-1,0,0,0,0,0,0,0
11,"",0,0,7440,7441,0,True,False,False,100,100,100,-1,0,0,0,0,0,0,0
12,"Demi-Bahamut",29676,0,29677,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
13,"",0,0,17801,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
14,"Demi-Phönix",16519,0,16518,0,0,False,False,True,33,66,100,-1,0,0,0,0,0,0,0
15,"Seraph",16550,16551,16547,0,16548,False,True,True,100,100,100,-1,0,0,0,0,0,0,0
16,"Mondstein-Karfunkel",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
17,"Schattenschemen",0,0,0,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0,0
18,"Automaton DAME",0,0,16503,25787,0,True,False,False,100,100,100,-1,0,0,0,0,0,0,0
19,"Gedoppeltes Ich",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
20,"Demi-Phönix",29681,0,29682,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
21,"Seraph",29240,0,29241,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
22,"Gedoppeltes Ich",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0,0
23,"Karfunkel",25841,25842,0,0,0,False,True,True,100,100,100,-1,1,2,3,5,6,7,0
24,"Rubin-Karfunkel",0,0,25843,0,0,False,False,True,100,100,100,-1,0,0,0,0,0,0,0
25,"Topas-Karfunkel",0,0,25844,0,0,False,False,True,100,100,100,-1,0,0,0,0,0,0,0
