key,0,1,2,3,4,5,6,7,8,9
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,NameRank,
offset,0,16,4,17,18,19,20,21,8,12
Int32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,String
0,"",0,"",0,0,0,0,0,"",""
1,"Dritter Novize",6,"Dritte Novizen",1,0,1,1,0,"Novize","Dritter Novize"
2,"Zweiter Novize",6,"Zweite Novizen",1,0,1,1,0,"Novize","Zweiter Novize"
3,"Erster Novize",6,"Erste Novizen",1,0,1,1,0,"Novize","Erster Novize"
4,"Erleuchteter Novize",6,"Erleuchtete Novizen",1,0,1,1,0,"Novize","Erleuchteter Novize"
5,"Dritter Schlangenjünger",4,"Dritte Schlangenjünger",2,0,1,1,0,"Schlangenjünger","Dritter Schlangenjünger"
6,"Zweiter Schlangenjünger",4,"Zweite Schlangenjünger",2,0,1,1,0,"Schlangenjünger","Zweiter Schlangenjünger"
7,"Erster Schlangenjünger",4,"Erste Schlangenjünger",2,0,1,1,0,"Schlangenjünger","Erster Schlangenjünger"
8,"Erleuchteter Schlangenjünger",4,"Erleuchtete Schlangenjünger",2,0,1,1,0,"Schlangenjünger","Erleuchteter Schlangenjünger"
9,"Zweiter Schlangenpriester",4,"Zweite Schlangenpriester",2,0,1,1,0,"Schlangenpriester","Zweiter Schlangenpriester"
10,"Erster Schlangenpriester",4,"Erste Schlangenpriester",2,0,1,1,0,"Schlangenpriester","Erster Schlangenpriester"
11,"Erleuchteter Schlangenpriester",4,"Erleuchtete Schlangenpriester",2,0,1,1,0,"Schlangenpriester","Erleuchteter Schlangenpriester"
12,"Zweiter Prior",4,"Zweite Prioren",1,0,1,1,0,"Prior","Zweiter Prior"
13,"Erster Prior",4,"Erste Prioren",1,0,1,1,0,"Prior","Erster Prior"
14,"Erleuchteter Prior",4,"Erleuchtete Prioren",1,0,1,1,0,"Prior","Erleuchteter Prior"
15,"Einäugiger Seher",4,"Einäugige Seher",2,0,1,1,0,"Seher","Einäugiger Seher"
16,"Zweiäugiger Seher",4,"Zweiäugige Seher",2,0,1,1,0,"Seher","Zweiäugiger Seher"
17,"Dreiäugiger Seher",4,"Dreiäugige Seher",2,0,1,1,0,"Seher","Dreiäugiger Seher"
18,"Auge der Schlange",4,"Augen der Schlange",1,0,1,2,0,"Auge der Schlange","Auge der Schlange"
19,"Saatseher",4,"Saatseher",2,0,1,1,0,"Saatseher","Saatseher"
