key,0,1,2,3,4,5,6
#,,Quest,TextLong,TextShort,TextCommentary,,Section
offset,20,12,0,4,8,21,16
Int32,UInt8,UInt32,String,String,String,PackedBool0,UInt32
3604480,0,0,"","","",False,0
3604481,0,0,"","","",False,0
3604482,0,68737,"Regeln für domanisches Mahjong","DOMANISCHES MAHJONG","",True,2
3604483,0,0,"Regeln für Stahlschwingen","STAHLSCHWINGEN","Regeln",True,3
3604484,0,0,"Erklärungen über Unterkünfte","UNTERKÜNFTE","",True,4
3604485,0,0,"Erklärungen zu Neues Spiel+","NEUES SPIEL+","",True,2
3604486,0,0,"Regeln für die Carteneauer Front","CARTENEAUER FRONT","",True,7
3604487,0,0,"Erklärungen zur großen Fahrt","AUF GROSSER FAHRT","",True,8
3604488,0,0,"Erklärungen zur Traumtafel","TRAUMTAFEL","",True,9
3604489,0,0,"Erklärungen zur Bozja-Südfront","BOZJA-SÜDFRONT","",True,10
3604490,0,0,"Erklärungen zum Widerstandsrang","WIDERSTANDSRANG","",True,11
3604491,0,0,"Erklärungen zu verschollenen Kommandos","VERSCHOLLENE KOMMANDOS","",True,13
3604492,0,0,"Erklärungen zu Bozja-Polykristallen","BOZJA-POLYKRISTALLE","",True,12
3604493,0,0,"Erklärungen zu den Triple Triad-Turnieren","TRIPLE TRIAD-TURNIERE","",True,14
3604494,0,0,"","","",True,15
3604495,0,0,"","","",True,16
3604496,0,0,"Erklärungen zu den Widerstandsorden","WIDERSTANDSORDEN","",True,17
3604497,0,0,"Erklärungen zu Zadnor","ZADNOR","",True,18
3604498,0,0,"Erklärungen zum PvP","PVP","",True,19
3604499,0,0,"Regeln für Crystalline Conflict","CRYSTALLINE CONFLICT","Regeln",True,20
3604500,2,0,"Erklärungen zum Tiefen Gewölbe","TIEFES GEWÖLBE","",True,25
3604501,2,0,"Erklärungen zum Tiefen Gewölbe","TIEFES GEWÖLBE","",True,26
3604502,2,0,"Erklärungen zum Tiefen Gewölbe","TIEFES GEWÖLBE","",True,27
3604503,0,0,"Plaudern","STOLPERVILLE","",True,31
3604504,0,0,"Erklärungen zum Kampf","KAMPF","",True,33
3604505,2,0,"Erklärungen zum Tiefen Gewölbe","TIEFES GEWÖLBE","",True,37
3604506,0,0,"","","",True,36
3604507,0,0,"Erklärungen zum südlichen Kreszentia","SÜDLICHES KRESZENTIA","",True,35
3604508,0,0,"「スプリグ・クリーニング」について聞く","SPRIG CLEANING","スプリグ・クリーニング解説",True,39
