key,0,1,2,3,4,5,6
#,Icon,Name,Description,,,,
offset,24,0,4,8,12,16,20
Int32,Int32,String,String,String,String,String,String
0,0,"","","","","",""
1,60201,"Klar","klar","","","",""
2,60202,"Heiter","heiter","","","",""
3,60203,"Wolkig","wolkig","","","",""
4,60204,"Neblig","nebelig","","","",""
5,60205,"Windig","windig","","","",""
6,60206,"Stürmisch","stürmisch","","","",""
7,60207,"Regnerisch","regnerisch","","","",""
8,60208,"Wolkenbruch","wolkenbruchartig","","","",""
9,60209,"Gewittrig","gewittrig","","","",""
10,60210,"Gewitter","gewittrig","","","",""
11,60211,"Staubig","staubig","","","",""
12,60212,"Sandsturm","sandstürmisch","","","",""
13,60213,"Heiß","heiß","","","",""
14,60214,"Gluthitze","glutheiß","","","",""
15,60215,"Schnee","verschneit","","","",""
16,60216,"Schneesturm","schneestürmisch","","","",""
17,60218,"Unheimlich","unheimlich","","","",""
18,60217,"Aurora","aurorenhaft","","","",""
19,60251,"Dunkel","dunkel","","","",""
20,60255,"Düsternis","düster","","","",""
21,60203,"Wolkig","wolkig","","","",""
22,60259,"Wetterleuchten","wetterleuchtend","","","",""
23,60258,"Tosend","tosend","","","",""
24,60258,"Tosend","tosend","","","",""
25,60257,"Finster","finster","","","",""
26,60252,"Gluthitze","glutheiß","","","",""
27,60256,"Unheimlich","unheimlich","","","",""
28,60253,"Stürmisch","stürmisch","","","",""
29,60254,"Rauchschwaden","rauchig","","","",""
30,60202,"Heiter","heiter","","","",""
31,60202,"Heiter","heiter","","","",""
32,60202,"Heiter","heiter","","","",""
33,60202,"Heiter","heiter","","","",""
34,60202,"Heiter","heiter","","","",""
35,60260,"Blendend","blendend","","","",""
36,60261,"Kernstrahlung","radioaktiv","","","",""
37,60261,"Kernstrahlung","radioaktiv","","","",""
38,60261,"Kernstrahlung","radioaktiv","","","",""
39,60261,"Kernstrahlung","radioaktiv","","","",""
40,60262,"Wolkenschleier","unnatürlich wolkig","","","",""
41,60262,"Wolkenschleier","unnatürlich wolkig","","","",""
42,60262,"Wolkenschleier","unnatürlich wolkig","","","",""
43,60262,"Wolkenschleier","unnatürlich wolkig","","","",""
44,60264,"Bedrückend","bedrückend","","","",""
45,60264,"Bedrückend","bedrückend","","","",""
46,60264,"Bedrückend","bedrückend","","","",""
47,60264,"Bedrückend","bedrückend","","","",""
48,60264,"Bedrückend","bedrückend","","","",""
49,60219,"Schattenwind","schattenwindig","","","",""
50,60220,"Schattengewitter","schattengewittrig","","","",""
51,60263,"Qualm","qualmig","","","",""
52,60202,"Heiter","heiter","","","",""
53,60226,"Königsgewitter","königlich gewittrig","","","",""
54,60227,"Hochspannung","hochspannend","","","",""
55,60226,"Königsgewitter","königlich gewittrig","","","",""
56,60264,"Numinos","numinos","","","",""
57,60209,"Gewittrig","gewittrig","","","",""
58,60209,"Gewittrig","gewittrig","","","",""
59,0,"","","","","",""
60,60265,"Mystisch","mystisch","","","",""
61,60265,"Mystisch","mystisch","","","",""
62,60207,"Regnerisch","regnerisch","","","",""
63,60202,"Heiter","heiter","","","",""
64,60207,"Regnerisch","regnerisch","","","",""
65,60202,"Heiter","heiter","","","",""
66,60266,"Hass","hasserfüllt","","","",""
67,60266,"Hass","hasserfüllt","","","",""
68,60202,"Unterirdisch","unterirdisch","","","",""
69,60267,"Gerechtigkeit","gerecht","","","",""
70,60267,"Gerechtigkeit","gerecht","","","",""
71,60268,"Zeitfluss","zeitlich ablaufend","","","",""
72,60268,"Zeitfluss","zeitlich ablaufend","","","",""
73,60268,"Zeitfluss","zeitlich ablaufend","","","",""
74,60269,"Dämonisch unendlich","dämonisch unendlich","","","",""
75,60269,"Dämonisch unendlich","dämonisch unendlich","","","",""
76,60269,"Dämonisch unendlich","dämonisch unendlich","","","",""
77,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
78,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
79,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
80,60271,"Feiersturm","feierlich stürmisch","","","",""
81,60271,"Feiersturm","feierlich stürmisch","","","",""
82,60270,"Ewigschön","ewigschön","","","",""
83,60270,"Ewigschön","ewigschön","","","",""
84,60272,"Drachensturm","drachenstürmisch","","","",""
85,60272,"Drachensturm","drachenstürmisch","","","",""
86,60271,"Feiersturm","feierlich stürmisch","","","",""
87,60273,"Blitzsturm","blitzend stürmisch","","","",""
88,60209,"Gewittrig","gewittrig","","","",""
89,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
90,60202,"Heiter","heiter","","","",""
91,60201,"Klar","klar","","","",""
92,60275,"Weißer Zyklon","zyklonisch","","","",""
93,60275,"Weißer Zyklon","zyklonisch","","","",""
94,60275,"Weißer Zyklon","zyklonisch","","","",""
95,60277,"Ultimativ","ultimativ","","","",""
96,60275,"Weißer Zyklon","zyklonisch","","","",""
97,60276,"Dunkle Mondnacht","dunkelmondisch","","","",""
98,60276,"Dunkle Mondnacht","dunkelmondisch","","","",""
99,60276,"Dunkle Mondnacht","dunkelmondisch","","","",""
100,60276,"Dunkle Mondnacht","dunkelmondisch","","","",""
101,60293,"Roter Mond","rotmondisch","","","",""
102,60278,"Rotlodernd","rotlodernd","","","",""
103,60278,"Rotlodernd","rotlodernd","","","",""
104,60278,"Rotlodernd","rotlodernd","","","",""
105,60202,"Heiter","heiter","","","",""
106,60202,"Heiter","heiter","","","",""
107,60202,"Heiter","heiter","","","",""
108,60202,"Heiter","heiter","","","",""
109,60279,"Feuer","feurig","","","",""
110,60280,"Tsunami","nass","","","",""
111,60281,"Tornado","stürmisch","","","",""
112,60282,"Erdbeben","bebend","","","",""
113,60283,"Blauschimmernd","blauschimmernd","","","",""
114,60283,"Blauschimmernd","blauschimmernd","","","",""
115,60283,"Blauschimmernd","blauschimmernd","","","",""
116,60284,"Astrale Turbulenzen","astral-turbulent","","","",""
117,60283,"Blauschimmernd","blauschimmernd","","","",""
118,60221,"Ewiges Licht","wie immer von Licht bedeckt","","","",""
119,60253,"Stürmisch","stürmisch","","","",""
120,60287,"Apokalyptisch","apokalyptisch","","","",""
121,60287,"Apokalyptisch","apokalyptisch","","","",""
122,60285,"Feenträume","träumerisch","","","",""
123,60285,"Feenträume","träumerisch","","","",""
124,60285,"Feenträume","träumerisch","","","",""
125,60286,"Strahlende Glanzhaftigkeit","makellos strahlend","","","",""
126,60286,"Strahlende Glanzhaftigkeit","makellos strahlend","","","",""
127,60287,"Apokalyptisch","apokalyptisch","","","",""
128,60287,"Apokalyptisch","apokalyptisch","","","",""
129,60221,"Ewiges Licht","wie immer von Licht bedeckt","","","",""
130,60254,"Rauchschwaden","rauchig","","","",""
131,60287,"Apokalyptisch","apokalyptisch","","","",""
132,60202,"Heiter","heiter","","","",""
133,60288,"Feuerseelenwinde","von Feuerseelenwinden umtost","","","",""
134,60289,"Erdseelenwinde","von Erdseelenwinden umtost","","","",""
135,60290,"Donnerseelenwinde","von Donnerseelenwinden umtost","","","",""
136,60291,"Sturmseelenwinde","von Sturmseelenwinden umtost","","","",""
137,60296,"Sternenregen","sterneregnend","","","",""
138,60294,"Erinnerungsturbulenzen","erinnerungsturbulent","","","",""
139,60203,"Wolkig","wolkig","","","",""
140,60203,"Wolkig","wolkig","","","",""
141,60260,"Blendend","blendend","","","",""
142,60260,"Blendend","blendend","","","",""
143,60259,"Wetterleuchten","wetterleuchtend","","","",""
144,60295,"Flammensturm","flammenstürmend","","","",""
145,60292,"Phantomströmung","im Phantomstrom treibend","","","",""
146,0,"","","","","",""
147,60297,"Endzeitig","endzeitig","","","",""
148,60222,"Mondstaubig","mondstaubig","","","",""
149,60223,"Magnetsturm","magnetisch","","","",""
150,60224,"Apokalypse","apokalyptisch","","","",""
151,60298,"Polarisierend","polarisierend","","","",""
152,60298,"Polarisierend","polarisierend","","","",""
153,60298,"Polarisierend","polarisierend","","","",""
154,60298,"Polarisierend","polarisierend","","","",""
155,60298,"Polarisierend","polarisierend","","","",""
156,60225,"Imaginär","imaginär","","","",""
157,60228,"Pandæmonium","pandæmonisch","","","",""
158,60228,"Pandæmonium","pandæmonisch","","","",""
159,60228,"Pandæmonium","pandæmonisch","","","",""
160,60299,"Eschatologie","eschatologisch","","","",""
161,60229,"Verzweifelnd","verzweifelnd","","","",""
162,60230,"Götterwetter","göttlich","","","",""
163,60230,"Götterwetter","göttlich","","","",""
164,60230,"Götterwetter","göttlich","","","",""
165,60230,"Götterwetter","göttlich","","","",""
166,60230,"Götterwetter","göttlich","","","",""
167,60230,"Götterwetter","göttlich","","","",""
168,60230,"Götterwetter","göttlich","","","",""
169,60230,"Götterwetter","göttlich","","","",""
170,60266,"Hass","hasserfüllt","","","",""
171,60231,"Leere","leer","","","",""
172,60231,"Leere","leer","","","",""
173,60231,"Leere","leer","","","",""
174,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
175,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
176,60274,"Dimensionsspaltend","dimensionsspaltend","","","",""
177,60228,"Pandæmonium","pandæmonisch","","","",""
178,60228,"Pandæmonium","pandæmonisch","","","",""
179,60232,"Dichterisch","dichterisch","","","",""
180,60231,"Leere","leer","","","",""
181,60233,"Verhangen","verhangen","","","",""
182,60233,"Verhangen","verhangen","","","",""
183,60234,"Imaginär","imaginär","","","",""
184,60234,"Imaginär","imaginär","","","",""
185,60234,"Imaginär","imaginär","","","",""
186,60234,"Imaginär","imaginär","","","",""
187,60235,"Reminiszenz","reminiszierend","","","",""
188,60236,"Gespenstisch","gespenstisch","","","",""
189,60234,"Virtuell","virtuell","","","",""
190,60238,"Phantasmagorien","phantasmagorisch","","","",""
191,60239,"Trugbilder","trügerisch","","","",""
192,60240,"Luftspiegelungen","illusionär","","","",""
193,60237,"Dünstig trüb","dünstig trüb","","","",""
194,60241,"Meteoritenschauer","einschlagend","","","",""
195,60241,"Meteoritenschauer","einschlagend","","","",""
196,60223,"Magnetsturm","magnetisch","","","",""
197,60242,"Sporennebel","sporig","","","",""
198,60243,"Fürchterlich","fürchterlich","","","",""
199,60243,"Fürchterlich","fürchterlich","","","",""
200,60243,"Fürchterlich","fürchterlich","","","",""
201,60244,"Kältefront","frostig","","","",""
202,60245,"Glasregen","glasregnerisch","","","",""
203,60209,"Gewittrig","gewittrig","","","",""
204,60209,"Gewittrig","gewittrig","","","",""
205,0,"","","","","",""
206,0,"","","","","",""
