key,0,1,2,3,4,5,6,7,8,9,10
#,,Subtype,Image,,UnlockCondition,,,,Category,SortKey,Name
offset,18,19,4,20,8,10,12,14,21,16,0
Int32,UInt8,UInt8,Int32,UInt8,UInt16,UInt16,UInt16,UInt16,UInt8,UInt16,String
0,0,0,0,0,1,0,0,0,0,0,"Nichts"
1,2,0,194002,0,1,0,0,0,1,1,"Glanz"
2,2,0,194003,0,1,0,0,0,1,6,"Vierecke"
3,2,0,194004,0,1,0,0,0,1,7,"Wassertropfen"
4,2,0,194005,0,1,0,0,0,1,8,"Schachbrett"
5,2,0,194006,0,1,0,0,0,1,2,"Gittermuster"
6,2,0,194007,0,1,0,0,0,1,3,"Schrägstriche"
7,2,0,194008,0,1,0,0,0,1,4,"Diagonale Trennung"
8,2,0,194009,0,1,0,0,0,1,5,"Dreiecke"
9,2,0,194010,0,1,0,0,0,1,10,"Pergament"
10,2,0,194011,0,1,0,0,0,1,9,"Verzierte Ecken"
11,1,0,195002,0,1,0,0,0,1,1,"Schattierung"
12,1,0,195003,0,1,0,0,0,1,2,"Leuchtender Rand"
13,1,0,195004,0,1,0,0,0,1,3,"Violette Tupfen"
14,1,0,195005,0,1,0,0,0,1,4,"Notizbuch"
15,1,0,195006,0,1,0,0,0,1,5,"Unordnung"
16,1,0,195007,0,1,0,0,0,1,6,"Äthergramme"
17,1,0,195008,0,1,0,0,0,1,7,"Pergament"
18,1,0,195009,0,1,0,0,0,1,8,"Pinselstriche"
19,1,0,195010,0,1,0,0,0,1,9,"Metallplatte"
20,1,0,195011,0,1,0,0,0,1,10,"Schriften"
21,3,0,197002,0,1,0,0,0,1,3,"Banner"
22,3,0,197003,0,1,0,0,0,1,4,"Erinnerung"
23,3,0,197004,0,1,0,0,0,1,5,"Metallkreis"
24,3,0,197005,0,1,0,0,0,1,6,"Verteidiger-Banner"
25,3,0,197006,0,1,0,0,0,1,8,"Angreifer-Banner"
26,3,0,197007,0,1,0,0,0,1,7,"Heiler-Banner"
27,3,0,197008,0,1,0,0,0,1,1,"Brauner Rahmen"
28,3,0,197009,0,1,0,0,0,1,2,"Geprägter Rahmen"
29,3,0,197010,0,1,0,0,0,1,9,"Memo"
30,3,0,197011,0,1,0,0,0,1,10,"Unordnung"
31,4,0,198002,0,1,0,0,0,1,3,"Schwarz"
32,4,0,198003,0,1,0,0,0,1,2,"Weiß"
33,4,0,198004,0,1,0,0,0,1,5,"Geprägte Edelsteine"
34,4,0,198005,0,1,0,0,0,1,4,"Einfache Edelsteine"
35,4,0,198006,0,1,0,0,0,1,6,"Limsa Lominsa"
36,4,0,198007,0,1,0,0,0,1,7,"Gridania"
37,4,0,198008,0,1,0,0,0,1,8,"Ul'dah"
38,4,0,198009,0,1,0,0,0,1,1,"Metall"
39,4,0,198010,0,298,0,0,0,1,10,"Triple Triad EX"
40,4,0,198011,0,298,0,0,0,1,9,"Triple Triad"
41,5,0,199002,0,1,0,0,0,1,1,"Gil"
42,5,0,199003,0,1,0,0,0,1,2,"Feder"
43,5,0,199004,0,1,0,0,0,1,3,"Aufkleber"
44,5,0,199005,0,1,0,0,0,1,4,"Karte"
45,5,0,199006,0,1,0,0,0,1,5,"Schleife"
