key,0,1,2,3,4,5
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory,IconType
offset,0,4,5,6,7,8
Int32,String,UInt8,UInt8,UInt8,UInt8,Int8
0,"",0,0,0,0,-1
1,"Die Freie Ge<hex:02160103>sell<hex:02160103>schaft wurde gegründet.",0,0,0,1,0
2,"Der Rang der Freien Ge<hex:02160103>sell<hex:02160103>schaft ist auf <hex:022003E80203> gestiegen!",0,0,1,1,0
3,"Das Verhältnis zum Mahlstrom ist nun „<hex:022812FF0D>FCReputation<hex:E8030503>“!",1,0,1,1,5
4,"Das Verhältnis zur Bruderschaft der Morgenviper ist nun „<hex:022812FF0D>FCReputation<hex:E8030503>“!",1,0,1,1,6
5,"Das Verhältnis zur Legion der Unsterblichen ist nun „<hex:022812FF0D>FCReputation<hex:E8030503>“!",1,0,1,1,7
6,"Du hast neue Rechte („<hex:02280EFF09>FCRights<hex:E8020103>“) erhalten!",0,0,1,1,0
7,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>bist<hex:FF04>ist<hex:03> der Ge<hex:02160103>sell<hex:02160103>schaft beigetreten.",4,0,0,2,1
8,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>bist<hex:FF04>ist<hex:03> der Ge<hex:02160103>sell<hex:02160103>schaft beigetreten.",4,0,0,2,1
9,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>bist<hex:FF04>ist<hex:03> aus der Ge<hex:02160103>sell<hex:02160103>schaft ausgetreten.",4,0,0,2,2
10,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>bist<hex:FF04>ist<hex:03> aus der Ge<hex:02160103>sell<hex:02160103>schaft entfernt worden.",4,0,0,2,2
11,"<hex:02085AE4EB02EB03FF08>Du hast<hex:FF4A><hex:020842E4EB02EB03FF1D><hex:02091904FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802040203><hex:EB0303><hex:03> hat<hex:03> nun den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“.",4,5,0,2,3
12,"<hex:02085AE4EB02EB03FF08>Du hast<hex:FF4A><hex:020842E4EB02EB03FF1D><hex:02091904FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802040203><hex:EB0303><hex:03> hat<hex:03> nun den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“.",4,5,0,2,3
13,"<hex:02085AE4EB02EB03FF08>Du hast<hex:FF4A><hex:020842E4EB02EB03FF1D><hex:02091904FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802040203><hex:EB0303><hex:03> hat<hex:03> nun den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“.",4,5,0,2,3
14,"Die Freie Ge<hex:02160103>sell<hex:02160103>schaft folgt nun dem Mahlstrom.",0,1,0,1,5
15,"Die Freie Ge<hex:02160103>sell<hex:02160103>schaft folgt nun der Bruderschaft der Morgenviper.",0,1,0,1,6
16,"Die Freie Ge<hex:02160103>sell<hex:02160103>schaft folgt nun der Legion der Unsterblichen.",0,1,0,1,7
17,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>hast<hex:FF04>hat<hex:03> den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ bearbeitet.",4,5,0,3,3
18,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>hast<hex:FF04>hat<hex:03> den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ hinzugefügt.",4,5,0,3,3
19,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>hast<hex:FF04>hat<hex:03> den Rang „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ entfernt.",4,5,0,3,3
20,"<hex:022B48FF46><hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>hast<hex:FF04>hat<hex:03> die Hierarchie geändert.",4,0,0,3,3
21,"",4,6,1,0,-1
22,"",4,0,0,0,-1
23,"",4,0,0,0,-1
