key,0,1
#,,Name
offset,4,0
Int32,UInt8,String
0,0,"Keine"
1,1,"Begleiter"
2,40,"Sprechblasen"
3,60,"Emotes"
4,20,"Triple Triad"
5,100,"Allgemein"
6,10,"Flaggen"
7,31,"Satzzeichen"
8,70,"Gerichte"
9,30,"Dekorationen"
10,102,"Inhalte"
11,101,"Aufträge"
12,103,"FATEs"
13,104,"Gold Saucer"
14,0,""
15,0,""
16,150,"Logos"
17,32,"Manga"
18,71,"Heilmittel"
19,50,"Auftrags-Icons"
20,80,"Begleiterskizzen"
21,90,"<hex:0212027103> Fan Festival 2026"
22,190,"<hex:0212027103> Fan Festival 2026"
23,81,"Deko-Tape"
24,2,"Klassen/Jobs"
25,21,"Domanisches Mahjong"
26,0,""
27,82,"Inhalte"
28,33,"Geburtstag"
29,140,"Monster Hunter Wilds"
30,22,"Kosmo-Erkundung"
31,3,"Jobkristalle"
32,0,""
33,0,""
34,0,""
35,0,""
