key,0,1,2,3,4
#,Type,,,,Text
offset,6,7,4,8,0
Int32,UInt8,UInt8,UInt16,PackedBool0,String
0,0,0,0,False,""
1,0,0,0,False,""
2,0,0,0,False,""
3,0,0,0,False,""
4,0,0,0,False,""
5,1,0,0,True,""
6,1,0,0,True,""
7,1,0,0,True,""
8,1,0,0,True,""
9,1,0,0,True,""
10,1,0,0,True,""
11,1,0,0,True,""
12,2,1,1,True,"<hex:020952E802FF23>Platz der Habenichtse: Erste Phase<hex:FF2A>(Nr.1) Platz der Habenichtse: Erste Phase<hex:03>"
13,2,1,2,False,"<hex:02092CE802FF10>Helfer gesucht!<hex:FF17>(Nr.2) Helfer gesucht!<hex:03>"
14,2,4,3,True,"<hex:020954E802FF24>Platz der Habenichtse: Zweite Phase<hex:FF2B>(Nr.3) Platz der Habenichtse: Zweite Phase<hex:03>"
15,2,4,4,False,"<hex:02092CE802FF10>Helfer gesucht!<hex:FF17>(Nr.4) Helfer gesucht!<hex:03>"
16,2,7,5,True,"<hex:020954E802FF24>Platz der Habenichtse: Dritte Phase<hex:FF2B>(Nr.5) Platz der Habenichtse: Dritte Phase<hex:03>"
17,2,7,6,False,"<hex:020938E802FF16>Lizbeth sucht Helfer!<hex:FF1D>(Nr.6) Lizbeth sucht Helfer!<hex:03>"
18,2,10,7,True,"<hex:02096AE802FF2F>Platz der Habenichtse: Das Werk ist vollendet!<hex:FF36>(Nr.7) Platz der Habenichtse: Das Werk ist vollendet!<hex:03>"
19,3,1,2,True,"Sammlerstücke gefragt!"
20,3,1,3,True,"Der Wieder<hex:02160103>aufbau Ishgards: Aufgaben"
21,3,1,1,True,"Der Wieder<hex:02160103>aufbau Ishgards"
22,1,0,0,True,""
23,1,0,0,True,""
24,1,0,0,True,""
25,1,0,0,True,""
26,2,11,1,True,"<hex:020932E802FF13>Kreuzkarst-Spalier<hex:FF1A>(Nr.1) Kreuzkarst-Spalier<hex:03>"
27,2,11,2,False,"<hex:020932E802FF13>Und weiter geht's!<hex:FF1A>(Nr.2) Und weiter geht's!<hex:03>"
28,2,14,3,False,"<hex:02094EE802FF21>Einen Schritt weiter am Spalier!<hex:FF28>(Nr.3) Einen Schritt weiter am Spalier!<hex:03>"
29,2,16,4,False,"<hex:020958E802FF26>Neues Pflaster für die Himmelsstadt!<hex:FF2D>(Nr.4) Neues Pflaster für die Himmelsstadt!<hex:03>"
30,2,19,5,False,"<hex:02094CE802FF20>Nächstes Projekt: der Brunnen!<hex:FF27>(Nr.5) Nächstes Projekt: der Brunnen!<hex:03>"
31,2,21,6,True,"<hex:020946E802FF1D>Die Estrade der Sankt Roelle<hex:FF24>(Nr.6) Die Estrade der Sankt Roelle<hex:03>"
32,2,21,7,False,"<hex:020954E802FF24>Spatenstich für eine neue Straße!<hex:FF2B>(Nr.7) Spatenstich für eine neue Straße!<hex:03>"
33,2,24,8,False,"<hex:02096AE802FF2F>An unsere anmutigen Arbeiterinnen und Arbeiter<hex:FF36>(Nr.8) An unsere anmutigen Arbeiterinnen und Arbeiter<hex:03>"
34,2,26,9,False,"<hex:020932E802FF13>Stein neben Stein!<hex:FF1A>(Nr.9) Stein neben Stein!<hex:03>"
