key,0,1,2,3,4,5,6,7,8,9,10,11
#,PopRange,TerritoryType,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene,Name,Question
offset,8,24,12,16,20,26,28,30,32,34,0,4
Int32,UInt32,UInt16,UInt32,UInt32,UInt32,UInt16,UInt16,UInt16,UInt16,PackedBool0,String,String
131072,0,0,0,0,0,1,1,0,0,False,"",""
131073,2040811,148,0,0,0,2,2,0,0,False,"",""
131074,3884000,204,590352,590353,0,3,1,0,0,False,"","Ins Kommandozimmer von Nophicas Schar eintreten?"
131075,3884182,132,0,0,0,1,1,0,0,False,"","Das Kommandozimmer verlassen?"
131076,3878860,133,0,0,0,1,1,0,0,False,"","Den Wasserrosentisch verlassen?"
131077,1381039,152,590354,590355,0,4,1,0,0,False,"Zum Honigblumen-Steg","An Bord gehen?"
131078,1381038,133,590356,590259,0,4,1,0,0,False,"","An Bord gehen?"
131079,4124796,177,0,0,0,5,3,0,0,False,"",""
131080,1359058,179,0,0,0,5,4,0,0,False,"",""
131081,4124801,178,0,0,0,5,5,0,0,False,"",""
131082,4125264,128,0,0,0,1,1,0,0,False,"","Das Zimmer verlassen?"
131083,2232680,132,0,0,0,1,1,0,0,False,"","Das Zimmer verlassen?"
131084,4125288,130,0,0,0,1,1,0,0,False,"","Das Zimmer verlassen?"
131085,4107979,131,0,0,0,1,1,0,0,False,"","Die Silberhalle verlassen?"
131086,4143657,140,590441,590620,590448,6,1,0,0,False,"","Für 40 Gil zur Mondsichel-Bucht übersetzen?"
131087,4143677,140,590442,590621,590449,6,1,0,0,False,"","Für 40 Gil zum Silberbasar übersetzen?"
131088,4107477,212,0,590450,0,7,1,0,0,False,"","Den Sonnenwind betreten?"
131089,4132388,140,0,0,0,1,1,0,0,False,"","Den Sonnenwind verlassen?"
131090,4148347,212,0,590564,0,21,1,0,0,False,"","Den Saal der Morgenröte betreten?"
131091,4148350,212,0,0,0,1,1,0,0,False,"","Den Saal der Morgenröte verlassen?"
131092,4158063,128,0,0,0,1,1,0,0,False,"Zum Luftschiff-Landeplatz (3. OG)","Zum Luftschiff-Landeplatz (3. OG) fahren?"
131093,4158069,128,0,0,0,1,1,0,0,False,"Zur Aben<hex:02160103>teurer<hex:02160103>gilde in der Ertränkten Sorge (1. OG)","Zur Aben<hex:02160103>teurer<hex:02160103>gilde in der Ertränkten Sorge (1. OG) fahren?"
131094,4161445,129,0,0,0,1,1,0,0,False,"Zur Bollwerkhalle (EG)","Zur Bollwerkhalle (EG) fahren?"
131095,4164411,130,0,0,0,1,1,0,0,False,"Zum Luftschiff-Landeplatz (3. OG)","Zum Luftschiff-Landeplatz (3. OG) fahren?"
131096,4164414,131,0,0,0,1,1,0,0,False,"Zur Ebene der Redner (1. OG)","Zur Ebene der Redner (1. OG) fahren?"
131097,4164413,130,0,0,0,1,1,0,0,False,"Zum Rubinstraßenmarkt (EG)","Zum Rubinstraßenmarkt (EG) fahren?"
131098,4087066,210,590451,590452,0,8,1,0,0,False,"","Die Silberhalle betreten?"
131099,4165046,146,590611,0,0,1,1,0,0,False,"","Den Bereich betreten?"
131100,4165037,145,590610,0,0,1,1,0,0,False,"","Diesen Bereich verlassen?"
131101,4103382,132,0,590530,590453,9,1,227,232,True,"Nach Gridania","Für 120 Gil nach Gridania reisen?"
131102,4103399,128,0,590530,590453,9,1,227,230,True,"Nach Limsa Lominsa","Für 120 Gil nach Limsa Lominsa reisen?"
131103,4103339,130,0,589916,590454,9,1,231,228,True,"Nach Ul'dah","Für 120 Gil nach Ul'dah reisen?"
131104,4103399,128,0,589916,590454,9,1,231,230,True,"Nach Limsa Lominsa","Für 120 Gil nach Limsa Lominsa reisen?"
131105,4103339,130,0,590531,590455,9,1,229,228,True,"Nach Ul'dah","Für 120 Gil nach Ul'dah reisen?"
131106,4103382,132,0,590531,590455,9,1,229,232,True,"Nach Gridania","Für 120 Gil nach Gridania reisen?"
131107,4165398,129,0,591076,590456,10,1,235,234,True,"","Für 80 Gil nach Limsa Lominsa reisen?"
131108,4165376,140,0,591077,590457,10,1,233,236,True,"","Für 80 Gil zur Bucht des Abendsterns reisen?"
131109,4165794,138,590514,590515,590622,11,1,0,0,False,"Zum Bierhafen","Für 40 Gil zum Bierhafen reisen?"
131110,4165749,129,590516,590517,590623,11,1,0,0,False,"Nach Limsa Lominsa","Für 40 Gil nach Limsa Lominsa reisen?"
131111,4165755,137,590518,590519,590624,12,1,0,0,False,"Zur Sonnenküste","Für 40 Gil zur Sonnenküste reisen?"
131112,4165749,129,590520,590521,590625,12,1,0,0,False,"Nach Limsa Lominsa","Für 40 Gil nach Limsa Lominsa reisen?"
131113,4165801,139,590510,0,590511,13,1,0,0,False,"Zu Jijiroons Handelsposten","Für 40 Gil zu Jijiroons Handelsposten reisen?"
131114,4165797,139,590512,0,590513,13,1,0,0,False,"Zu Memeroons Handelsposten","Für 40 Gil zu Memeroons Handelsposten reisen?"
131115,4165794,138,590522,590626,590628,14,1,0,0,False,"Zum Bierhafen","Für 40 Gil zum Bierhafen reisen?"
131116,4165877,135,590523,590627,590629,14,1,0,0,False,"Zum Kerzenwacht-Kai","Für 40 Gil zum Kerzenwacht-Kai reisen?"
131117,1317627,148,590524,590525,0,15,1,0,0,False,"Zum Tiefen Wald","Die Weißwolf-Pforte durchschreiten?"
131118,1317561,132,590529,590526,0,15,1,0,0,False,"","Gridania betreten?"
131119,4165759,137,590527,0,590630,16,1,0,0,False,"Zur Regenfänger-Rinne","Für 40 Gil zur Regenfänger-Rinne reisen?"
131120,4165758,137,590528,0,590631,16,1,0,0,False,"Zum Verborgenen Wasserfall","Für 40 Gil zum Verborgenen Wasserfall reisen?"
131121,3877982,205,590535,590536,0,19,1,0,0,False,"Zum Wasserrosentisch","Zum Wasserrosentisch weitergehen?"
131122,4146949,198,590563,0,0,20,1,0,0,False,"Zur Admiralsbrücke","Die Admiralsbrücke betreten?"
131123,4169071,129,0,0,0,1,1,0,0,False,"","Die Admiralsbrücke verlassen?"
131124,4190590,134,0,0,0,2,2,0,0,False,"",""
131125,4189532,141,0,0,0,2,2,0,0,False,"",""
131126,4165939,146,590603,0,0,1,1,0,0,False,"","Zum Minotauren-Malm reisen?"
131127,4165935,146,590604,0,0,1,1,0,0,False,"","Zu Nalds Besinnung reisen?"
131128,4103339,130,590607,0,0,1,1,0,0,False,"","Vom Landebereich in den Wartebereich zurückgehen?"
131129,4103382,132,590608,0,0,1,1,0,0,False,"","Vom Landebereich in den Wartebereich zurückgehen?"
131130,4103399,128,590609,0,0,1,1,0,0,False,"","Vom Landebereich in den Wartebereich zurückgehen?"
131131,4264415,250,590632,0,0,1,1,0,0,False,"Zur Wolfshöhle","Zur Wolfshöhle übersetzen?"
131132,4264426,135,590633,0,0,1,1,0,0,False,"Zu den Moraby-Trockendocks","Zu den Moraby-Trockendocks übersetzen?"
131133,4165794,138,590634,0,0,1,1,0,0,False,"Zum Bierhafen","Zum Bierhafen reisen?"
131134,4264587,138,590635,590636,590637,22,1,0,0,False,"Zu den Phantominseln","Für 40 Gil zu den Phantominseln reisen?"
131135,4165794,138,0,0,0,1,1,0,0,False,"Zum Bierhafen","Zum Bierhafen reisen?"
131136,4264605,138,590638,590639,590640,23,1,0,0,False,"Zum Schlangennest","Für 40 Gil zum Schlangennest reisen?"
131137,4321669,156,0,0,0,1,1,0,0,False,"","Cids Werkstatt verlassen?"
131138,4102803,132,590843,0,0,1,1,0,0,False,"","Nach Gridania reisen?"
131139,4332112,137,0,0,0,1,1,0,0,False,"","Die Verschlungenen Schatten von Bahamut verlassen?"
131140,4332121,147,0,0,0,1,1,0,390,False,"","Die Verschlungenen Schatten von Bahamut verlassen?"
131141,4331241,247,0,0,0,1,1,389,0,False,"","Den Lift aktivieren?"
131142,4498658,351,0,0,0,1,1,0,0,False,"","Den Saal der Morgenröte betreten?"
131143,4498656,351,0,0,0,1,1,0,0,False,"","Den Saal der Morgenröte verlassen?"
131144,4498659,351,0,0,0,1,1,0,0,False,"","Den Sonnenstein betreten?"
131145,4498857,156,0,0,0,1,1,0,0,False,"","Den Sonnenstein verlassen?"
131146,4506602,156,0,0,0,1,1,0,0,False,"","Vor die Acht Wächter treten?"
131147,4506605,156,0,0,0,1,1,0,0,False,"","Die Acht Wächter verlassen?"
131148,0,0,0,0,0,1,6,0,0,False,"","Das Gebäude betreten?"
131149,0,0,0,0,0,1,7,0,0,False,"","Das Gebäude verlassen?"
131150,4549235,340,591149,0,0,1,1,0,0,False,"",""
131151,4549391,148,591150,0,0,1,1,0,0,False,"",""
131152,4618997,180,0,0,0,1,1,0,0,False,"","Das Alchemielabor des 13. Ordens verlassen?"
131153,4629135,138,0,0,0,1,1,0,0,False,"","Zu Novvs Aufzucht zurückkehren?"
131154,4629135,138,0,0,0,1,1,0,0,False,"","Zu Novvs Aufzucht zurückkehren?"
131155,4629135,138,0,0,0,1,1,0,0,False,"","Zu Novvs Aufzucht zurückkehren?"
131156,4629135,138,0,0,0,1,1,0,0,False,"","Zu Novvs Aufzucht zurückkehren?"
131157,4629135,138,0,0,0,1,1,0,0,False,"","Zu Novvs Aufzucht zurückkehren?"
131158,4549235,340,591254,591260,0,24,1,0,0,False,"Zu den Lavendelbeeten","Die Lavendelbeete betreten?"
131159,1381038,133,591255,591261,0,24,1,0,0,False,"",""
131160,4664433,339,591256,591262,0,25,1,0,0,False,"Zum Dorf des Nebels","Das Dorf des Nebels betreten?"
131161,4165749,129,591257,591263,0,25,1,0,0,False,"",""
131162,4656744,341,591258,591264,0,26,1,0,0,False,"",""
131163,4660251,131,591259,591265,0,26,1,0,0,False,"",""
131164,4678209,154,0,0,0,1,1,0,0,False,"","Das Tiefste Innere verlassen?"
131165,4332121,147,0,0,0,1,1,0,0,False,"","Die Verschlungenen Schatten verlassen?"
131166,5036036,395,591750,0,0,1,1,0,0,False,"","Das Empfangszimmer betreten?"
131167,5036025,155,0,0,0,1,1,0,0,False,"","Das Empfangszimmer verlassen?"
131168,5038695,152,0,0,0,1,1,0,0,False,"","Die Elfenbein-Kapelle verlassen?"
131169,5049372,137,590097,0,0,1,1,0,0,False,"Zum Großen Schoner","Zum Großen Schoner übersetzen?"
131170,4165755,137,590098,0,0,1,1,0,0,False,"Zur Sonnenküste","Zur Sonnenküste zurückkehren?"
131171,5341046,129,0,0,0,1,1,0,0,False,"","Die Schurkengilde verlassen?"
131172,5341051,129,591865,0,0,27,1,0,0,False,"Zur Schurkengilde","Die Schurkengilde betreten?"
131173,5341521,137,0,0,0,1,1,0,0,False,"","Das alte Bootshaus verlassen?"
131174,5341524,137,591889,591888,0,28,1,0,0,False,"Zum alten Bootshaus","Das alte Bootshaus betreten?"
131175,5404445,147,0,0,0,1,1,0,0,False,"","Das Tiefste Innere verlassen?"
131176,5038252,392,0,0,0,1,8,0,0,False,"","Die Elfenbein-Kapelle betreten?"
131177,5448900,388,591975,0,0,1,1,0,0,False,"","Zum Chocobo-Platz fahren?"
131178,5448873,144,591981,0,0,1,1,0,0,False,"","Zum Foyer fahren?"
131179,5649379,144,0,591990,0,29,1,0,0,False,"Zum Gold Saucer","Zum Gold Saucer reisen?"
131180,5649379,144,0,591990,0,29,1,0,0,False,"Zum Gold Saucer","Zum Gold Saucer reisen?"
131181,5649379,144,0,591990,0,29,1,0,0,False,"Zum Gold Saucer","Zum Gold Saucer reisen?"
131182,4103399,128,0,0,592264,30,1,0,0,False,"Nach Limsa Lominsa","Für 120 Gil nach Limsa Lominsa reisen?"
131183,4103339,130,0,0,0,1,1,0,0,False,"Nach Ul'dah","Nach Ul'dah reisen?"
