key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Text,,,,Item,GatheringItemLevel,OceanStars,,IsHidden,FishingRecordType,FishingSpot,GatheringSubCategory,IsInLog,AchievementCredit
offset,0,4,8,12,20,24,32,26,34,33,28,30,34,16
Int32,String,String,String,String,Int32,UInt16,UInt8,UInt16,PackedBool0,UInt8,UInt16,UInt16,PackedBool1,UInt32
0,"","","","",0,0,0,0,False,0,0,0,True,0
1,"Mündlichen Über<hex:02160103>lie<hex:02160103>fe<hex:02160103>run<hex:02160103>gen zufolge können diese schleimigen Algen auf hoher See angeblich bis zu einem Malm lang werden.","","","",4776,4,0,2000,False,0,36,0,True,0
2,"Diesen braunen Krustentieren wird nachgesagt, dass sie so leicht zu fangen sind, dass man nicht einmal einen Köder braucht. Sie schnappen nach allem, was ihnen vor die Scheren kommt.","","","",4925,2,0,2000,False,2,2,0,True,0
3,"Kopf, Bauch und Schwanzflosse dieses Fisches nehmen während der Brutzeit hell leuchtende Farben an. Er ist daher vor allem als Zierfisch überaus beliebt.","","","",4926,3,0,2000,False,2,39,0,True,0
4,"Dieser Fisch ist wesentlicher Bestandteil des Speiseplans vieler Raubfische, die in der Nahrungskette über ihm angesiedelt sind. Besonders Hochseeangler kennen sich daher sehr gut mit seinen Eigenheiten aus.","","","",4869,3,0,2000,False,0,36,0,True,0
5,"Seitdem ein Qiqirn auf dem Deck eines Schiffes ein verwestes Exemplar dieses kleinen Salz<hex:02160103>was<hex:02160103>ser<hex:02160103>fisches gefunden und für exquisit befunden hat, steigt dessen Nachfrage unaufhörlich. Mittlerweile aber eher die in Salz eingelegte Variante.","","","",4870,3,0,2000,False,0,36,0,True,0
6,"Wenn man einem Volksmärchen aus Coerthas Glauben schenken mag, war dieser Süßwasserfisch früher ein wahrer Sonnenanbeter, wurde aber aufgrund seiner Arroganz von den Göttern zu einem Leben nahe dem dunklen Seeboden verbannt, wo er seither sein Dasein fristet.","","","",4927,4,0,2000,False,2,2,0,True,0
7,"Dieser Katfisch reibt seine Rückenflosse an seinen Gräten, wenn er von einem Angler gefangen wird, was einen leisen aber distinktiven Ton verursacht, der sich wie ein Klagegeräusch anhört. Er löst damit bei so manchem Angler ein starkes Gefühl des Mitleids aus. ","","","",4928,4,0,2000,False,2,41,0,True,0
8,"Diesen kleinen Krebs findet man sehr oft als Zutat in Eintöpfen oder als Köder an Angelhaken vor.","","","",4871,4,0,2000,False,0,36,0,True,0
9,"Diese weißen Krustentiere leben für gewöhnlich dort, wo sie nicht der Sonne ausgesetzt sind. Speziell nach der Häutung sind ihre Körper sogar fast durchsichtig. ","","","",4929,5,0,2000,False,2,72,0,True,0
