key,0,1,2,3,4
#,LegacyQuestID,Text,String,SortKey,Genre
offset,12,0,4,14,8
Int32,UInt16,String,String,UInt16,UInt32
0,0,"","",0,0
1,0,"Sibyllinischer Singsang","",1,344
2,1,"Der Schatz im Meer","",2,344
3,2,"Llymlaens Legende","",3,344
4,3,"Duell an Deck","",4,344
5,4,"Der Himmel brennt","",5,344
6,5,"Der Fluch des Waldes","",6,344
7,6,"Der Groll der Gebieter","",7,344
8,7,"Der Wald ruft","",8,344
9,8,"Ein bewegtes Fest","",9,344
10,9,"Die goldene Stadt","",10,344
11,10,"Kollateralschaden","",11,344
12,11,"Die latente Gefahr","",12,344
13,12,"Beginn einer Freundschaft","",13,344
14,13,"Rettung der Sylphen","",14,344
15,14,"Zwischen den Fronten","",15,344
16,15,"Ein kühner Plan","",16,344
17,16,"Der Gott der Flammen","",17,344
18,17,"Befreiung der Befreier","",18,344
19,18,"In eine unsichere Zukunft","",19,344
20,59,"Die Macht des Geldes","",20,346
21,60,"Die Falschgeldaffäre","",21,346
22,61,"Die Kehrseite der Münze","",22,346
23,79,"Das Debüt","",23,346
24,80,"Der Preis der Freiheit","",24,346
25,81,"Das große Turnier","",25,346
26,99,"Blutiger Baptismus","",26,346
27,100,"Der Piratenball","",27,346
28,101,"Befehl des Kapitäns","",28,346
29,139,"Tipps für Abenteurer","",29,346
30,140,"Tipps für Abenteurer","",30,346
31,141,"Tipps für Abenteurer","",31,346
32,143,"Auswahl eines neuen Partners","",32,346
33,159,"Gemeinsam stark","",33,346
34,160,"Der finstere Wald","",34,346
35,161,"Schatten der Vergangenheit","",35,346
36,179,"Kein Grund zum Klagen","",36,346
37,180,"Lockruf des Goldes","",37,346
38,181,"Sicheres Geleit","",38,346
39,239,"Bestellte Blutrache","",39,346
40,240,"Die Rivalin","",40,346
41,241,"Die Lehre Nald'thals","",41,346
42,259,"Im Dienste der Gebieter","",42,346
43,260,"Des Ritters Traum","",43,346
44,261,"Stimmen im Wind","",44,346
45,299,"Kleine Lehrer","",45,346
46,300,"Kleine Teufel","",46,346
47,301,"Ausflug ins Grüne","",47,346
48,319,"Auf einem Ohr taub","",48,346
49,320,"Sirenengesang","",49,346
50,321,"Insel der Versuchungen","",50,346
51,359,"Von herrlicher Gestalt","",51,346
52,360,"F'lhaminns Blume","",52,346
53,361,"Die Kordialklinge","",53,346
54,379,"Lebensrettendes Leder","",54,346
55,380,"Markenschutz muss sein","",55,346
56,381,"Reparatur-Abitur","",56,346
57,399,"Akt I: Rot","",57,346
58,400,"Akt II: Asche","",58,346
59,401,"Akt III: Schnee","",59,346
60,419,"Abgrundtiefer Schlaf","",60,346
61,420,"Der Jüngling und der Drache","",61,346
62,421,"Träum ich oder wach ich","",62,346
63,439,"Showdown","",63,346
64,440,"Der verschwundene Kunde","",64,346
65,441,"Die Suppe versalzen","",65,346
66,459,"Ein Fragment vergangener Zeiten","",66,346
67,460,"Sabotage","",67,346
68,461,"Die Ausreißerin","",68,346
69,479,"Die Wurzeln Gridanias","",69,346
70,480,"Fernweh","",70,346
71,481,"Mogrys auf Blumen betten","",71,346
72,499,"Fischrücken bezwingen","",72,346
73,500,"Terz am Teich","",73,346
74,501,"Eine gute Zeit","",74,346
75,626,"Götterdämmerung, Akt I „Ifrit“","",75,345
76,632,"Verhört, versenkt, verzweifelt","",76,345
77,633,"Endgültige Übergangslösung","",77,345
78,635,"Auge um Auge","",78,345
79,637,"Der richtige Pfiff","",79,345
80,638,"Harte Schale, weicher Kern","",80,345
81,639,"Der verlorene Sohn","",81,345
82,640,"Werben und umwerben","",82,345
83,641,"Das Rauschen des Meeres","",83,345
84,642,"Im Trüben fischen","",84,345
85,643,"Vom richtigen Zeitpunkt","",85,345
86,645,"Dreck am Stecken","",86,345
87,647,"Im Namen der Kunst","",87,345
88,652,"Der Widerspenstigen Zähmung","",88,345
89,653,"Pfade der Erleuchtung","",89,345
90,654,"Elementarentschärfung","",90,345
91,655,"Vegetarismus Venerabile","",91,345
92,657,"Schelmisches Schlitzohr","",92,345
93,658,"Wie im Märchen","",93,345
94,659,"Schocktherapie","",94,345
95,661,"Der Kampf um Anerkennung","",95,345
96,662,"Lonsyggs Logbuch","",96,345
97,663,"Lass Blumen sprechen","",97,345
98,664,"Tödliche Arglosigkeit","",98,345
99,665,"Steinernes Schweigen","",99,345
100,666,"Das Gesetz des Waldes","",100,345
101,667,"Geld stinkt nicht","",101,345
102,668,"Von Goblins beklaut","",102,345
103,673,"Nach den Gerechten sehen","",103,345
104,674,"Scharfsichtige Bestechung","",104,345
105,675,"Insomnie","",105,345
106,676,"Der Fluch des Klans","",106,345
107,678,"Nimm deine Ware und geh","",107,345
108,679,"Schutzwald-Waldschutz","",108,345
109,680,"Lös dich in Wohlgefallen auf","",109,345
110,681,"Die einzige Spur","",110,345
111,682,"Gute Wache, böse Wache","",111,345
