key,0,1,2
#,,,
offset,8,0,4
Int32,PackedBool0,String,String
0,True,"Minimale Verluste I","Das Brett mit 3 kampfunfähigen Bestien abschließen."
1,True,"Minimale Verluste II","Das Brett mit 2 kampfunfähigen Bestien abschließen."
2,True,"Minimale Verluste III","Das Brett mit 1 kampfunfähigen Bestie abschließen."
3,True,"Keine Verluste","Das Brett ohne eine einzige kampfunfähige Bestie abschließen."
4,True,"In Unterzahl I","Das Brett mit einer Formation aus 6 oder 7 Bestien abschließen."
5,True,"In Unterzahl II","Das Brett mit einer Formation aus 4 oder 5 Bestien abschließen."
6,True,"In Unterzahl III","Das Brett mit einer Formation aus 1 bis 3 Bestien abschließen."
7,True,"Unversehrter Bändiger","Das Brett mit 100 % LP bei dir abschließen."
8,True,"Unversehrte Bestien","Das Brett mit 100 % LP bei all deinen Bestien abschließen."
9,False,"Universalgenie I","Mindestens 5 Mal Universalität ausführen."
10,False,"Universalgenie II","Mindestens 10 Mal Universalität ausführen."
11,False,"Universalgenie III","Mindestens 15 Mal Universalität ausführen."
12,True,"Gewitzt","Das Brett abschließen, ohne „Schaden -“ oder „Erhöhte Verwundbarkeit“ zu erleiden. "
13,True,"Mit leeren Händen","Das Brett abschließen, ohne Bestienausrüstung zu erhalten."
14,True,"Wettrüsten","Das Brett mit mindestens 10 Teilen Bestienausrüstung abschließen."
15,True,"Sparsamkeit","Das Brett abschließen, ohne ein Bändigerutensil zu benutzen."
16,True,"Sammelleidenschaft","Das Brett mit mindestens 10 Bändigerutensilien abschließen."
17,True,"Heilfasten","Das Brett abschließen, ohne auch nur eine Bestie zu füttern."
18,True,"Völlerei","Das Brett mit mindestens 20 Fütterungen abschließen."
19,True,"Geizhals","Das Brett abschließen, ohne einen einzigen Bestientaler auszugeben."
20,True,"Talerregen","Das Brett mit mindestens 2.000 Bestientalern abschließen."
21,True,"Schlaflose Nächte","Das Brett abschließen, ohne in einem Zelt zu rasten."
22,True,"Freund der Biestlinge","Das Brett mit einer Formation abschließen, die nur aus Biestlingen besteht."
23,True,"Freund der Gezieferlinge","Das Brett mit einer Formation abschließen, die nur aus Gezieferlingen besteht."
24,True,"Freund der Wölklinge","Das Brett mit einer Formation abschließen, die nur aus Wölklingen besteht."
25,True,"Freund der Saatlinge","Das Brett mit einer Formation abschließen, die nur aus Saatlingen besteht."
26,True,"Freund der Woglinge","Das Brett mit einer Formation abschließen, die nur aus Woglingen besteht."
27,True,"Freund der Schupplinge","Das Brett mit einer Formation abschließen, die nur aus Schupplingen besteht."
28,True,"Freund der Ätherlinge","Das Brett mit einer Formation abschließen, die nur aus Ätherlingen besteht."
29,True,"Freund der Todlinge","Das Brett mit einer Formation abschließen, die nur aus Todlingen besteht."
30,False,"Bestialisch I","Das Brett auf „Bestialisch I“ abschließen."
31,False,"Bestialisch II","Das Brett auf „Bestialisch II“ abschließen."
32,False,"Bestialisch III","Das Brett auf „Bestialisch III“ abschließen."
