key,0,1,2,3,4,5,6,7,8,9
#,Name,,Action[0],Action[1],Action[2],Action[3],Action[4],Action[5],Action[6],
offset,0,18,4,6,8,10,12,14,16,19
Int32,String,Int8,UInt16,UInt16,UInt16,UInt16,UInt16,UInt16,UInt16,PackedBool0
0,"",0,0,0,0,0,0,0,0,True
1,"Kombo Halones Groll",0,17355,0,0,0,0,0,0,False
2,"Kombo Königsklinge",0,17355,0,0,0,0,0,0,False
3,"Kombo Fleischerbeil",0,17355,0,0,0,0,0,0,False
4,"Kombo Sturmkeil",0,17355,0,0,0,0,0,0,False
5,"Kombo Kraftschlitzer",0,17355,0,0,0,0,0,0,False
6,"Kombo Seelenfresser",0,17355,0,0,0,0,0,0,False
7,"Kombo Peitschenhieb",0,17355,0,0,0,0,0,0,False
8,"Kombo Demolieren",1,17355,0,0,0,0,0,0,False
9,"Kombo Fächerstoß",0,17355,0,0,0,0,0,0,False
10,"Kombo Fächerstoß",1,17355,0,0,0,0,0,0,False
11,"Kombo Äolusklinge",0,17355,0,0,0,0,0,0,False
12,"Kombo Schattenfang",1,17355,0,0,0,0,0,0,False
13,"Kombo Yukikaze",0,17355,0,0,0,0,0,0,False
14,"Kombo Gekko",1,17355,0,0,0,0,0,0,False
15,"Kombo Kasha",2,17355,0,0,0,0,0,0,False
16,"Kombo Direkter Schuss",0,17355,0,0,0,0,0,0,False
17,"Kombo Sturmbiss",0,17355,0,0,0,0,0,0,False
18,"Kombo Sauberer Höllenschuss",0,17355,0,0,0,0,0,0,False
19,"Kombo Magisches Redoublement",0,17355,0,0,0,0,0,0,False
20,"Kombo Stahlwalze",0,17355,0,0,0,0,0,0,False
21,"Kombo Tückische Kralle",2,17355,0,0,0,0,0,0,False
22,"Kombo Fontäne",0,17355,0,0,0,0,0,0,False
23,"Kombo Säbelrassler",0,16788,16269,16984,0,0,0,0,False
24,"Kombo Totale Eklipse",1,16789,16985,0,0,0,0,0,False
25,"Kombo Stahlwalze",0,16434,16418,16435,0,0,0,0,False
26,"Kombo Coerthische Folter",0,18772,18773,18774,0,0,0,0,False
27,"Kombo Protuberanz",1,17355,0,0,0,0,0,0,False
28,"Kombo Kreiselklinge",1,17355,0,0,0,0,0,0,False
29,"Kombo Seelenstärke",1,17355,0,0,0,0,0,0,False
30,"Kombo Erdspaltung",1,17355,0,0,0,0,0,0,False
31,"Kombo Coerthische Folter",1,17355,0,0,0,0,0,0,False
32,"Kombo Hakke Mujinsatsu",1,17355,0,0,0,0,0,0,False
33,"Kombo Kasha",0,17355,0,0,0,0,0,0,False
34,"Kombo Oka",1,17355,0,0,0,0,0,0,False
35,"Kombo Dämonenschlachter",1,17355,0,0,0,0,0,0,False
36,"Kombo Klingenflut",1,17355,0,0,0,0,0,0,False
37,"Kombo Yogetsu",0,14840,19046,19047,0,0,0,0,False
38,"Kombo Äthersäbel",0,20490,20491,20492,0,0,0,0,False
39,"Kombo Erzflare",0,20529,20530,20531,20532,0,0,0,False
40,"Kombo Moder",0,21612,22502,22817,21613,0,0,0,False
41,"Kombo König der Kronen",0,21499,21607,0,0,0,0,0,False
42,"Kombo Thaliaks Schriftrolle",1,24066,21610,0,0,0,0,0,False
43,"Kombo Versengung",1,24917,24918,24919,24920,21496,21923,24831,False
44,"Kombo Halones Groll",0,26249,26250,26251,0,0,0,0,False
45,"Kombo Erzflare",0,27048,27049,27050,27051,27052,0,0,False
46,"Kombo Versengung",1,27054,27055,27056,27057,27058,27059,24898,False
47,"Kombo Stahlwalze",0,27427,27428,27429,0,0,0,0,False
48,"Kombo Infernalischer Schlitzer",0,17355,0,0,0,0,0,0,False
49,"Kombo Schneidender Albtraum",1,17355,0,0,0,0,0,0,False
50,"Kombo Königsklinge",0,29058,29059,29060,0,0,0,0,True
51,"Kombo Sturmkeil",0,29074,29075,29076,0,0,0,0,True
52,"Kombo Seelenfresser",0,29085,29086,29087,0,0,0,0,True
53,"Kombo Explosiver Stoß",0,29098,29099,29100,29101,0,0,0,True
54,"Kombo Fontäne",0,29416,29417,0,0,0,0,0,True
55,"Kombo Phantomstoß",0,29475,29476,29477,41444,41445,41446,29478,True
56,"Kombo Drachenhort",0,29486,29487,29488,41449,0,0,0,True
57,"Kombo Äolusklinge",0,29500,29501,29502,0,0,0,0,True
58,"Kombo Kasha",0,29523,29524,29525,0,0,0,0,True
59,"Kombo Infernalischer Schlitzer",0,29538,29539,29540,0,0,0,0,True
60,"Kombo Gentleman-Wut",0,31393,31394,31395,0,0,0,0,True
61,"Kombo Infernalischer Schlitzer",0,31786,31787,31788,0,0,0,0,True
62,"Kombo Schneidender Albtraum",0,31789,31790,0,0,0,0,0,True
63,"Kombo Schweif des Br'aax",0,37120,37121,37122,0,0,0,0,True
64,"Kombo Härte Turals",0,37127,37128,37126,0,0,0,0,True
65,"Kombo Gebleckte Fänge",0,39157,39159,39161,39158,39160,39163,0,True
66,"Kombo Hartgesotten",0,46406,46407,46408,0,0,0,0,True
67,"Kombo Aqua in Blau",0,46756,46757,46758,0,0,0,0,True
68,"Kombo Aquara in Blau",1,46759,46760,46761,0,0,0,0,True
69,"",0,0,0,0,0,0,0,0,False
70,"",0,0,0,0,0,0,0,0,False
