key,0,1,2,3,4,5,6,7
#,Name,Description,Icon,Action,Pet,MasterOrder,DisableOrder,
offset,0,4,8,12,14,15,15,15
Int32,String,String,Int32,UInt16,UInt8,PackedBool0,PackedBool1,PackedBool2
0,"","",405,0,0,False,True,False
1,"Lauf","Du schickst dein Familiar weg.",530,0,0,False,True,False
2,"Bei Fuß","Du befiehlst deinem Familiar, dir zu folgen.",529,0,0,False,True,False
3,"Dorthin","Du befiehlst deinem Familiar, an einen bestimmten Ort zu gehen.",527,0,0,False,True,False
4,"Bleib","Du befiehlst deinem Familiar, hier zu warten.",528,0,0,False,True,False
5,"Schütz","Du lässt dein Familiar angreifen, sobald du selbst einen Angriff startest oder angegriffen wirst.",531,0,0,False,True,False
6,"Aus","Du befiehlst deinem Familiar, nicht anzugreifen, bis du das Zeichen dazu gibst.",532,0,0,False,True,False
7,"Fass","Du lässt dein Familiar angreifen.",786,0,0,True,False,False
8,"Gib Acht","Du lässt dein Familiar angreifen, aber bei einigen Kommandos wartet es noch auf dein Zeichen.",786,0,0,True,False,False
9,"Böe","Führt eine windbasierte magische Attacke aus.<hex:02100103>Attacke-Wert: 90",786,637,1,True,False,False
10,"Rückstoß","Schleudert den Gegner mit einer windbasierten magischen Attacke um 15y zurück.<hex:02100103>Attacke-Wert: 80<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,638,1,True,False,False
11,"Fallböe","Führt eine windbasierte magische Attacke auf das Ziel und die Gegner in seiner Nähe aus.<hex:02100103>Attacke-Wert: 80<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,639,1,True,False,False
12,"Glanzsmaragd","Erhöht den erlittenen Magieschaden des Ziels um 10<hex:021D0103>%.<hex:02100103>Dauer: 15 Sekunden<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,640,1,True,False,False
13,"Ausstemmen","Führt eine erdbasierte magische Attacke auf das Ziel aus.<hex:02100103>Attacke-Wert: 70<hex:02100103>Zusatzeffekt: Erhöhte Feindseligkeit",786,633,2,True,False,False
14,"Glanztopas","Führt eine erdbasierte magische Attacke auf alle umstehenden Gegner aus.<hex:02100103>Attacke-Wert: 60<hex:02100103>Zusatzeffekt: Erhöhte Feindseligkeit<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,634,2,True,False,False
15,"Einrollen","Vermindert den Schaden, den das Familiar erleidet, um 20 %.<hex:02100103>Wirkungsdauer: 20 Sekunden<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,635,2,True,False,False
16,"Ansturm","Führt eine erdbasierte magische Attacke aus.<hex:02100103>Attacke-Wert: 60<hex:02100103>Zusatzeffekt: <hex:024804F201FA03><hex:024904F201FB03>Betäubung<hex:0249020103><hex:0248020103><hex:02100103>Wirkungsdauer: 2 Sekunden<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,636,2,True,False,False
17,"Windklinge","Führt eine windbasierte magische Attacke aus.<hex:02100103>Attacke-Wert: 110",786,792,5,True,False,False
18,"Schockwelle","Schleudert das Ziel mit einer windbasierten magischen Attacke um 15y zurück.<hex:02100103>Attacke-Wert: 90<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,793,5,True,False,False
19,"Lufthieb","Führt eine windbasierte magische Attacke auf das Ziel und die Gegner in seiner Nähe aus.<hex:02100103>Attacke-Wert: 90<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,794,5,True,False,False
20,"Infektion","Erhöht den vom Ziel erlittenen Magieschaden um 10<hex:021D0103>%.<hex:02100103>Dauer: 15 Sekunden<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,795,5,True,False,False
21,"Windschlag","Führt eine windbasierte magische Attacke auf das Ziel und die Gegner in seiner Nähe aus.<hex:02100103>Attacke-Wert: 250<hex:02100103>Wird ausgeführt, wenn du <hex:024804F201F603><hex:024904F201F703>Entflammung<hex:0249020103><hex:0248020103> einsetzt.",786,796,5,True,False,False
22,"Steinsprenger","Führt eine erdbasierte magische Attacke aus.<hex:02100103>Attacke-Wert: 85<hex:02100103>Zusatzeffekt: Erhöhte Feindseligkeit",786,787,4,True,False,False
23,"Bergsprenger","Führt eine erdbasierte magische Attacke auf alle umstehenden Gegner aus.<hex:02100103>Attacke-Wert: 70<hex:02100103>Zusatzeffekt: Erhöhte Feindseligkeit<hex:02100103>Bei der Haltung <hex:024804F201FA03><hex:024904F201FB03>Gib Acht<hex:0249020103><hex:0248020103> wird dieses Kommando nur auf ausdrücklichen Befehl ausgeführt.",786,788,4,True,False,False
