key,0,1,2,3,4,5,6,7,8,9,10
#,StampIcon,,Category,SortKey,UnlockType,UnlockCriteria,Festival,,,,Name
offset,8,12,16,24,26,4,20,27,27,27,0
Int32,Int32,Int32,Int32,UInt16,UInt8,UInt32,Int32,PackedBool0,PackedBool1,PackedBool2,String
0,0,0,0,0,10,0,0,False,False,False,"Nicht festgelegt"
1,120021,2,10,200,10,0,0,False,False,False,"Spielinhalt beginnt"
2,120022,2,10,201,10,0,0,False,False,False,"Spielinhalt beendet"
3,0,0,0,0,0,0,0,False,False,False,""
4,120024,2,10,203,10,0,0,False,False,False,"Spielinhalt neu gestartet"
5,120001,2,11,100,10,0,0,False,False,False,"Auftrag angenommen"
6,120002,2,11,101,10,0,0,False,False,False,"Auftrag abgeschlossen"
7,120081,2,12,303,10,0,0,False,False,False,"FATE-Bereich"
8,120082,2,12,304,10,0,0,False,False,False,"FATE erfolgreich"
9,0,0,0,0,0,0,0,False,False,False,""
10,120111,2,5,10,10,0,0,False,False,False,"Er<hex:02160103>fah<hex:02160103>rungs<hex:02160103>stufe gestiegen"
11,121561,2,13,400,10,0,0,False,False,False,"GATE-Teilnahme"
12,121562,2,13,401,10,0,0,False,False,False,"GATE erfolgreich"
13,0,0,0,0,0,0,0,False,False,False,""
14,121551,2,13,403,10,0,0,False,False,False,"Chocobo-Rennen: Start!"
15,121552,2,13,404,10,0,0,False,False,False,"Chocobo-Rennen: Ziel!"
16,121553,2,13,405,10,0,0,False,False,False,"Chocobo-Rennen: Spitzenreiter-Rallye bestanden!"
17,121501,2,13,406,10,0,0,False,False,False,"Bomberball: Treffer!"
18,121502,2,13,407,10,0,0,False,False,False,"Bomberball: Verfehlt"
19,121511,2,13,408,10,0,0,False,False,False,"Minispiel: Atomisierend!!!"
20,121512,2,13,409,10,0,0,False,False,False,"Minispiel: Zerschmetternd!"
21,121513,2,13,410,10,0,0,False,False,False,"Minispiel: Passabel"
22,0,0,0,0,0,0,0,False,False,False,""
23,120114,2,5,23,10,0,0,False,False,False,"Leichter Trupp"
24,120115,2,5,24,10,0,0,False,False,False,"Voller Trupp"
25,120119,2,5,11,10,0,0,False,False,False,"Stufe gesunken"
26,230651,2,16,2,10,0,0,True,False,False,"FINAL FANTASY XIV Online (weiß)"
27,230652,2,16,1,10,0,0,True,False,False,"FINAL FANTASY XIV Online (schwarz)"
28,0,0,0,0,0,0,0,False,False,False,""
29,230715,1,6,15,1,70495,0,True,False,False,"Flagge von Alexandria"
30,230111,1,4,1,10,0,0,True,False,False,"Triple Triad: ★"
31,230112,1,4,2,10,0,0,True,False,False,"Triple Triad: ★★"
32,230113,1,4,3,10,0,0,True,False,False,"Triple Triad: ★★★"
33,230114,1,4,4,10,0,0,True,False,False,"Triple Triad: ★★★★"
34,230115,1,4,5,10,0,0,True,False,False,"Triple Triad: ★★★★★"
35,230120,1,4,12,10,0,0,True,False,False,"Triple Triad: 1"
36,230121,1,4,13,10,0,0,True,False,False,"Triple Triad: 2"
37,230122,1,4,14,10,0,0,True,False,False,"Triple Triad: 3"
38,230123,1,4,15,10,0,0,True,False,False,"Triple Triad: 4"
39,230124,1,4,16,10,0,0,True,False,False,"Triple Triad: 5"
40,230125,1,4,17,10,0,0,True,False,False,"Triple Triad: 6"
41,230126,1,4,18,10,0,0,True,False,False,"Triple Triad: 7"
42,230127,1,4,19,10,0,0,True,False,False,"Triple Triad: 8"
43,230128,1,4,20,10,0,0,True,False,False,"Triple Triad: 9"
44,230129,1,4,21,10,0,0,True,False,False,"Triple Triad: A"
45,230119,1,4,11,10,0,0,True,False,False,"Triple Triad: 0"
46,230711,1,6,11,10,0,0,True,False,False,"Flagge von Sharlayan"
47,230713,1,6,12,10,0,0,True,False,False,"Flagge von Radz-at-Han"
48,230712,1,6,13,10,0,0,True,False,False,"Flagge von Garlemald"
49,230714,1,6,14,10,0,0,True,False,False,"Flagge von Tuliyollal"
50,230701,1,6,2,10,0,0,True,False,False,"Flagge von Gridania"
51,230702,1,6,1,10,0,0,True,False,False,"Flagge von Limsa Lominsa"
52,230703,1,6,3,10,0,0,True,False,False,"Flagge von Ul'dah"
53,230704,1,6,4,10,0,0,True,False,False,"Flagge von Ishgard"
54,230705,1,6,5,10,0,0,True,False,False,"Flagge von Ala Mhigo"
55,230706,1,6,6,10,0,0,True,False,False,"Flagge von Kugane"
56,230707,1,6,7,10,0,0,True,False,False,"Flagge von Doma"
57,230708,1,6,8,10,0,0,True,False,False,"Flagge von Crystarium"
58,230709,1,6,9,10,0,0,True,False,False,"Flagge von Eulmore"
59,230710,1,6,10,10,0,0,True,False,False,"Flagge von Bozja"
60,230626,1,3,1,10,0,0,True,True,True,"Neutrale Miene"
61,230627,1,3,2,10,0,0,True,True,True,"Lächelnd"
62,230628,1,3,3,10,0,0,True,True,True,"Grinsend"
63,230629,1,3,4,10,0,0,True,True,True,"Zwinkernd"
64,0,0,0,0,0,0,0,False,False,False,""
65,230631,1,3,5,10,0,0,True,True,True,"Zuversichtlich"
66,230632,1,3,6,10,0,0,True,True,True,"Siegessicher"
67,230633,1,3,7,10,0,0,True,True,True,"Augen zu"
