key,0
#,Description
offset,0
Int32,String
0,""
1,""
2,""
3,"Du erhöhst die eigene Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit.<hex:02100103>Dauer im Kampf: 10 Sekunden<hex:02100103>Dauer außerhalb des Kampfes: 20 Sekunden<hex:02100103>Zusatzeffekt: Nach Ablauf der Effektdauer erhältst du den Status <hex:024804F201FA03><hex:024904F201FB03>Dauerlauf<hex:0249020103><hex:0248020103>.<hex:02100103>Effekt von <hex:024804F201FA03><hex:024904F201FB03>Dauerlauf<hex:0249020103><hex:0248020103>: Erhöht die eigene Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit.<hex:02100103>Wirkt nicht im Kampf.<hex:02100103>Effekt endet bei erneuter Ausführung.<hex:02100103>※ Kann nicht in PvP-Kämpfen eingesetzt werden."
4,""
5,""
6,"Du kehrst zu deinem zuvor festgelegten Heimatpunkt zurück."
7,""
8,"Du führst eine Fernkampfattacke aus.<hex:02100103>Die Re<hex:02160103>ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zeit variiert je nach Verzögerungswert deiner angelegten Hauptwaffe."
9,"Du führst eine physische Attacke aus.<hex:02100103>Attacke-Wert: <hex:02083FE4E94514FF22><hex:02081EE0E9495FF0DCFF16><hex:020812E4E94514FF0B><hex:020807E0E94955C99703><hex:9703><hex:03><hex:FF16><hex:020812E4E94514FF0B><hex:020807E0E94955C99703><hex:9703><hex:03>"
10,"Du verringerst erlittenen Schaden um 10 %.<hex:02100103>Dauer: 20 Sekunden"
11,"Du führst eine physische Attacke aus.<hex:02100103>Attacke-Wert: 100<hex:02100103>Zusatzeffekt: Erhöhte Feindseligkeit<hex:02100103>Kombo-Bedingung: <hex:024804F201F603><hex:024904F201F703>Vortexschnitt<hex:0249020103><hex:0248020103><hex:02100103>Attacke-Wert: 210"
12,"Du regenerierst um 20 % mehr LP durch Heilmagie.<hex:02100103>Dauer: 20 Sekunden"
