key,0
#,Description
offset,0
Int32,String
0,""
1,"Die Konstitution wird um 8 erhöht."
2,"Die Konstitution wird um 16 erhöht."
3,"Die Konstitution wird um 24 erhöht."
4,"Die Konstitution wird um 8 erhöht."
5,"Die Konstitution wird um 16 erhöht."
6,"Die Konstitution wird um 24 erhöht."
7,"Die Stärke wird um 8 erhöht."
8,"Die Stärke wird um 16 erhöht."
9,"Die Stärke wird um 24 erhöht."
10,"Ermöglicht die Stapelung von zwei <hex:024804F201FA03><hex:024904F201FB03>Geölter Blitz<hex:0249020103><hex:0248020103>."
11,"Ermöglicht die Stapelung von drei <hex:024804F201FA03><hex:024904F201FB03>Geölter Blitz<hex:0249020103><hex:0248020103>."
12,"Die Stärke wird um 8 erhöht."
13,"Die Stärke wird um 16 erhöht."
14,"Die Stärke wird um 24 erhöht."
15,"Das Geschick wird um 8 erhöht."
16,"Das Geschick wird um 16 erhöht."
17,"Fügt <hex:024804F201F603><hex:024904F201F703>Gewaltiger Schuss<hex:0249020103><hex:0248020103> eine Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 20<hex:021D0103>% hinzu, dass du den Status <hex:024804F201FA03><hex:024904F201FB03>Falkenauge<hex:0249020103><hex:0248020103> erhältst.<hex:02100103>Dauer: 30 Sekunden"
18,"Erhöht den Basisschaden von Kommandos außer Auto-Attacke um 10 %."
19,"Das Geschick wird um 24 erhöht."
20,"Erhöht den Basisschaden von Kommandos außer Auto-Attacke um 20 %."
21,"Die Willenskraft wird um 8 erhöht."
22,"Die Willenskraft wird um 16 erhöht."
23,"Erhöht den Basisschaden und das Regenerationspotenzial von Kommandos außer Auto-Attacke um 10 %."
24,"Die Willenskraft wird um 24 erhöht."
25,"Mit 15 % Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit verbraucht ein nach <hex:024804F201F603><hex:024904F201F703>Vita<hex:0249020103><hex:0248020103> ausgeführtes <hex:024804F201F603><hex:024904F201F703>Vitra<hex:0249020103><hex:0248020103> keine MP.<hex:02100103>Dauer: 15 Sekunden."
