key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Name,Material[0],Quantity[0],Material[1],Quantity[1],Material[2],Quantity[2],Material[3],Quantity[3],Material[4],Quantity[4],Material[5],Quantity[5],Material[6],Quantity[6],Material[7],Quantity[7]
offset,0,4,12,5,13,6,14,7,15,8,16,9,17,10,18,11,19
Int32,String,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8,UInt8
0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Beerencreme-Herztorte",4,4,10,4,16,4,22,4,0,0,0,0,0,0,0,0
2,"Beerencreme-Herztorte",4,4,7,2,8,2,13,2,14,2,22,4,0,0,0,0
3,"Beerencreme-Mogrytorte",4,4,8,2,11,2,14,2,15,2,19,4,0,0,0,0
4,"Beerencreme-Mogrytorte",4,4,11,2,10,2,17,2,16,2,19,4,0,0,0,0
5,"Beerencreme-Eierschokotorte",4,4,9,2,7,2,15,2,17,2,20,4,0,0,0,0
6,"Beerencreme-Eierschokotorte",4,4,10,2,11,2,16,2,13,2,20,4,0,0,0,0
7,"Beerencreme-Chocobotorte",4,4,7,2,11,2,13,2,15,2,23,4,0,0,0,0
8,"Beerencreme-Chocobotorte",4,4,8,2,9,2,14,2,16,2,23,4,0,0,0,0
9,"Beerencreme-Kaktortorte",4,4,11,2,9,2,17,2,14,2,21,4,0,0,0,0
10,"Beerencreme-Kaktortorte",4,4,9,2,10,2,15,2,16,2,21,4,0,0,0,0
11,"Schlagsahne-Herztorte",1,4,7,2,8,2,16,2,14,2,22,4,0,0,0,0
12,"Schlagsahne-Herztorte",1,4,8,2,11,2,13,2,14,2,22,4,0,0,0,0
13,"Schlagsahne-Mogrytorte",1,4,7,4,13,4,19,4,0,0,0,0,0,0,0,0
14,"Schlagsahne-Mogrytorte",1,4,11,2,10,2,14,2,17,2,19,4,0,0,0,0
15,"Schlagsahne-Eierschokotorte",1,4,9,2,7,2,17,2,13,2,20,4,0,0,0,0
16,"Schlagsahne-Eierschokotorte",1,4,10,2,11,2,15,2,16,2,20,4,0,0,0,0
17,"Schlagsahne-Chocobotorte",1,4,7,2,11,2,13,2,16,2,23,4,0,0,0,0
18,"Schlagsahne-Chocobotorte",1,4,8,2,9,2,14,2,17,2,23,4,0,0,0,0
19,"Schlagsahne-Kaktortorte",1,4,11,2,9,2,17,2,15,2,21,4,0,0,0,0
20,"Schlagsahne-Kaktortorte",1,4,9,2,10,2,15,2,13,2,21,4,0,0,0,0
21,"Schokoladencreme-Herztorte",2,4,9,2,10,2,13,2,17,2,22,4,0,0,0,0
22,"Schokoladencreme-Herztorte",2,4,11,2,9,2,14,2,15,2,22,4,0,0,0,0
23,"Schokoladencreme-Mogrytorte",2,4,8,2,9,2,17,2,16,2,19,4,0,0,0,0
24,"Schokoladencreme-Mogrytorte",2,4,7,2,11,2,15,2,17,2,19,4,0,0,0,0
25,"Schokoladencreme-Eierschokotorte",2,4,8,4,14,4,20,4,0,0,0,0,0,0,0,0
26,"Schokoladencreme-Eierschokotorte",2,4,10,2,11,2,13,2,15,2,20,4,0,0,0,0
27,"Schokoladencreme-Chocobotorte",2,4,9,2,7,2,14,2,17,2,23,4,0,0,0,0
28,"Schokoladencreme-Chocobotorte",2,4,11,2,10,2,17,2,15,2,23,4,0,0,0,0
29,"Schokoladencreme-Kaktortorte",2,4,8,2,11,2,15,2,17,2,21,4,0,0,0,0
30,"Schokoladencreme-Kaktortorte",2,4,7,2,8,2,16,2,13,2,21,4,0,0,0,0
31,"Zitronencreme-Herztorte",5,4,11,2,10,2,13,2,17,2,22,4,0,0,0,0
32,"Zitronencreme-Herztorte",5,4,8,2,11,2,14,2,17,2,22,4,0,0,0,0
33,"Zitronencreme-Mogrytorte",5,4,7,2,8,2,15,2,13,2,19,4,0,0,0,0
34,"Zitronencreme-Mogrytorte",5,4,8,2,11,2,14,2,17,2,19,4,0,0,0,0
35,"Zitronencreme-Eierschokotorte",5,4,10,2,11,2,15,2,17,2,20,4,0,0,0,0
36,"Zitronencreme-Eierschokotorte",5,4,9,2,7,2,13,2,14,2,20,4,0,0,0,0
37,"Zitronencreme-Chocobotorte",5,4,11,4,17,4,23,4,0,0,0,0,0,0,0,0
38,"Zitronencreme-Chocobotorte",5,4,11,2,9,2,14,2,15,2,23,4,0,0,0,0
39,"Zitronencreme-Kaktortorte",5,4,8,2,9,2,17,2,13,2,21,4,0,0,0,0
40,"Zitronencreme-Kaktortorte",5,4,7,2,11,2,15,2,13,2,21,4,0,0,0,0
41,"Pistaziencreme-Herztorte",3,4,7,2,8,2,16,2,15,2,22,4,0,0,0,0
42,"Pistaziencreme-Herztorte",3,4,8,2,10,2,14,2,13,2,22,4,0,0,0,0
43,"Pistaziencreme-Mogrytorte",3,4,10,2,11,2,15,2,13,2,19,4,0,0,0,0
44,"Pistaziencreme-Mogrytorte",3,4,9,2,7,2,17,2,16,2,19,4,0,0,0,0
45,"Pistaziencreme-Eierschokotorte",3,4,11,2,9,2,15,2,14,2,20,4,0,0,0,0
46,"Pistaziencreme-Eierschokotorte",3,4,8,2,9,2,13,2,16,2,20,4,0,0,0,0
47,"Pistaziencreme-Chocobotorte",3,4,7,2,11,2,16,2,15,2,23,4,0,0,0,0
