key,0,1,2,3,4,5,6,7,8,9,10,11,12
#,Destination,Location,X,Y,Z,Map,StartingPoint,Stars,RankReq,CeruleumTankReq,SurveyDurationmin,SurveyDistance,ExpReward
offset,0,4,14,16,18,20,25,21,22,23,12,24,8
Int32,String,String,Int16,Int16,Int16,UInt8,PackedBool0,UInt8,UInt8,UInt8,UInt16,UInt8,UInt32
0,"","",483,927,0,1,True,0,0,0,0,0,0
1,"Elfenbein-Syrte (A)","A",640,880,100,1,False,1,1,1,180,10,10610
2,"Tiefsee 1 (B)","B",570,750,300,1,False,1,1,1,180,10,10610
3,"Tiefsee 2 (C)","C",740,700,300,1,False,1,4,1,240,10,27840
4,"Lichtloses Becken (D)","D",400,850,500,1,False,1,4,2,240,10,27840
5,"Tiefsee 3 (E)","E",650,610,200,1,False,1,7,2,300,11,46660
6,"Südlicher Rimilala-Graben (F)","F",850,850,600,1,False,1,7,3,300,11,46660
7,"Schirmenge (G)","G",260,760,100,1,False,1,10,1,360,11,75920
8,"Banditenatoll (H)","H",120,840,100,1,False,2,14,1,420,12,102600
9,"Neolitheninsel (I)","I",380,660,100,1,False,2,17,1,420,12,118350
10,"Unidentifiziertes Wrack (J)","J",900,600,600,1,False,2,20,3,480,12,146210
11,"Indigo-Untiefen (K)","K",520,550,300,1,False,2,20,6,480,12,146210
12,"Lagune der Legenden (L)","L",260,570,600,1,False,3,24,6,540,13,174980
13,"Tiefsee 4 (M)","M",90,630,100,1,False,3,27,6,600,13,200430
14,"Zentraler Rimilala-Graben (N)","N",800,550,400,1,False,3,27,6,600,13,200430
15,"Wrack der <hex:021A020203>Discovery<hex:021A020103> (O)","O",630,490,500,1,False,3,30,6,660,14,231750
16,"Komura (P)","P",290,365,100,1,False,3,30,6,660,14,231750
17,"Kanayama (Q)","Q",115,350,0,1,False,4,34,6,720,14,263530
18,"Versteckte Bucht (R)","R",150,540,600,1,False,4,37,6,780,15,292170
19,"Tiefsee 5 (S)","S",320,230,200,1,False,4,37,6,780,15,292170
20,"Vorhölle (T)","T",130,180,100,1,False,4,40,6,840,15,338330
21,"Tiefsee 6 (U)","U",465,330,100,1,False,4,40,6,840,15,338330
22,"Rimilala-Riff (V)","V",555,225,600,1,False,5,44,6,900,16,374020
23,"Tiefsee 7 (W)","W",710,370,300,1,False,5,44,6,900,16,374020
24,"Glitzersand-Becken (X)","X",900,355,800,1,False,5,47,6,960,16,406590
25,"Flicker-Senke (Y)","Y",210,90,100,1,False,5,47,6,960,16,406590
26,"Wrack der <hex:021A020203>Headway<hex:021A020103> (Z)","Z",430,100,1000,1,False,5,50,6,1020,17,440990
27,"Sondersee (AA)","AA",830,210,800,1,False,5,50,6,1020,17,440990
28,"Rimilala-Tiefe (AB)","AB",750,90,1000,1,False,5,50,6,1020,17,440990
29,"Steintempel (AC)","AC",895,100,1000,1,False,5,50,6,1020,17,440990
30,"Versunkene Schatzkammer (AD)","AD",595,100,800,1,False,5,50,6,1020,17,440990
31,"","",483,927,0,2,True,0,0,0,0,0,0
32,"Zozonan-Südriff (A)","A",290,750,100,2,False,1,50,6,480,12,440990
33,"Windschreiterschädel (B)","B",150,840,100,2,False,1,50,6,480,12,440990
34,"Zozonan-Nordriff (C)","C",280,570,100,2,False,2,54,6,540,13,480270
35,"Verbranntes Meer 1 (D)","D",430,660,300,2,False,2,54,6,540,13,480270
36,"Leichenfeuergraben Süd (E)","E",590,750,600,2,False,2,57,6,600,14,522300
37,"Verbranntes Meer 2 (F)","F",180,440,300,2,False,2,57,6,600,14,522300
38,"Verbranntes Meer 3 (G)","G",350,480,300,2,False,3,60,6,660,15,548410
39,"Grabmal des Asketen (H)","H",340,330,600,2,False,3,60,6,660,15,548410
40,"Leichenfeuergraben Mitte (I)","I",500,580,600,2,False,3,60,6,660,15,548410
41,"Des Priesters Felsgrotte (J)","J",460,420,600,2,False,3,60,6,660,15,548410
42,"Verbranntes Meer 4 (K)","K",140,310,300,2,False,3,60,6,660,15,548410
43,"Das Schotterbecken (L)","L",440,200,600,2,False,4,63,6,720,16,595020
44,"Insel der einsamen Hand (M)","M",820,550,100,2,False,4,63,6,720,16,595020
45,"Insel der nassen Socken (N)","N",870,400,100,2,False,4,65,6,780,17,645590
46,"Schmugglerbasar (O)","O",760,660,300,2,False,4,65,6,780,17,645590
47,"Lumpenkleidinsel (P)","P",584,195,100,2,False,4,65,6,780,20,645590
48,"Nald'thals Schlot (Q)","Q",761,885,600,2,False,4,66,6,800,20,661730
49,"Schliergrund (R)","R",818,145,400,2,False,5,67,6,820,21,678274
50,"Hungriger Magen (S)","S",680,285,300,2,False,5,69,6,860,21,712612
51,"Das Blaue Loch (T)","T",168,140,600,2,False,5,70,6,880,22,730428
52,"","",64,591,0,3,True,0,0,0,0,0,0
53,"Insel des Sakraments (A)","A",199,455,100,3,False,1,70,6,880,22,730428
54,"Grab des Kraken (B)","B",246,703,1000,3,False,1,70,6,880,22,730428
55,"Jademeer 1 (C)","C",261,289,400,3,False,1,70,6,880,22,730428
56,"Revier des Rogo-Tumu-Here (D)","D",101,203,1000,3,False,1,72,6,900,23,767407
57,"Steinerne Dornen (E)","E",474,89,700,3,False,1,72,6,900,23,767407
58,"Schlafplatz des Rogo-Tumu-Here (F)","F",214,98,1000,3,False,1,73,6,920,24,786593
59,"Tangaroas Angelhaken (G)","G",689,253,500,3,False,1,74,6,930,24,806258
60,"Jademeer 2 (H)","H",676,76,400,3,False,2,75,6,940,25,826415
61,"Blinder Meeresarm (I)","I",842,186,200,3,False,2,75,6,940,25,826415
62,"Jademeer 3 (J)","J",723,387,300,3,False,2,75,6,940,25,826415
63,"Moergynns Schmiede (K)","K",855,96,500,3,False,2,76,6,950,26,847076
64,"Tangaroas Boje (L)","L",889,305,100,3,False,3,78,6,960,28,889960
65,"Jademeer 4 (M)","M",659,637,300,3,False,3,80,6,980,30,935015
66,"Seegrashain (N)","N",626,805,500,3,False,3,81,6,1000,31,958391
67,"Jademeer 5 (O)","O",938,188,600,3,False,4,83,6,1040,32,1006910
68,"Schwertklippe (P)","P",481,918,100,3,False,4,85,6,1080,33,1057886
69,"Sturmruh (Q)","Q",889,445,500,3,False,5,87,6,1120,34,1111443
70,"Drachengebeinsanger (R)","R",736,764,600,3,False,5,88,6,1140,35,1139230
71,"Jademeer 6 (S)","S",852,617,1000,3,False,5,89,6,1160,36,1167711
72,"Gruft des Seeungeheuers (T)","T",832,888,1000,3,False,5,90,6,1180,37,1751567
73,"","",177,927,0,4,True,0,0,0,0,0,0
74,"Ohrenschmalzbecken (A)","A",201,748,200,4,False,1,90,6,1180,37,1751567
