key,0
#,Objective
offset,0
Int32,String
0,""
1,"Besiege die Gegner"
2,"Besorge die Gegenstände"
3,"Vernichte alle Gegner"
4,"Verfolge und vernichte alle Gegner"
5,"Schwäche den Gegner und besänftige ihn <hex:02083FE4E80201FF1E>mit dem Emote „Beruhigen“<hex:FF1A>mit <hex:023212FF0A>EventItem<hex:06E80203040203><hex:03>"
6,"<hex:02082EE4E80201FF09>Greif an<hex:FF1E>Benutze <hex:023212FF0A>EventItem<hex:06E80203050203><hex:03>, um die Gegner zu enttarnen, und besiege sie"
7,"Beseitige die Gegner im Zielgebiet"
8,"Sammle die Seiten des „Nekrologs“ und besiege das daraus erscheinende Monster"
9,"Geleite <hex:023211FF09>BNpcName<hex:03E80202050203> zum Ziel"
10,"Sammle die Gegenstände in allen Zielgebieten<hex:02100103>Bonus für Bewertung von<hex:02100103>min. 320: +25 %<hex:02100103>min. 303: +10 %<hex:02100103>min. 286: +5 %"
11,"Besorge die Gegenstände"
12,"Gehe in alle Zielgebiete und besorge die Gegenstände"
13,"Vermerke die Sammelarbeiten<hex:02100103>Bonus für Bewertung von<hex:02100103>min. 160: +25 %<hex:02100103>min. 152: +10 %<hex:02100103>min. 143: +5 %"
14,"Bring das Geforderte am Zielobjekt an"
15,"Bei zu wenigen Gegenständen scheitert die Mission"
16,"Such am Zielort"
17,"Lock das Ziel hervor und vernichte es."
18,"Sammle die Gegenstände in allen Zielgebieten<hex:02100103>Bonus für Bewertung von<hex:02100103>min. 479: +25 %<hex:02100103>min. 454: +10 %<hex:02100103>min. 429: +5 %"
19,"Untersuche alle Zielgebiete<hex:02100103>Bonus für Bewertung von<hex:02100103>min. 240: +25 %<hex:02100103>min. 227: +10 %<hex:02100103>min. 215: +5 %"
20,"Sammle die Seiten des „Nekrologs“ und besiege das daraus erscheinende Monster"
21,"Fortschritt"
22,"Abgesuchte Gebiete"
23,"Schwäche das Ziel vorm Besänftigen, aber schlag es nicht k. o. "
24,"Ringe <hex:023211FF09>BNpcName<hex:03E80203040203> <hex:023212FF0A>EventItem<hex:06E80303050203> ab, um Monster zu enttarnen"
25,"Wenn <hex:023211FF09>BNpcName<hex:03E80202020203> k. o. geht, scheitert die Mission"
26,"Beschütze das Missionsobjekt und besiege die Gegner"
27,"Besiege so viele Gegner wie möglich"
28,"Finde den Gegner mit <hex:023212FF0A>EventItem<hex:06E80203040203> und besiege ihn"
29,""
30,"Besiege die Gegner, die Verstärkung rufen"
31,"Bei zu wenig besiegten Gegnern scheitert die Mission"
32,"Besiege Gegner, die auf das <hex:020816E4E80202FF07>/stups<hex:FF08>/schuld<hex:03> Emote reagieren und sammle <hex:023212FF0A>EventItem<hex:03E80303050203> auf."
33,"Mission misslingt, wenn alle <hex:023211FF09>BNpcName<hex:06E80203020203> verloren gehen"
34,"Benutze <hex:023212FF0A>EventItem<hex:03E80303050203> von <hex:023211FF09>BNpcName<hex:03E80203040203> an <hex:02320DFF05>EObj<hex:03E80403040203>, um <hex:023211FF09>BNpcName<hex:06E80503050203> anzulocken"
35,"Schwäche das Ziel vor dem Besänftigen, sonst rastet es aus"
