key,0,1,2,3,4,5,6,7,8,9,10,11
#,,Name,Color,,TextString,,,,,,,
offset,14,0,15,20,4,8,18,16,10,19,17,12
Int32,UInt8,String,UInt8,PackedBool0,String,Int16,Int8,UInt8,Int16,Int8,UInt8,Int16
0,0,"",0,True,"",-1,1,0,-1,1,0,0
1,0,"",0,False,"",0,0,0,0,0,0,0
2,0,"",0,False,"",0,0,0,0,0,0,0
3,0,"Denaturierter Äther",4,True,"ContentGaugeMax_negative",80,1,2,-1,1,0,0
4,0,"Gesammelter Äther",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
5,0,"Pakt mit der Erde",3,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
6,0,"Gold",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
7,0,"Lockende Umarmung",4,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
8,0,"Hashmallims Mana",3,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
9,0,"Bahamut-Äther",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
10,0,"Leere",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
11,0,"Fordolas Barriere",1,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
12,0,"Mateus' Äther",1,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
13,0,"Ätherbeschleunigung",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
14,0,"Genbus Geist",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
15,0,"Liebe",2,False,"",60,1,3,90,1,1,0
16,0,"Zu Boden gehen",3,False,"ContentGaugeMax_positive",30,-1,2,-1,1,0,0
17,0,"Hass",1,True,"ContentGaugeMax_negative",50,1,3,80,1,2,0
18,0,"Qitian Dashengs Zauberkraft",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
19,0,"Ultima-Äther",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
20,0,"Magie",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
21,0,"Magie",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
22,0,"Göttliche Kraft",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
