key,0,1
#,MenuOrder,Name
offset,4,0
Int32,UInt16,String
0,0,""
1,1002,"Paladin"
2,1016,"Mönch"
3,1004,"Krieger"
4,1010,"Dragoon"
5,1026,"Barde"
6,1021,"Ninja"
7,1042,"Weißmagier"
8,1033,"Schwarzmagier"
9,1036,"Beschwörer"
10,1043,"Gelehrter"
11,1099,"Handwerker/Sammler"
12,2001,"Prinzessinnenfest - 6. Ära des Lichts"
13,2002,"Prinzessinnenfest - 2015"
14,2003,"Prinzessinnenfest - 2016"
15,2004,"Prinzessinnenfest - 2017"
16,2005,"Prinzessinnenfest - 2019"
17,2006,"Prinzessinnenfest - 2020"
18,2007,"Prinzessinnenfest - 2022"
19,2101,"Wundereiersuche - 6. Ära des Lichts"
20,2102,"Wundereiersuche - 2015"
21,2103,"Wundereiersuche - 2019"
22,2104,"Wundereiersuche - 2020"
23,2105,"Wundereiersuche - 2021"
24,2106,"Wundereiersuche - 2023"
25,2201,"Gold Saucer-Festival - 2024"
26,3001,"Feuermond-Reigen - 6. Ära des Lichts"
27,3002,"Feuermond-Reigen - 2014"
28,3003,"Feuermond-Reigen - 2015"
29,3004,"Feuermond-Reigen - 2016"
30,3005,"Feuermond-Reigen - 2017"
31,3006,"Feuermond-Reigen - 2018"
32,3007,"Feuermond-Reigen - 2019"
33,3008,"Feuermond-Reigen - 2020"
34,3009,"Feuermond-Reigen - 2022"
35,3010,"Feuermond-Reigen - 2023"
36,4001,"Allerschutzheiligen - 6. Ära des Lichts"
37,4002,"Allerschutzheiligen - 2014"
38,4003,"Allerschutzheiligen - 2015"
39,4004,"Allerschutzheiligen - 2016"
40,4005,"Allerschutzheiligen - 2017"
41,4006,"Allerschutzheiligen - 2021"
42,4007,"Allerschutzheiligen - 2022"
43,4008,"Allerschutzheiligen - 2024"
44,5101,"Himmelswende - 6. Ära des Lichts"
45,5102,"Himmelswende - 2014"
46,5103,"Himmelswende - 2015"
47,5104,"Himmelswende - 2016"
48,5105,"Himmelswende - 2017"
49,5106,"Himmelswende - 2018"
50,5107,"Himmelswende - 2019"
51,5108,"Himmelswende - 2020"
52,5109,"Himmelswende - 2021"
53,5110,"Himmelswende - 2022"
54,5111,"Himmelswende - 2023"
55,5201,"Valentiontag - 6. Ära des Lichts"
56,5202,"Valentiontag - 2014"
57,5203,"Valentiontag - 2016"
58,5204,"Valentiontag - 2019"
59,5205,"Valentiontag - 2020"
60,5206,"Valentiontag - 2021"
61,5207,"Valentiontag - 2023"
62,5001,"Sternenlichtfest - 6. Ära des Lichts"
63,5002,"Sternenlichtfest - 2014"
64,5003,"Sternenlichtfest - 2015"
65,5004,"Sternenlichtfest - 2016"
66,5005,"Sternenlichtfest - 2018"
67,5006,"Sternenlichtfest - 2023"
68,6002,"FINAL FANTASY XI ONLINE - Rhapsodie Vana'diel"
69,6003,"FINAL FANTASY XIII - Die Kriegerin aus der Anderswelt"
70,6004,"FINAL FANTASY XV - Nocturne an einen Helden"
71,6005,"FINAL FANTASY XVI - Der Pfad der Flammen"
72,6006,"DRAGON QUEST X"
73,6007,"Yo-kai Watch"
74,6008,"Fall Guys"
75,7001,"Errungenschaften - 6. Ära des Lichts"
76,7002,"Errungenschaften - Kampf"
77,7003,"Errungenschaften - PvP"
78,7004,"Errungenschaften - Charakter"
79,7005,"Errungenschaften - Gegenstände"
80,7006,"Errungenschaften - Synthese und Sammeln"
81,7007,"Errungenschaften - Aufträge"
82,7008,"Errungenschaften - Staatliche Gesellschaften"
83,8001,"Bonusgegenstände - 6. Ära des Lichts"
84,8002,"Bonusgegenstände - A Realm Reborn"
85,8003,"Bonusgegenstände - Heavensward"
86,8004,"Bonusgegenstände - Stormblood"
87,8005,"Bonusgegenstände - Shadowbringers"
88,8006,"Bonusgegenstände - Endwalker"
89,8007,"Bonusgegenstände - Dawntrail"
90,8008,"Bonusgegenstände - Anderes"
91,8009,"Veteranen-Belohnungen"
92,8010,"Veteranen-Belohnungen - Errungenschaftszertifikate"
93,8011,"Fan Festival-Gegenstände"
94,8012,"Kampagnen-Gegenstände"
95,9007,"Alphinaud und Alisaie"
96,9001,"Minfilia"
97,9002,"Thancred"
98,9003,"Y'shtola"
99,9004,"Urianger"
100,9005,"Papalymo"
101,9006,"Yda und Lyse"
102,9008,"Krile"
103,9103,"Hildibrand"
104,9104,"Edda"
105,9102,"Garlond-Metallwerke"
106,9101,"Cid"
107,9106,"Azurgarde"
108,9105,"Aymeric"
109,9107,"Ysayle"
110,9108,"Hien"
111,9109,"Gosetsu"
112,9110,"Alma"
113,9112,"Ryne"
114,9113,"Gaia"
115,9111,"Omega"
116,10001,"Legacy-Repliken"
117,2008,"Prinzessinnenfest - 2025"
118,10115,"Sportlich und leger"
119,10116,"Gürtelharnisch"
120,10117,"Alternativ"
121,9009,"G'raha Tia"
122,9114,"Zero"
123,10301,"WAR OF THE VISIONS FFBE"
124,3011,"Feuermond-Reigen - 2025"
125,9115,"Azeyma"
126,9116,"Galatea Magna"
127,10302,"FINAL FANTASY TACTICS"
128,10304,"FANTASIAN Neo Dimension"
129,10118,"Fernöstlich-Cyber"
130,10303,"FINAL FANTASY IX"
131,1101,"Zimmerer"
132,1102,"Grobschmied"
133,1103,"Plattner"
134,1104,"Goldschmied"
135,1105,"Gerber"
136,1106,"Weber"
137,1107,"Alchemist"
138,1108,"Gourmet"
139,1109,"Minenarbeiter"
140,1110,"Gärtner"
141,1111,"Fischer"
142,11001,"Mogry"
143,11002,"Karfunkel"
144,11003,"Fette Katze"
145,10101,"Fuga"
146,10102,"Engel & Dämon"
147,10103,"Fernöstlicher Kämpfer"
148,10104,"Nezha-Herr & Dame"
149,10105,"Butler & Hausmädchen"
150,10106,"Königshaus"
151,10107,"Fernöstliche Autorität & Salonlöwin"
152,10108,"Feuerpfau"
153,10109,"Märchen"
154,10110,"Weltlich"
155,10111,"Schuluniform"
156,10112,"Resshi"
157,10113,"Urban"
158,10114,"Magitek"
159,10201,"Fernöstliche Gewänder"
160,10202,"Fernöstlicher Adel"
161,10203,"Fernöstliche Garde & Hofdame"
162,10204,"Fernöstlicher Kavalier & Schönheit"
163,10205,"Fernöstlicher Krieger & Blickfang"
164,10206,"Fernöstlicher Offizier & Maid"
