key,0
#,
offset,0
Int32,String
0,""
1,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Vortexschnitt<hex:02100103>2. Schur<hex:02160103>ken<hex:02160103>schwert<hex:02100103>3. Halones Groll<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
2,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Vortexschnitt<hex:02100103>2. Donnerklinge<hex:02100103>3. Königsklinge<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne.<hex:02100103>Kommando ändert sich bei <hex:024804F201FA03><hex:024904F201FB03>Schwert-Eid<hex:0249020103><hex:0248020103> zu <hex:024804F201F603><hex:024904F201F703>Absolution<hex:0249020103><hex:0248020103>."
3,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Gewaltiger Hieb<hex:02100103>2. Schädelspalter<hex:02100103>3. Fleischerbeil<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
4,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Gewaltiger Hieb<hex:02100103>2. Verstümmelung<hex:02100103>3. Sturmkeil<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
5,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Harter Schlitzer<hex:02100103>2. Drehschlitzer<hex:02100103>3. Kraftschlitzer<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
6,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Harter Schlitzer<hex:02100103>2. Osmose<hex:02100103>3. Seelenfresser<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
7,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Schlag auf Schlag<hex:02100103>2. Wahrer Schlag<hex:02100103>3. Peitschenhieb<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
8,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Drachentritt<hex:02100103>2. Doppelviper<hex:02100103>3. Demolieren<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
9,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Überfallsstoß<hex:02100103>2. Ungebremster Stoß<hex:02100103>3. Fang und Klaue<hex:02100103>4. Fächerstoß<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
10,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Pfähler<hex:02100103>2. Drachengriff<hex:02100103>3. Chaotischer Tjost<hex:02100103>4. Fächerstoß<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne."
11,"Du führst folgende Abfolge von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten aus:<hex:02100103>1. Wirbelklinge<hex:02100103>2. Windschlitzer<hex:02100103>3. Äolusklinge<hex:02100103><hex:02100103>Wenn eine der Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten nicht bereit ist, beginnt die Kombo von vorne.<hex:02100103>Kommando ändert sich bei <hex:024804F201FA03><hex:024904F201FB03>Tri-Mudra<hex:0249020103><hex:0248020103> zu <hex:024804F201F603><hex:024904F201F703>Hyosho Ranryu<hex:0249020103><hex:0248020103>."
