key,0,1,2,3,4,5,6
#,,List,,Priority,Icon,TextIcon,Name
offset,13,13,13,12,4,8,0
Int32,PackedBool0,PackedBool1,PackedBool2,UInt8,UInt32,Int32,String
0,False,False,False,0,0,0,""
1,True,False,False,0,61532,0,"Game QA"
2,True,False,False,0,61524,0,"Game Master"
3,False,False,False,0,61532,0,"Game Master"
4,False,False,False,0,61533,3940,"Event-Charakter"
5,False,False,False,0,61503,3942,"Nicht verbunden"
6,False,True,False,1,61501,0,"Anfrage gesendet (Freundesliste)"
7,False,True,False,2,61501,0,"Anfrage gesendet (Kontaktkreis)"
8,False,True,False,3,61501,0,"Anfrage gesendet (Freie Ge<hex:02160103>sell<hex:02160103>schaft)"
9,False,True,False,4,61502,0,"Nicht gefunden"
10,False,True,False,5,61504,0,"Offline"
11,False,True,False,6,61542,3947,"Mentor (Krieger/Magier)"
12,False,True,False,7,61509,3943,"Beschäftigt"
13,False,True,False,8,61510,0,"PvP"
14,False,True,False,9,61539,0,"Spielt Triple Triad"
15,False,True,False,10,61508,3951,"Sieht Videosequenz"
16,False,True,False,12,61534,0,"Auf Linien-Chocobo"
17,False,True,False,13,61511,3952,"Abwesend"
18,False,True,False,14,61546,3953,"Kameramodus"
19,False,True,False,15,61512,0,"Sucht Reparateur"
20,False,True,False,16,61513,0,"Übernimmt Reparatur"
21,False,True,True,17,61514,0,"Setzt Materia ein"
22,False,True,False,18,61545,3941,"Im Rollenspiel"
23,False,True,False,19,61515,3954,"Sucht Gruppe"
24,False,True,False,20,61516,0,"Sucht Söldner"
25,False,True,False,21,61517,3950,"In Inhaltssuche"
26,False,True,False,22,61536,3955,"In Gruppen<hex:02160103>suche"
27,False,True,False,31,61540,3946,"Mentor"
28,False,True,False,32,61542,3947,"Mentor (Krieger/Magier)"
29,False,True,False,33,61543,3948,"Mentor (Handwerker/Sammler)"
30,False,True,False,34,61544,3949,"Mentor (PvP)"
31,False,True,False,35,61547,3945,"Rückkehrer"
32,False,True,False,36,61523,3944,"Neuling"
33,False,True,False,23,61518,0,"Allianzanführer"
34,False,True,False,24,61519,0,"Allianz-Gruppenanführer"
35,False,True,False,25,61520,0,"Allianz-Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glied"
36,False,True,False,26,61521,3956,"Gruppenanführer"
37,False,True,False,27,61522,3957,"In Gruppe"
38,False,True,True,28,61961,3958,"Gruppenanführer (weltenübergreifend)"
39,False,True,True,29,61962,3959,"In Gruppe (weltenübergreifend)"
40,False,True,False,30,61535,0,"In einem Inhalt (auf einer anderen Welt)"
41,False,False,False,0,61506,0,"Im selben Inhalt"
42,False,False,False,0,61507,0,"Im gleichen Inhalt (mit einer anderen Gruppe)"
43,False,True,False,11,61510,0,"In einem Inhalt"
44,False,True,False,38,61525,0,"Probezeit"
45,False,False,False,0,0,0,"Freie Ge<hex:02160103>sell<hex:02160103>schaft"
46,False,False,False,0,0,0,"Staatliche Ge<hex:02160103>sell<hex:02160103>schaft"
47,False,True,False,37,61505,0,"Online"
