key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,Model,AttachmentPoint,,,Action,Order,Icon,Transient,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
offset,16,26,27,28,18,24,20,22,0,8,4,9,10,11,12,13
Int32,UInt16,UInt8,UInt8,UInt8,UInt16,Int16,UInt16,UInt16,String,Int8,String,Int8,Int8,Int8,Int8,Int8
0,0,0,0,0,0,-1,0,0,"",0,"",0,0,1,0,0
1,2939,1,1,1,2,0,8001,1,"Sonnenschirm",4,"Sonnenschirme",2,0,1,0,0
2,2940,1,1,1,2,1,8002,2,"Himmlischer Sonnenschirm",4,"Himmlische Sonnenschirme",2,0,1,0,0
3,3007,1,1,1,2,2,8003,3,"Roter Ölpapierschirm",4,"Rote Ölpapierschirme",2,0,1,0,0
4,3008,1,1,1,2,3,8004,4,"Violetter Ölpapierschirm",4,"Violette Ölpapierschirme",2,0,1,0,0
5,3009,1,1,1,2,4,8005,5,"Gelber Ölpapierschirm",4,"Gelbe Ölpapierschirme",2,0,1,0,0
6,3010,1,1,1,2,5,8006,6,"Blau karierter Sonnenschirm",4,"Blau karierter Sonnenschirme",2,0,1,0,0
7,3011,1,1,1,2,6,8007,7,"Rot karierter Sonnenschirm",4,"Rot karierter Sonnenschirme",2,0,1,0,0
8,3012,1,1,1,2,7,8008,8,"Schwarz karierter Sonnenschirm",4,"Schwarz karierter Sonnenschirme",2,0,1,0,0
9,3042,2,0,2,0,8,8013,100,"Engelsflügel",4,"Engelsflügel",2,0,1,0,0
10,3169,1,1,1,2,9,8012,9,"Gold Saucer-Sonnenschirm",4,"Gold Saucer-Sonnenschirme",2,0,1,0,0
11,3166,1,1,1,2,10,8009,10,"Blau-weiß gepunkteter Sonnenschirm",4,"Blau-weiß gepunktete Sonnenschirme",2,0,1,0,0
12,3167,1,1,1,2,11,8010,11,"Rosa-weiß gepunkteter Sonnenschirm",4,"Rosa-weiß gepunktete Sonnenschirme",2,0,1,0,0
13,3168,1,1,1,2,12,8011,12,"Hellblau-weiß gepunkteter Sonnenschirm",4,"Hellblau-weiß gepunktete Sonnenschirme",2,0,1,0,0
14,3286,1,1,1,2,13,8014,13,"Dicke-Katze-Sonnenschirm",4,"Dicke-Katze-Sonnenschirme",2,0,1,0,0
15,3287,1,1,1,2,14,8015,14,"Wasserschlange-Sonnenschirm",4,"Wasserschlange Ronka-Sonnenschirme",2,0,1,0,0
16,3288,1,1,1,2,15,8016,15,"Dalamud-Papierschirm",4,"Dalamud-Papierschirme",2,0,1,0,0
17,3426,2,0,2,0,16,8017,100,"Gefallener-Engel-Flügel",4,"Gefallener-Engel-Flügel",2,0,1,0,0
18,3427,2,0,2,0,17,8018,100,"Erzengel-Flügel",4,"Erzengel-Flügel",2,0,1,0,0
19,3428,3,0,2,0,18,8019,101,"Diabolos-Flügel",4,"Diabolos-Flügel",2,0,1,0,0
20,3429,6,0,2,0,19,8020,102,"Pixie-Flügel",4,"Pixie-Flügel",2,0,1,0,0
21,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
22,3431,5,0,2,0,21,786,200,"Ovale Brille",3,"Ovale Brillen",1,0,1,1,0
23,3611,1,1,1,2,22,8023,16,"Weißer Rüschen-Sonnenschirm",4,"Weiße Rüschen-Sonnenschirme",2,0,1,0,0
24,3612,1,1,1,2,23,8024,17,"Blauer Blüten-Sonnenschirm",4,"Blaue Blüten-Sonnenschirme",2,0,1,0,0
25,3613,5,0,2,0,24,786,201,"Getönte Brille",3,"Getönte Brillen",1,0,1,1,0
26,3614,7,0,2,0,25,786,202,"Klassische Brille",3,"Klassische Brillen",1,0,1,1,0
27,3701,1,1,1,2,26,8027,18,"Sabotender-Sonnenschirm",4,"Sabotender-Sonnenschirme",2,0,1,0,0
28,3702,6,0,2,0,27,8028,102,"Blaue Pixie-Flügel",4,"Blaue Pixie-Flügel",2,0,1,0,0
29,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
30,3815,1,1,1,2,28,8029,19,"Miaurizius-Schirm",4,"Miaurizius-Schirme",2,0,1,0,0
31,3816,1,1,1,2,29,8030,20,"Wasserschutz-System",4,"Wasserschutz-Systeme",1,0,1,2,0
32,3884,8,0,2,0,30,786,203,"Rosarote Brille",3,"Rosarote Brillen",2,0,1,1,0
33,3885,1,1,1,2,31,8031,22,"Tsukumogami-Sonnenschirm",4,"Tsukumogami-Sonnenschirme",2,0,1,0,0
34,3886,1,1,1,2,32,8032,21,"Bauderich-Schirm",4,"Bauderich-Schirme",2,0,1,0,0
35,3928,9,0,2,0,33,8037,300,"Rucksack",4,"Rucksäcke",2,0,1,0,0
36,4016,6,0,2,0,34,8034,103,"Statice-Flügel",4,"Statice-Flügel",2,0,1,0,0
37,4017,1,1,1,2,35,8035,24,"Blatt-Schirm",4,"Blatt-Schirme",2,0,1,0,0
38,4018,1,1,1,2,36,8036,23,"Karotten-Sonnenschirm",4,"Karotten-Sonnenschirme",2,0,1,0,0
39,4240,1,1,1,2,37,8038,25,"Neon-Schirm",4,"Neon-Schirme",2,0,1,0,0
40,4241,1,1,1,2,38,8039,26,"Schleifen-Sonnenschirm",4,"Schleifen-Sonnenschirme",2,0,1,0,0
41,4242,1,1,1,2,39,8040,27,"Bombenschirm",4,"Bombenschirme",2,0,1,0,0
42,4406,1,1,1,2,40,8041,28,"Mandragora-Schirm",4,"Mandragora-Schirme",2,0,1,0,0
43,4407,1,1,1,2,41,8042,29,"Wundereierschirm",4,"Wundereierschirme",2,0,1,0,0
44,4408,9,0,2,0,42,8043,301,"Pelupelu-Rückentrage",3,"Pelupelu-Rückentragen",1,0,1,1,0
45,4512,1,1,1,2,43,8044,30,"Schwarzer Spitzensonnenschirm",4,"Schwarzer Spitzensonnenschirme",2,0,1,0,0
46,4511,1,1,1,2,44,8045,31,"Weißer Spitzensonnenschirm",4,"Weißer Spitzensonnenschirme",2,0,1,0,0
47,4513,1,1,1,2,45,8046,32,"Loparasol",4,"Loparasols",1,0,1,0,0
48,4577,10,2,0,3,46,8047,400,"Fackel",3,"Fackeln",1,0,1,1,0
49,4677,1,1,1,2,47,8048,33,"Felyne-Mizutsune-Schirm",4,"Felyne-Mizutsune-Schirme",2,0,1,0,0
50,4678,1,1,1,2,48,8049,34,"Pixie-Sonnenschirm",4,"Pixie-Sonnenschirme",2,0,1,0,0
51,4679,1,1,1,2,49,8050,35,"Blauer Pixie-Sonnenschirm",4,"Blauer Pixie-Sonnenschirme",2,0,1,0,0
52,4735,9,0,2,0,55,8051,302,"Señor-Otto-Rucksack",4,"Señor-Otto-Rucksäcke",2,0,1,0,0
53,4816,1,1,1,2,50,8052,36,"Corvarischer Sonnenschirm",4,"Corvarische Sonnenschirme",2,0,1,0,0
54,4817,1,1,1,2,51,8053,37,"Spriggan-Sonnenschirm",4,"Spriggan-Sonnenschirme",2,0,1,0,0
55,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
56,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
57,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
58,0,0,0,0,0,0,0,0,"",0,"",0,0,0,0,0
