key,0,1,2,3,4,5,6,7
#,LogKind,Caster,Target,Category,DisplayOrder,Preset,Name,Example
offset,12,8,10,13,14,15,0,4
Int32,UInt8,UInt16,UInt16,UInt8,UInt8,UInt8,String,String
0,0,65535,65535,0,0,0,"None",""
1,10,65535,65535,1,1,1,"Sagen","Nachrichten an alle Spieler in einem kleinen Umkreis."
2,11,65535,65535,1,3,1,"Schreien","Nachrichten an alle Spieler im gesamten Areal."
3,12,65535,65535,1,4,1,"Flüstern","Nachrichten an einen bestimmten Spieler."
4,14,65535,65535,1,5,1,"Gruppe","Nachrichten an die Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder."
5,29,65535,65535,1,30,1,"Emotes","Nachrichten über Emotes."
6,28,65535,65535,1,31,1,"Persönliche Emotes","Nachrichten über Spieler-Emotes, bei denen keine Bewegung ausgeführt wird."
7,24,65535,65535,1,7,1,"Freie Gesellschaft","Nachrichten an die Mitglieder der Freien Ge<hex:02160103>sell<hex:02160103>schaft."
8,16,65535,65535,1,20,1,"Kontaktkreis 1","Nachrichten an die Mitglieder von Kontaktkreis 1."
9,17,65535,65535,1,21,1,"Kontaktkreis 2","Nachrichten an die Mitglieder von Kontaktkreis 2."
10,18,65535,65535,1,22,1,"Kontaktkreis 3","Nachrichten an die Mitglieder von Kontaktkreis 3."
11,19,65535,65535,1,23,1,"Kontaktkreis 4","Nachrichten an die Mitglieder von Kontaktkreis 4."
12,20,65535,65535,1,24,1,"Kontaktkreis 5","Nachrichten an die Mitglieder von Kontaktkreis 5."
13,21,65535,65535,1,25,1,"Kontaktkreis 6","Nachrichten an die Mitglieder von Kontaktkreis 6."
14,22,65535,65535,1,26,1,"Kontaktkreis 7","Nachrichten an die Mitglieder von Kontaktkreis 7."
15,23,65535,65535,1,27,1,"Kontaktkreis 8","Nachrichten an die Mitglieder von Kontaktkreis 8."
16,30,65535,65535,1,2,1,"Rufen","Nachrichten an alle Spieler in einem großen Umkreis."
17,15,65535,65535,1,6,1,"Allianz","Nachrichten an die Mitglieder deiner Allianz."
18,27,65535,65535,1,28,1,"Neulinge","Nachrichten an die Teilnehmer am Neulings-Chat."
19,36,65535,65535,1,8,1,"PvP-Team","Nachrichten an die Mitglieder des PvP-Teams."
20,37,65535,65535,1,10,1,"Welten-Kontaktkreis [1]","Nachrichten an die Mitglieder von Welten-Kontaktkreis 1."
21,57,65535,65535,2,1,1,"Systemnachrichten","Nachrichten, die automatisch vom System generiert werden."
22,0,0,0,0,0,0,"",""
23,59,65535,65535,2,4,1,"Systemnachrichten - Sammeln","Auf das Sammeln bezogene Nachrichten, die automatisch vom System generiert werden."
24,60,65535,65535,2,5,1,"System-Fehlermeldungen","Fehlermeldungen, die automatisch vom System generiert werden."
25,56,65535,65535,2,6,1,"Echo","Eigene Nachrichten."
26,61,65535,65535,2,16,4,"NPC-Gespräche","Sagen-Nachrichten, die von NPCs gesprochen werden."
27,62,65535,65535,2,20,1,"Beutegut erhalten","Mitteilungen, die beim Erhalt von Beutegut angezeigt werden."
28,64,258,65535,2,25,1,"Charakterentwicklung - Eigene","Du hast Er<hex:02160103>fah<hex:02160103>rungs<hex:02160103>stufe 50 erreicht!"
29,64,2289,65535,2,27,1,"Charakterentwicklung - Andere","Shantotto hat Er<hex:02160103>fah<hex:02160103>rungs<hex:02160103>stufe 50 erreicht!"
30,65,2,65535,2,30,1,"Würfelergebnisse - Eigene","Du würfelst auf Bedarf eine 50!"
31,65,65532,65535,2,31,1,"Würfelergebnisse - Andere","Shantotto würfelt auf Bedarf eine 50!"
32,66,2,65535,2,35,1,"Synthese - Eigene","Du stellst eine Flasche Äther her."
33,66,28,65535,2,36,1,"Synthese - Andere","Shantotto stellt eine Flasche Äther her."
34,79,65535,65535,2,49,1,"Diarium","Jemand hat einen Eintrag im Diarium deiner Freien Ge<hex:02160103>sell<hex:02160103>schaft hinterlassen."
35,67,3,65535,2,40,1,"Sammel-Fortschritt - Eigener","Du beginnst mit dem Abbauen."
36,67,252,65535,2,41,0,"Angelergebnisse - Andere","Shantotto hat einen 7 Ilm langen Blitzfisch gefangen."
37,58,1807,65535,2,2,2,"Systemnachrichten - Eigener Kampf","Du hast den Fantasiehasen besiegt."
38,58,2193,65535,2,3,0,"Systemnachrichten - Kampf anderer","Shantotto hat den Fantasiehasen besiegt."
39,68,65535,65535,2,17,1,"Nachrichten von NPCs","Aufrufe von NPCs."
40,69,65535,65535,2,11,1,"Nachrichten der Freien Gesellschaft","Die Hierarchie der Ränge wurde verändert."
41,70,65535,65535,2,13,1,"Einlog-Benachrichtigungen der Freien Gesellschaft","Shantotto hat sich eingeloggt."
42,64,1548,65535,2,26,1,"Charakterentwicklung - Gruppe","Magus Amicus hat Er<hex:02160103>fah<hex:02160103>rungs<hex:02160103>stufe 50 erreicht!"
43,71,65535,65535,2,15,1,"Verkaufsnachricht","Dein Gehilfe hat deine Bronzenägel auf dem Markt von Gridania für 100 Gil verkauft."
44,72,65535,65535,2,45,1,"Aktive Gruppensuchen","Stand der Gruppen<hex:02160103>suche: 3 rekrutierende Gruppen, davon 2 zu den Suchkriterien passende"
45,73,65535,65535,2,46,1,"Markierung gesetzt","Du hast Magus Amicus mit einem Kreis markiert."
46,74,65535,65535,2,47,1,"Zufallszahlen-Benachrichtigung","Du würfelst eine <hex:0212024A03> 999!"
47,75,65535,65535,2,10,1,"Neuling-Informationen","(NEULINGE) Du bist dem Neulings-Chat beigetreten.<hex:02100103>Anwesend: 10 <hex:0212024F03>Mentoren / 30 <hex:0212024E03>Neulinge"
48,76,65535,65535,2,48,1,"Orchestrion - Wiedergabe","Du hast „Prelude - Discoveries“ abgespielt."
49,77,65535,65535,2,12,1,"Nachrichten des PvP-Teams","Du trittst dem Team bei."
50,78,65535,65535,2,14,1,"Einlog-Benachrichtigungen des PvP-Teams","Shantotto hat sich eingeloggt."
51,41,2,65535,4,1,2,"Selbst Schaden verursacht","Du triffst den Fantasiehasen und verursachst 123 Punkte Schaden."
52,42,2,65535,4,2,2,"Eigene Attacke verfehlt","Du verfehlst den Fantasiehasen."
53,43,2,65535,4,3,2,"Eigenes Kommando","Du beginnst, Flare zu wirken.<hex:02100103>Du unterbrichst Flare."
54,44,2,65535,4,4,2,"Eigener Gegenstand","Du machst einen Heiltrank bereit.<hex:02100103>Du setzt den Heiltrank doch nicht ein."
55,45,2,65535,4,5,2,"Eigene Heilmagie","Shantotto regeneriert 123 LP."
56,46,2,65535,4,6,2,"Selbst verursachter positiver Status","Shantotto erhält den Effekt von Steinhaut."
57,47,2,65535,4,7,2,"Selbst verursachter negativer Status","Der Fantasiehase erleidet den Effekt von Bio."
58,41,65535,2,4,8,2,"Selbst Schaden erlitten","Der Fantasiehase trifft dich und verursacht 123 Punkte Schaden."
59,42,65535,2,4,9,2,"Selbst ausgewichen","Die Attacke des Fantasiehasen verfehlt dich."
60,43,65535,2,4,10,2,"Kommandos auf dich","Du beginnst, Protes zu wirken.<hex:02100103>Du unterbrichst Protes."
61,44,65535,2,4,11,2,"Gegenstand auf dich","Du machst einen Heiltrank bereit.<hex:02100103>Du setzt den Heiltrank doch nicht ein."
62,45,65535,2,4,12,2,"Heilmagie auf dich","Du regenerierst 123 LP."
63,46,65535,2,4,13,2,"Positiver Status auf dich","Du erhältst den Effekt von Steinhaut."
64,47,65535,2,4,14,2,"Negativer Status auf dich","Du erleidest den Effekt von Bio."
65,48,65535,2,4,15,2,"Positiver Status auf dir endet","Du verlierst den Effekt von Steinhaut."
66,49,65535,2,4,16,2,"Negativer Status auf dir endet","Du erholtst dich von dem Effekt von Bio."
