key,0,1
#,,Text
offset,4,0
Int32,UInt32,String
0,0,""
1,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
2,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
3,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
4,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
5,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
6,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
7,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von Mount Corel fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
8,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
9,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
10,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
11,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
12,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
13,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
14,4,"Ein entlaufenes Chocobo-Küken steckt auf dem Gipfel von El Coloso fest. Weiche den Bomben aus und eile dem ängstlichen Piepmatz zu Hilfe!"
