key,0,1,2,3,4,5,6,7
#,PlayerLevel,,,PlaceName,Icon,Order,Name,Description
offset,12,20,14,16,8,18,0,4
Int32,UInt16,PackedBool0,UInt16,UInt16,UInt32,UInt16,String,String
0,0,False,0,0,0,1,"",""
1,60,False,0,2089,112145,100,"Steinpuppen-Training","Probiere deine Kampftechniken an einer einfachen Steinpuppe aus, um zu sehen, wie gut du Schaden austeilen kannst. Dies ist die einfachste Schwierigkeitsstufe."
2,60,False,0,2089,112146,101,"Training: Zenit der Götter - Bismarck","Diese Schwierigkeitsstufe dient der Vorbereitung auf den Kampf gegen den wiederbeschworenen Primae Bismarck. Bist du stark genug, den Wolkengott zu besiegen? Teste deine Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten gegen eine Steinpuppe, bevor du dein Leben riskierst."
3,60,False,0,2089,112147,102,"Training: Alexander - Gordios","Du willst dich tatsächlich ins Innere der zum Leben erwachten Riesenmaschine Alexander wagen? Alle Achtung! Ich rate dir, vorher dein Können an einer angemessen widerstandsfähigen Steinpuppe auszuprobieren."
4,60,False,0,2089,112148,103,"Training: Alexander - Faust des Vaters (episch)","Mir sind Lieder zu Ohren gekommen, die der Fahrende Sänger über deine Abenteuer im Inneren von Alexander gedichtet hat. Unglaublich faszinierend! Hast du Lust, dein Können an einer neuen, härteren Steinpuppe zu demonstrieren?"
5,60,False,0,2089,112149,104,"Training: Alexander - Elle des Vaters (episch)","Mir sind Lieder zu Ohren gekommen, die der Fahrende Sänger über deine Abenteuer im Inneren von Alexander gedichtet hat. Unglaublich faszinierend! Hast du Lust, dein Können an einer neuen, härteren Steinpuppe zu demonstrieren?"
6,60,False,0,2089,112150,105,"Training: Alexander - Arm des Vaters (episch)","Mir sind Lieder zu Ohren gekommen, die der Fahrende Sänger über deine Abenteuer im Inneren von Alexander gedichtet hat. Unglaublich faszinierend! Hast du Lust, dein Können an einer neuen, härteren Steinpuppe zu demonstrieren?"
7,60,False,0,2089,112151,106,"Training: Alexander - Last des Vaters (episch)","Mir sind Lieder zu Ohren gekommen, die der Fahrende Sänger über deine Abenteuer im Inneren von Alexander gedichtet hat. Unglaublich faszinierend! Hast du Lust, dein Können an einer neuen, härteren Steinpuppe zu demonstrieren?"
8,60,False,0,2089,112152,107,"Training: Heldenlied von Thordans Fall","Ich habe von deinem Kampf gegen Papst Thordan und seine Azurgarde gehört und die Herstellung einer entsprechend robusten Steinpuppe in Auftrag gegeben. Willst du dich daran versuchen?"
9,60,False,0,2089,112153,108,"Training: Zenit der Götter - Sephirot","Ist es wirklich wahr, dass du Sephirot besiegt hast, die Ikone der Kriegstriade? Das glaube ich erst, wenn du unsere neueste Steinpuppe zerlegst."
10,60,False,0,2089,112154,109,"Training: Alexander - Midas","Alexander soll wieder in Betrieb sein. Wenn das wahr ist, wird dich dein Weg gewiss wieder in sein Inneres führen. Falls du für den Einsatz trainieren möchtest, steht eine besonders widerstandsfähige Steinpuppe bereit."
11,60,False,0,2089,112155,110,"Training: Alexander - Faust des Sohnes (episch)","Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht."
12,60,False,0,2089,112156,111,"Training: Alexander - Elle des Sohnes (episch)","Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht."
13,60,False,0,2089,112157,112,"Training: Alexander - Arm des Sohnes (episch)","Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht."
14,60,False,0,2089,112158,113,"Training: Alexander - Last des Sohnes (episch)","Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht."
15,60,False,0,2089,112159,114,"Training: Das Lied von Nidhoggs letztem Ruf","Ganz Coerthas spricht über den letzten, erbitterten Kampf gegen Nidhogg. Teste deine Kraft an der Steinpuppe, die der Stärke von Ishgards Erzfeind gleichkommt!"
16,60,False,0,2089,112205,115,"Training: Zenit der Götter - Sophia","Die Göttin Sophia konntest du zwar vorerst überwinden, aber damit ist der Kampf noch nicht vorbei. Bereite dich auf die finale Begegnung mit ihr vor!"
17,60,False,0,2089,112206,116,"Training: Alexander - Der Schöpfer","Bald wirst du also dem Schöpfer Auge in Auge gegen<hex:02160103>über<hex:02160103>stehen. Für eine solche Begegnung ist kaum einer je bereit - doch wir haben eine Steinpuppe von der Stärke Alexanders bereitgestellt, damit du dich - so gut es geht - darauf vorbereiten kannst."
18,60,False,0,2089,112207,117,"Training: Alexander - Augen des Schöpfers (episch)","Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner."
19,60,False,0,2089,112208,118,"Training: Alexander - Atem des Schöpfers (episch)","Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner."
20,60,False,0,2089,112209,119,"Training: Alexander - Herz des Schöpfers (episch)","Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner."
21,60,False,0,2089,112210,120,"Training: Alexander - Seele des Schöpfers (episch)","Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner."
