key,0,1,2,3,4,5,6
#,Transformation,Expansion,,RequiredQuest,Festival,PreviewIcon,Description
offset,16,20,4,8,18,12,0
Int32,UInt16,UInt8,UInt32,UInt32,UInt16,UInt32,String
0,0,0,0,0,0,0,""
1,219,0,0,0,76,73801,"Eine stille Padjal mit unerschütterlichem Willen."
2,220,0,1,0,76,73802,"Eine standfeste und aufbrausende Roegadyn."
3,221,0,2,0,76,73803,"Einen kämpferischen und mutigen Hyuran."
4,222,0,3,0,76,73804,"Eine edle Lalafell mit rosigem Haar."
5,355,0,10,66054,91,73805,"Einen charismatischen Garlear, der sich mit Magitek auskennt."
6,354,0,13,66737,91,73806,"Einen ehrgeizigen Garlear, der sich durch nichts beirren lässt."
7,532,0,11,66737,152,73807,"Einen technisch versierten Lalafell mit einer Schwäche für eine emsige Schatzmeisterin."
8,533,0,12,66737,152,73808,"Einen furchtlosen Roegadyn, der mit seinem kleinen Freund und Kollegen durch dick und dünn geht."
9,356,0,14,66737,91,73809,"Einen Miqo'te mit hellrotem Haar und dunkelroten Augen."
10,395,0,4,66046,105,73810,"Eine leidenschaftliche Hyuran, die eine Geheimgesellschaft anführt."
11,392,0,15,70058,105,73811,"Einen gefährlichen Roegadyn, der trotz seiner Herkunft bis zum Praefectus des Garleischen Kaiserreichs aufgestiegen ist."
12,391,0,9,66729,105,73812,"Eine charmante Miqo'te, die als Sängerin berühmt wurde."
13,393,0,16,66740,105,73813,"Einen galanten Hyuran mit einem untrüglichen Gespür für knifflige Fälle."
14,394,0,17,66740,105,73814,"Eine treue Miqo'te, die einem galanten Kriminologen zur Seite steht."
15,508,0,18,66740,142,73815,"Einen Hyuran, dessen Künste als Goldschmied legendär sind."
16,507,0,5,66045,142,73816,"Eine geschickte Lalafell, ohne die eine gewisse Organisation ständig Geldprobleme hätte."
17,484,0,99,70058,132,73817,"Einen Hyuran, der in eine neue Welt aufgebrochen ist, die sich einst aus der Asche einer alten Welt erhob."
18,217,1,0,67205,76,73818,"Einen willensstarken Elezen mit schwarzem Haar und blauen Augen."
19,357,1,1,67205,91,73819,"Eine selbstbewusste Halb-Elezen mit starkem Gerechtigkeitssinn."
20,218,1,4,67699,76,73820,"Eine Lalafell in einer gelben Robe mit Ohrenkapuze."
21,358,1,2,68089,91,73821,"Einen stolzen Elezen, der die Lanze wie kein Zweiter führt."
22,359,1,5,67740,91,73822,"Einen freiheitsliebenden Hyuran, der die Luftpiraten anführt."
23,534,1,6,67740,152,73823,"Eine unbeirrbare Hyuran, die ihre himmelwärts strebenden Mitstreiter im Zaum hält."
24,535,1,7,67740,152,73824,"Eine erfindungsreiche Lalafell mit einem besonderen Händchen für Luftschiffe."
25,482,1,3,67205,132,73825,"Einen Elezen, der von einer altehrwürdigen Adelsfamilie abstammt und Gerüchte liebt."
26,483,1,99,67205,132,73826,"Einen Hyuran, der in die Berge zog und dort das Land der Drachen bereiste."
27,214,2,0,68089,76,73827,"Einen tapferen und großmütigen Hyuran aus dem Fernen Osten."
28,215,2,1,68089,76,73828,"Eine überaus loyale Au Ra, die die Künste der Ninja beherrscht."
29,213,2,2,68089,76,73829,"Einen einsamen Au Ra, der so stolz wie kühn ist."
30,212,2,3,68089,76,73830,"Eine stolze Au Ra mit einem kämpferischen Herzen."
31,211,2,4,68089,76,73831,"Eine gottesfürchtige Au Ra, lieblich und doch von Zweifeln geplagt."
32,216,2,5,68089,76,73832,"Eine Hyuran in feuerroten Kleidern, die sich aufs Kämpfen versteht."
33,536,2,6,68089,152,73833,"Einen stolzen Roegadyn, der die Piraten der Rubinsee unter sich vereint."
34,537,2,7,68089,152,73834,"Einen loyalen Hyuran, der seinen Flottenkapitän als Stellvertreter unterstützt."
35,361,2,11,68702,91,73835,"Einen Hyuran, der während seiner Reise mit vier Tierheiligen zum Helden wurde."
36,360,2,8,68610,91,73836,"Einen gefühlskalten Hyuran, der als kaiserlicher Gesandter arbeitet."
37,478,2,9,68717,132,73837,"Einen kampferfahrenen Garlear und seinen Rachefeldzug gegen die Ascians."
38,479,2,12,68725,132,73838,"Eine junge Au Ra, die weise über ihre Jahre hinaus und hoch gebildet ist."
39,480,2,98,68089,132,73839,"Einen Hyuran, Befreier von Unterdrückten, mit einer außergewöhnlichen Körperbeherrschung."
40,481,2,99,68089,132,73840,"Einen Hyuran, Befreier von Unterdrückten, der eins mit seinem Katana ist."
41,362,3,0,69190,91,73841," Eine überaus kluge Miqo'te, die sich selbst als Hexe ausgibt."
42,364,3,1,69190,91,73842,"Einen wortgewandten Elezen, der sein Glück in den Sternen gelesen hat."
43,363,3,2,69190,91,73843,"Einen draufgängerischen Hyuran, der mit einer Revolverklinge kämpft."
44,365,3,3,69190,91,73844,"Ein Mädchen mit kristallblauen Augen, das ein schweres Schicksal auf seinen Schultern trug."
45,473,3,5,69552,132,73845,"Einen hitzköpfigen Hyuran, der sich als Kapitän einer Piratenbande wähnt."
46,474,3,7,69487,132,73846,"Einen gefährlichen Hyuran, dem die wildesten Bestien folgen."
47,475,3,8,69620,132,73847,"Eine selbstsüchtige Lalafell, die aus einer alten Familie von Greifenmeistern stammt."
48,476,3,6,69568,132,73848,"Einen Garlear, der als Legat dem Kaiserreich diente und von Rachsucht und Ambitionen getrieben ist."
49,477,3,99,69190,132,73849,"Einen edelmütigen Hyuran, der einer Welt die Nacht zurückbrachte."
50,464,4,0,70000,132,73850,"Einen tüchtigen Elezen vom Rat der Philosophen mit einem herausragenden Pflichtbewusstsein."
51,469,4,1,70000,132,73851,"Eine wohltätige Elezen, die aus dem Hintergrund den Bund der Morgenröte unterstützt."
52,470,4,2,70000,132,73852,"Einen jungen Garlear, der einst dem Reich treu als Offizier diente und nun den Neuanfang seiner Nation begleitet."
53,471,4,3,70000,132,73853,"Einen jungen Viera, der die Welt bereist und für seine Heimat gefragte Raritäten sammelt."
54,509,4,7,70269,142,73854,"Einen gewitzten Hyuran mit einem Riecher für das Rare und Bare aus dem Fernen Osten."
55,510,4,8,70199,142,73855,"Eine Miqo'te mit starker Verbindung zu alter Magie."
56,538,4,4,70286,152,73856,"Eine Marionette, die den unbeugsamen Willen eines Hohen Drachen beherbergt, der im Nichts mit seiner Schwester wiedervereint wurde."
57,539,4,9,70336,152,73857,"Einen schüchternen, aber durchaus pfiffigen und mathematisch begabten Klon eines weltberühmten Kriminologen."
58,472,4,99,70000,132,73858,"Einen Hyuran, der sich unbeugsam gegen das Ende der Welt stemmt."
59,570,5,0,70495,164,73859,"Eine Hrothgar, die die Stadt aus Gold entdeckte und die Krone des Mutes ergatterte."
60,571,5,1,70495,164,73860,"Einen Miqo'te, der seiner Schwester half und die Krone der Weisheit ergatterte."
61,572,5,99,70495,164,73861,"Einen Hyuran, dem die Farbe Gold gut steht."
62,573,5,2,70495,164,73862,"Eine Lalafell, die mit dem Pinsel kämpft und endlich ihre Herkunft erfuhr."
63,574,4,6,70328,164,73863,"Einen Hyuran, der im Glauben an die Zwölf die Welt bereist."
64,575,4,5,70286,164,73864,"Ein Mischwesen, das aus einer in Dunkelheit gehüllten Welt kommt und eine Sense trägt."
65,576,3,4,69190,164,73865,"Einen Hrothgar, der in der Dunkelheit des Waldes lebt und sich nach einer Hexe sehnt."
66,577,2,13,68725,164,73866,"Einen halbgarleischer Junge, den man den Helden der Schatten nannte."
67,578,2,14,68725,164,73867,"Ein halbgarleisches Mädchen, das man die Schwester des Helden nannte."
68,579,2,15,68725,164,73868,"Einen Garlear, der eine Theatergruppe anführt."
69,582,5,3,70976,176,73869,"Eine temperamentvolle Halbschwergewichtskämpferin und zuverlässige Sekundantin."
70,583,5,6,70976,176,73870,"Eine ehemalige Schwergewichtskämpferin und Hexe für ein neues Zeitalter."
71,584,5,7,70976,176,73871,"Einen grünen Nachtschwärmer, der jederzeit bereit ist, die Tanzfläche zu erobern."
72,585,5,4,70976,176,73872,"Eine bezaubernde Halbschwergewichtskämpferin und ein Nachwuchsstar, der sticht."
73,586,5,9,70976,176,73873,"Einen Einzelgänger im Ring und Spitzenreiter der Schwergewichtsklasse."
74,587,5,5,70976,176,73874,"Einen unerschrockenen Kämpfer, der furchtlos durch die Sieben Höllen gegangen ist."
75,588,5,8,70976,176,73875,"Eine rebellische Künstlerin, die den Ring als ihre persönliche Galerie betrachtet."
76,589,5,11,70976,176,73876,"Einen gerissenen Superschwergewichtskämpfer, in tiefes Blau gehüllt und von den Gezeiten geleitet."
77,590,5,12,70976,176,73877,"Einen feurigen Superschwergewichtskämpfer, der mit Leichtigkeit Feuer entfacht."
78,591,5,10,70976,176,73878,"Eine teuflische Superschwergewichtskämpferin, die ihren Rivalen keine Gnade zeigt."
79,592,5,13,70976,176,73879,"Einen skrupellosen Superschwergewichtskämpfer, der das Arkadion mit eiserner Faust regiert."
80,593,5,14,70976,176,73880,"Einen gerissenen Kommentator, der als Stimme der ausgelassenen Schlägereien im Arkadion dient."
81,594,2,10,68721,176,73881,"Einen standhaften Garlear, der sein Vertrauen in die Popularen setzte."
82,595,1,8,67740,176,73882,"Eine eigensinnige Hyuran, die eine Bande von Luftpiraten anführt."
83,596,0,6,0,176,73883,"Eine mitfühlende Elezen, die ihre örtliche Taverne mit Stolz führt."
84,597,0,7,0,176,73884,"Einen gut gelaunten Hyuran, der in seiner Schenke Gäste aus aller Welt willkommen heißt."
85,598,0,8,0,176,73885,"Eine kluge Lalafell, die sich an den Abenteuergeschichten ihrer Besucher erfreut."
