key,0,1,2,3,4,5
#,,,Name,Text,,
offset,14,15,12,0,4,8
Int32,UInt8,UInt8,UInt16,String,String,String
0,0,0,0,"","",""
1,0,0,0,"","",""
2,0,0,0,"","",""
3,0,0,0,"","",""
4,0,0,0,"","",""
5,0,0,0,"","",""
6,0,0,0,"","",""
7,0,0,0,"","",""
8,0,0,0,"","",""
9,0,0,0,"","",""
10,61,1,10,"Was? Was? Rhon Ron willst du kaufen! Eine Münze, nicht genug!","",""
11,61,1,11,"Hm ... Was hat der Kristall<hex:02160103>exarch noch mal gesagt?","",""
12,61,1,12,"Es ist so dunkel hier. Sollten wir nicht lieber ein paar Kerzen aufstellen?","",""
13,61,1,13,"Ich weiß, dass ich ein nicht versiegender Quell der Weisheit bin, aber ich verspreche dir, du wirst keinen Deut schlauer, indem du mich anstarrst. Also bitte, zurück zu den Malereien.","",""
14,61,1,14,"Au! Warum zielst du denn auf mich?","",""
15,57,7,0,"Auch unter Beschuss genommen starrt dich das Federvieh weiter stoisch an.","",""
16,61,1,15,"Getroffen! Dein Stein hat den Richtigen erwischt!","",""
17,61,1,16,"Nicht doch! Das ist ein Tholl-Helm. Erkennst du nicht den Unterschied?","",""
18,61,1,17,"Auauauaua! Du hast den falschen Zwerg getroffen! Sieh besser hin!","",""
19,57,7,0,"Du hast den verdächtigen Mystel gefunden!","",""
20,57,7,0,"Was für eine interessante Gestalt. Aber leider fehlen die charakteristischen Ohren.","",""
21,57,7,0,"Diese Malerei sieht am ältesten aus. In der Mitte steht ein triumphierender Krieger über einer Schattengestalt. Um ihn herum stehen Leute, die seinen Sieg feiern.","",""
22,57,7,0,"Diese Malerei ist sehr alt. Eine Gestalt sitzt auf einem Thron, umringt von Untertanen.","",""
23,57,7,0,"Diese Malerei ist die jüngste von den dreien. Ein Krieger schützt sich und seine Kameraden vor einer sie umschlingenden Dunkelheit. Es sieht so aus, als hätte man versucht, den Krieger aus dem Bild zu entfernen.","",""
24,61,1,10,"Leckerschmatz-Brot, das! Innen ganz weich und saftig, weil Kaktusblüten-Teig! Vertreibt Durst und macht gesund, ja!","",""
