key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
offset,26,27,28,29,30,12,16,0,4,8,24,20
Int32,UInt8,UInt8,Int8,Int8,Int8,String,String,String,String,String,UInt16,UInt32
0,0,0,0,0,0,"","","","","",0,0
1,1,0,0,0,0,"/record","","/rückblende, /rück, /record<hex:02100103>→ Öffnet das Rückblendenmenü.","/rückblende","/rück",32,0
2,2,1,0,0,0,"/recordready","","/rückbereit, /rb, /recordready<hex:02100103>VERWENDUNG:<hex:02100103>/rückbereit [Zahl]<hex:02100103>→ Sendet eine Bereitschaftsanfrage für die Rückblende und startet den Inhalt nach einem Countdown von 5-30 Sekunden, nachdem alle ihre Bereitschaft erklärt haben.<hex:02100103>Bei fehlendem Unterbefehl wird das Menü für die Bereitschaftsanfrage (Rückblende) geöffnet.","/rückbereit","/rb",0,0
3,1,0,0,0,0,"/pvpteamcmd","","/pvpteammenü, /tm, /pvpteamcmd<hex:02100103>→ Öffnet das PvP-Team-Menü.","/pvpteammenü","/tm",0,0
4,1,0,0,0,0,"/saddlebag","","/satteltasche, /st, /chocobag<hex:02100103>→ Zeigt den Inhalt der Chocobo-Satteltasche an.","/satteltasche","/st",0,0
5,1,0,0,0,0,"/magiaright","","/magiarechts, /mr, /magiaright<hex:02100103>→ Dreht die Magia-Tafel im Uhrzeigersinn.","/magiarechts","/mr",0,0
6,1,0,0,0,0,"/magialeft","","/magialinks, /ml, /magialeft<hex:02100103>→ Dreht die Magia-Tafel gegen den Uhrzeigersinn.","/magialinks","/ml",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/wkkmenü, /wkkm, /cwlinkshellcmd, /cwlcmd<hex:02100103>→ Öffnet und schließt das Menüfenster deines Welten-Kontaktkreises.","/wkkmenü","/wkkm",0,0
8,3,1,17,0,0,"/quickchat","/qchat","/schnellchat, /schat, /quickchat, /qchat<hex:02100103>VERWENDUNG:<hex:02100103>/schnellchat [Chat-Nachricht]<hex:02100103>→ Sendet eine schnelle Chat-Nachricht. Kann nur während „Crystalline Conflict“ benutzt werden.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/schnellchat Angriff<hex:02100103>Sendet die Nachricht „Angriff“ an die Teammitglieder.<hex:02100103>/schnellchat <t> Angriff<hex:02100103>Bittet Teammitglieder, das aktuell anvisierte Ziel anzugreifen.","/schnellchat","/schat",1021,0
9,4,3,2,18,2,"/bluespellbook","","/blaumagie, /blaum, /bluespellbook<hex:02100103>VERWENDUNG:<hex:02100103>/blaumagie [Unterbefehl]<hex:02100103>→ Aktiviert ein Blaumagie-Kommando.<hex:02100103>>>Unterbefehle:<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>legen<hex:0249020103><hex:0248020103> (set) [Kommando] Aktiviert oder deaktiviert das genannte Blaumagie-Kommando.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>legen<hex:0249020103><hex:0248020103> (set) [Kommando] <hex:024804F201FA03><hex:024904F201FB03>ein<hex:0249020103><hex:0248020103> (on) Aktiviert das genannte Blaumagie-Kommando.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>legen<hex:0249020103><hex:0248020103> (set) [Kommando] <hex:024804F201FA03><hex:024904F201FB03>aus<hex:0249020103><hex:0248020103> (off) Deaktiviert das genannte Blaumagie-Kommando.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>aktivset<hex:0249020103><hex:0248020103> (preset) [Aktivset-Nummer] (1-5)<hex:02100103> Aktiviert das bezeichnete Aktivset.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>zurück<hex:0249020103><hex:0248020103> (clear) Deaktiviert alle Kommandos des aktiven Sets.<hex:02100103>Bei fehlendem Unterbefehl wird das Zauberbuch der Blaumagie geöffnet.<hex:02100103>>>Beispiel:<hex:02100103>/blaumagie legen Wasserkanone<hex:02100103>Aktiviert oder deaktiviert das Kommando „Wasserkanone“.<hex:02100103>/blaumagie aktivset 2<hex:02100103>Aktiviert das Aktivset 2.","/blaumagie","/blaum",36,0
10,2,1,2,0,0,"/magiaattack","","/magiaoffensiv, /magiaoff, /magiaattack<hex:02100103>VERWENDUNG:<hex:02100103>/magiaoffensiv [Ziel]<hex:02100103>→ Stellt die Magia-Tafel entgegengesetzt zur elementaren Affinität des benannten Zieles ein.<hex:02100103>>>Beispiel:<hex:02100103>/magiaoffensiv <t><hex:02100103>Stellt die Magia-Tafel entgegengesetzt zur elementaren Affinität des anvisierten Zieles ein.","/magiaoffensiv","/magiaoff",0,0
11,2,1,2,0,0,"/magiadefense","","/magiadefensiv, /magiadef, /magiadefense<hex:02100103>VERWENDUNG:<hex:02100103>/defensiv [Ziel]<hex:02100103>→ Stellt die Magia-Tafel passend zur elementaren Affinität des benannten Zieles ein.<hex:02100103>>>Beispiel:<hex:02100103>/magiadefensiv <t><hex:02100103>Stellt die Magia-Tafel passend zur elementaren Affinität des anvisierten Zieles ein.","/magiadefensiv","/magiadef",0,0
12,2,1,2,0,0,"/magiaauto","","/magiaauto<hex:02100103>VERWENDUNG:<hex:02100103>/magiaauto [Unterbefehl]<hex:02100103>→ Aktiviert oder deaktiviert den Automatikmodus der Magia-Tafel. Solange der Automatikmodus aktiv ist, wird die elementare Ausrichtung der Magia-Tafel automatisch an das Ziel angepasst.<hex:02100103>>>Unterbefehle:<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>ang<hex:0249020103><hex:0248020103> (attack): Die automatische Anpassung erfolgt offensiv.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>ver<hex:0249020103><hex:0248020103> (defense): Die automatische Anpassung erfolgt defensiv.<hex:02100103>  <hex:024804F201FA03><hex:024904F201FB03>aus<hex:0249020103><hex:0248020103> (off): Deaktiviert den Automatikmodus.<hex:02100103>Bei fehlendem Unterbefehl werden die Einstellungsoptionen der Reihe nach durchgeschaltet.<hex:02100103>>>Beispiel:<hex:02100103>/magiaauto offensiv<hex:02100103>Aktiviert den offensiven Automatikmodus.","","",0,0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/weltenkontaktkreis1, /wkk1, /cwlinkshell1, /cwl1<hex:02100103>VERWENDUNG:<hex:02100103>/wkk1 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 1 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 1“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk1 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 1.<hex:02100103>/wkk1<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 1“.","/weltenkontaktkreis1","/wkk1",1021,0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/weltenkontaktkreis2, /wkk2, /cwlinkshell2, /cwl2<hex:02100103>VERWENDUNG:<hex:02100103>/wkk2 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 2 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 2“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk2 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 2.<hex:02100103>/wkk2<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 2“.","/weltenkontaktkreis2","/wkk2",1021,0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/weltenkontaktkreis3, /wkk3, /cwlinkshell3, /cwl3<hex:02100103>VERWENDUNG:<hex:02100103>/wkk3 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 3 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 3“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk3 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 3.<hex:02100103>/wkk3<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 3“.","/weltenkontaktkreis3","/wkk3",1021,0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/weltenkontaktkreis4, /wkk4, /cwlinkshell4, /cwl4<hex:02100103>VERWENDUNG:<hex:02100103>/wkk4 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 4 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 4“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk4 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 4.<hex:02100103>/wkk4<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 4“.","/weltenkontaktkreis4","/wkk4",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/weltenkontaktkreis5, /wkk5, /cwlinkshell5, /cwl5<hex:02100103>VERWENDUNG:<hex:02100103>/wkk5 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 5 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 5“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk5 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 5.<hex:02100103>/wkk5<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 5“.","/weltenkontaktkreis5","/wkk5",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/weltenkontaktkreis6, /wkk6, /cwlinkshell6, /cwl6<hex:02100103>VERWENDUNG:<hex:02100103>/wkk6 [Nachr.]<hex:02100103>→ Sendet eine Nachricht an alle Mitglieder des Welten-Kontaktkreises, dem du Slot 6 zugewiesen hast. Die Entfernung spielt keine Rolle.<hex:02100103>Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „Welten-Kontaktkreis 6“.<hex:02100103><hex:02100103>Beispiel:<hex:02100103>/wkk6 Guten Morgen!<hex:02100103>Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des Welten-Kontaktkreises 6.<hex:02100103>/wkk6<hex:02100103>Wechselt den aktiven Reiter des Chatlogs zu „Welten-Kontaktkreis 6“.","/weltenkontaktkreis6","/wkk6",1021,0
