key,0
#,Text
offset,0
Int32,String
0,""
1,"Sammelrate +<hex:022003E80203> %"
2,"Sammelrate × <hex:022003E80203> "
3,"<hex:020824E803FF0B>Verfügbar<hex:FF14>Sammelrate <hex:022003E80203> %<hex:03>"
4,"Hochstufige +<hex:022003E80203> %"
5,"Hochstufige × <hex:022003E80203>"
6,"Hochstufige <hex:022003E80203> %"
7,"Unter eigener Stufe +<hex:022003E80203> %"
8,"Unter eigener Stufe × <hex:022003E80203>"
9,"Unter eigener Stufe <hex:022003E80203> %"
10,""
11,""
12,""
13,""
14,"Stückzahl +<hex:022003E80203>"
15,"Stückzahl × <hex:022003E80203>"
16,"Stückzahl <hex:022003E80203>"
17,"Stückzahl +<hex:022003E80203> (steigend)"
18,"Sammelversuche/Belastbarkeit +<hex:022003E80203>"
19,"Sammelversuche/Belastbarkeit +<hex:022003E80203> (↑)"
20,"Verborgene × <hex:022003E80203> %"
21,"<hex:020826E803FF0E>Sammlerstück<hex:FF13>Kein Sammlerstück<hex:03>"
22,"Chance auf Stückzahl-Bonus +<hex:022003E80203> %"
23,"Chance auf Stückzahl-Bonus +<hex:022003E80203> % (↑)"
24,"Bei maximalem Sammlerwert: Erhabenheitsrate +<hex:022003E80203> %"
25,"Bei maximalem Sammlerwert: Erhabenheitsrate +<hex:022003E80203> % (↑)"
26,"Sammlerwert +<hex:022003E80203> (↑)"
27,"Fachkundige Lese: Effektchance +<hex:022003E80203> (↑)"
28,"Prüfender Blick: Effektstärke +<hex:022003E80203> (↑)"
29,"Intuition: Effektstärke +<hex:022003E80203> (↑)"
30,"Sammlerwert +<hex:022003E80203>"
31,"Fachkundige Lese: Effektchance +<hex:022003E80203>"
32,"Prüfender Blick: Effektstärke +<hex:022003E80203>"
33,"Intuition: Effektstärke +<hex:022003E80203>"
