key,0,1,2,3,4,5
#,TYPE,PARAM,LINK,Text,,
offset,12,16,20,0,4,8
Int32,UInt32,UInt32,UInt32,String,String,String
0,0,0,0,"","",""
1,0,0,0,"Start","",""
2,0,0,0,"Konfiguration","",""
3,0,0,0,"Eröffnungssequenz","",""
4,0,0,0,"Credits","",""
5,0,0,0,"","",""
6,0,0,0,"Controller konfigurieren?<hex:02100103>※ Die Einstellungen können jederzeit in der Systemkonfiguration geändert werden.","",""
7,0,0,0,"Ja","",""
8,0,0,0,"Nein","",""
9,0,0,0,"","",""
10,0,0,0,"DIENST-ACCOUNT","",""
11,0,0,0,"Wähle einen Dienst-Account.","",""
12,0,0,0,"Version des Spiels: <hex:022903EA0203>(<hex:022903EA0303>)<hex:02081DE1E80401FF15> - ex<hex:022003E80403> : <hex:022903EA0503><hex:FF01><hex:03>","",""
13,0,0,0,"<hex:024804F201F403><hex:024904F201F503>Achtung:<hex:0249020103><hex:0248020103> Du spielst mit niedriger Auflösung (480p/i 576p/i).<hex:02100103>Wir empfehlen eine Auflösung von 720p.","",""
14,0,0,0,"","",""
15,0,0,0,"Ok","",""
16,0,0,0,"Abbrechen","",""
17,0,0,0,"Wähle die Merkmale, die du ändern möchtest, aus der Liste rechts aus. „???“ stehen für unbestätigte Merkmale.","",""
18,0,0,0,"Wähle die Merkmale, die du ändern möchtest, aus der Liste rechts aus und bestätige sie mit Ok.","",""
19,0,0,0,"Wähle die Merkmale, die du ändern möchtest, aus der Liste rechts aus. „???“ stehen für unbestätigte Merkmale. Bestätige das Aussehen, um die Anpassungen zu über<hex:02160103>nehmen.","",""
20,0,0,0,"Charakter löschen","",""
21,0,0,0,"<hex:022903EA0203> löschen?<hex:02100103>Bitte beachte, dass im Falle einer Löschung alle Gegenstände, Gil und angeheuerte Gehilfen, die noch im Besitz dieses Charakters sind, verloren gehen.<hex:02100103>Sollte es sich bei dem Charakter um einen Meister einer Freien Ge<hex:02160103>sell<hex:02160103>schaft handeln und kein rechtmäßiger Nachfolger existieren, wird die Freie Ge<hex:02160103>sell<hex:02160103>schaft automatisch aufgelöst und alle mit ihr assoziierten Grundstücke und Besitztümer gehen ebenfalls verloren.","",""
22,0,0,0,"Ja, mit der Löschung fortfahren.","",""
23,0,0,0,"Namen ändern","",""
24,0,0,0,"Namen des Gehilfen ändern","",""
25,0,0,0,"Mit <hex:022903EA0203> einloggen?","",""
26,0,0,0,"Um dich mit diesem Charakter einloggen zu können, musst du seinen Namen ändern.","",""
27,0,0,0,"<hex:0208AEE1E80201FF55>Bitte ändere den Namen des Charakters, nachdem die Charakterdaten abgerufen wurden.<hex:FF52>Um dich mit diesem Charakter einloggen zu können, musst du seinen Namen ändern.<hex:03>","",""
28,0,0,0,"Charakternamen in <hex:022903EA0203> ändern?","",""
29,0,0,0,"Gehilfennamen in <hex:022903EA0203> ändern?","",""
30,0,0,0,"Neuer Charakter","",""
31,0,0,0,"Die Charaktererschaffung abbrechen? Die aktuellen Einstellungen werden nicht gespeichert.","",""
32,0,0,0,"Ein neues Spiel mit diesem Charakter beginnen?","",""
33,0,0,0,"Einen neuen Charakter erschaffen?","",""
34,0,0,0,"","",""
35,0,0,0,"<hex:022003E80203>/<hex:022003E80303>","",""
36,0,0,0,"Areal","",""
37,0,0,0,"<hex:022003E80303>. Sonne im <hex:02098DE802FF09>1. Licht<hex:FF0C>1. Schatten<hex:FF09>2. Licht<hex:FF0C>2. Schatten<hex:FF09>3. Licht<hex:FF0C>3. Schatten<hex:FF09>4. Licht<hex:FF0C>4. Schatten<hex:FF09>5. Licht<hex:FF0C>5. Schatten<hex:FF09>6. Licht<hex:FF0C>6. Schatten<hex:03>mond","",""
38,0,0,0,"（<hex:022003E80303>.<hex:022003E80203>.）","",""
39,0,0,0,"","",""
40,0,0,0,"1. Lichtmond","",""
41,0,0,0,"1. Schattenmond","",""
42,0,0,0,"2. Lichtmond","",""
43,0,0,0,"2. Schattenmond","",""
44,0,0,0,"3. Lichtmond","",""
45,0,0,0,"3. Schattenmond","",""
46,0,0,0,"4. Lichtmond","",""
47,0,0,0,"4. Schattenmond","",""
48,0,0,0,"5. Lichtmond","",""
49,0,0,0,"5. Schattenmond","",""
50,0,0,0,"6. Lichtmond","",""
51,0,0,0,"6. Schattenmond","",""
52,0,0,0,"","",""
53,0,0,0,"<hex:022003E80403>. Sonne im <hex:02098DE803FF09>1. Licht<hex:FF0C>1. Schatten<hex:FF09>2. Licht<hex:FF0C>2. Schatten<hex:FF09>3. Licht<hex:FF0C>3. Schatten<hex:FF09>4. Licht<hex:FF0C>4. Schatten<hex:FF09>5. Licht<hex:FF0C>5. Schatten<hex:FF09>6. Licht<hex:FF0C>6. Schatten<hex:03>mond","",""
54,0,0,0,"","",""
55,0,0,0,"","",""
56,0,0,0,"<hex:022903EA0203><hex:020833E3E80308FF2B><hex:020927E803FF01><hex:FF09>(LEGACY)<hex:FF01><hex:FF09>(LEGACY)<hex:FF01><hex:FF09>(LEGACY)<hex:03><hex:FF01><hex:03>","",""
57,0,0,0,"Liste der Welten wird erstellt ...","",""
58,0,0,0,"Liste der Welten konnte nicht erstellt werden ...","",""
59,0,0,0,"Die Welten werden aktualisiert. Danach kannst du sie erst nach <hex:022003E80203> Minute<hex:02080AE4E80202FF01><hex:FF02>n<hex:03> erneut aktualisieren.","",""
60,0,0,0,"Du hast keinen freien Charakter-Slot für dieses Spielerkonto. Um einen neuen Charakter zu erschaffen, musst du erst einen bestehenden löschen. Wähle dazu im Untermenü des zu löschenden Charakters den Befehl „Löschen“.","",""
61,0,0,0,"Du hast die Obergrenze an verfügbaren Charakter-Slots pro Weltenserver erreicht. Um einen neuen Charakter zu erschaffen, musst du erst einen bestehenden löschen. Wähle dazu im Untermenü des zu löschenden Charakters den Befehl „Löschen“.","",""
62,0,0,0,"Diese Welt ist bereits voll. Bitte wähle eine andere.","",""
63,0,0,0,"In dieser Welt können keine neuen Charaktere mehr erschaffen werden. Du kannst warten, bis wieder Platz frei wird, oder es in einer anderen Welt versuchen.","",""
64,0,0,0,"Du kannst diesen Charakter mit deinem momentanen Konto nicht benutzen.","",""
65,0,0,0,"Du hast einmalig die Gelegenheit, das Volk, den Stamm, das Geschlecht, das Aussehen und den Namen deines Charakters zu ändern.","",""
66,0,0,0,"<hex:0208C3E1E80201FF53>Bitte ändere den Namen des Gehilfen, nachdem die Charakterdaten abgerufen wurden.<hex:FF69>Um dich mit diesem Charakter einloggen zu können, musst du zunächst den Namen deines Gehilfen ändern.<hex:03>","",""
67,0,0,0,"Wenn du willst, kannst du das Volk, Geschlecht und Aussehen deines Charakters verändern. <hex:02081EE1E80201FF16>(Noch <hex:022003E80203> Minuten)<hex:FF01><hex:03>","",""
68,0,0,0,"Du kannst dich nicht einloggen, weil für dein momentanes Areal „<hex:02280FFF0A>ExVersion<hex:E8020103>“ erforderlich ist.","",""
69,0,0,0,"Du kannst Volksstamm, Geschlecht und Aussehen nicht ändern, weil für dein momentanes Areal „<hex:02280FFF0A>ExVersion<hex:E8020103>“ erforderlich ist.","",""
70,0,0,0,"Um dich mit diesem Charakter aus Version 1.x einzuloggen, musst du zunächst eine Klasse der Krieger oder Magier festlegen, mit der du das Spiel beginnen möchtest.","",""
71,0,0,0,"Ok","",""
72,0,0,0,"Abbrechen","",""
73,0,0,0,"Du hast dich entschieden, FINAL FANTASY XIV als <hex:02280EFF09>ClassJob<hex:E8020103> zu beginnen. Dein neues Abenteuer startet in <hex:02280AFF05>Town<hex:E8030103>.","",""
74,0,0,0,"Ok","",""
75,0,0,0,"Abbrechen","",""
76,0,0,0,"Um dich mit diesem Charakter aus Version 1.x einzuloggen, musst du zunächst eine Klasse der Krieger oder Magier festlegen, mit der du das Spiel beginnen möchtest. Du hast zudem einmalig die Gelegenheit, Volk, Volksstamm, Geschlecht, Aussehen und Namen deines Charakters zu ändern.","",""
77,0,0,0,"Jetzt ändern","",""
78,0,0,0,"Später ändern","",""
79,0,0,0,"Charakter umgestalten","",""
80,0,0,0,"Neuen Charakter mit zuvor erstelltem Aussehen erschaffen.","",""
81,0,0,0,"Aussehen des Charakters speichern","",""
82,0,0,0,"Aussehen des Charakters laden","",""
83,0,0,0,"Um den Login-Prozess so reibungslos wie möglich zu gestalten, werden die Charakterdaten vereinfacht dargestellt.<hex:02100103>Möchtest du das Aussehen deines Charakters oder dessen Namen ändern, benutze im Untermenü den Befehl „Charakterdaten abrufen“.","",""
84,0,0,0,"Willkommen in Eorzea!<hex:02100103>Beginne dein Abenteuer, indem du einen neuen Charakter erschaffst.","",""
85,0,0,0,"Fortfahren","",""
86,0,0,0,"Willkommen in Eorzea!<hex:02100103>Beginne dein Abenteuer, indem du einen vorhandenen Charakter auswählst oder einen neuen erschaffst.<hex:02100103>Du hast derzeit <hex:022003E80303> <hex:02081CE4E80302FF0A>Charakter<hex:FF0B>Charaktere<hex:03> auf <hex:022903EA0203>. Über die Schaltfläche „Welt auswählen“ oben rechts im Bildschirm kannst du eine andere Welt auswählen.","",""
87,0,0,0,"Fortfahren","",""
88,0,0,0,"Wähle eine Welt.","",""
89,0,0,0,"","",""
90,0,0,0,"","",""
91,0,0,0,"","",""
92,0,0,0,"","",""
93,0,0,0,"","",""
94,0,0,0,"","",""
95,0,0,0,"Du wirst mit <hex:022903EA0203> eingeloggt.<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Du befindest dich momentan nicht auf deiner Stammwelt. Von einem Ätherythen in den Städten Limsa Lominsa, Gridania und Ul'dah kannst du über die Option „Weltenreise“ auf deine Stammwelt zurückkehren.<hex:0249020103><hex:0248020103>","",""
96,0,0,0,"Du wirst mit <hex:022903EA0203> eingeloggt.<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Du befindest dich momentan nicht auf dem Datenzentrum deiner Stammwelt. Um dorthin zurückzukehren, wähle vor dem Einloggen im Untermenü des Charakters die Option „Zurückkehren“ aus.<hex:0249020103><hex:0248020103>","",""
97,0,120,0,"","",""
98,0,0,0,"","",""
99,0,0,0,"<hex:02100103><hex:02100103>Attribute zu Beginn des Spiels: STR <hex:022003E80203> / GES <hex:022003E80403> / KON <hex:022003E80303> / INT <hex:022003E80503> / WLK <hex:022003E80603>","",""
100,0,0,0,"? ? ?","",""
101,0,0,0,"Volk & Geschlecht","種族",""
102,0,0,0,"Volksstamm","部族",""
103,0,0,0,"Geschlecht","性別",""
104,0,0,0,"Aussehen","ルックス",""
105,0,0,0,"Namenstag","誕生日",""
106,0,0,0,"Schutzgottheit","守護神",""
107,0,0,0,"Klasse","クラス",""
108,0,0,0,"Stammwelt","ワールド",""
109,0,0,0,"Name","名前",""
110,0,0,0,"Hyuran<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Die Hyuran sind in der Vergangenheit in drei großen Völkerwanderungen 
von den umliegenden Kontinenten und Inseln nach Eorzea geströmt 
und bilden nun den größten Teil der Bevölkerung. Sie waren die 
treibende Kraft hinter der rapiden kulturellen Entfaltung Eorzeas. 
Begründet in der Unterschiedlichkeit ihrer Herkunftsgebiete liegt 
sowohl ihre facettenreiche Persönlichkeit als auch ihr schwach 
ausgeprägtes Volksbewusstsein. Ihr freiheitsliebendes Naturell 
ist ihnen allen jedoch gemein."
111,0,0,0,"","",""
112,0,0,0,"Elezen<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Die Elezen sind stolze Nomaden, die sich selbst als Auserkorene 
der Götter betrachten. Mit ihren großen, schlanken Körpern und 
langen Gliedmaßen hatten sie als ursprüngliche Einwohner Eorzeas 
eine Vormachtstellung inne - nebenbei leben sie auch etwas länger 
als beispielsweise die Hyuran. Doch vorbei sind die Zeiten, in denen 
sie verbittert mit den Hyuran kämpften, als diese in ihr Territorium 
eindrangen. Heute akzeptiert man sich unter dem Motto 
„Leben und leben lassen“."
113,0,0,0,"","",""
114,0,0,0,"Lalafell<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Ihr kindliches Aussehen macht es nicht gerade einfach, ihr Alter 
zu schätzen, aber ungeachtet ihrer kleinen Statur sind die Lalafell 
unglaublich flink zu Fuß. Früher lebten sie als Ackerbau betreibende 
Stämme auf den südlichen Inseln, doch der Handel ließ sie immer 
weiter ins Innere Eorzeas vorstoßen. Sie sind freundlich und mitteilsam
und unterhalten zu allen Völkern gute Beziehungen."
115,0,0,0,"","",""
116,0,0,0,"Miqo'te<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Sie sind die Nachfahren eines Volkes von Jägern und Sammlern, 
die im Zeitalter des langen Eises die zugefrorenen Meere überquerten. 
Dank ihres scharfen Geruchssinns und ihrer starken Beine sind sie 
zum Jagen prädestiniert. Sie bilden in Eorzea nicht nur eine Minderheit, 
sondern leben auch häufig als Einzelgänger, da sie wie Raubkatzen 
eigene Reviere beanspruchen. Bei männlichen Miqo'te ist dieses 
Verhalten besonders ausgeprägt."
117,0,0,0,"","",""
118,0,0,0,"Roegadyn<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Die Roegadyn sind kaum zu übersehen: Ihre stämmigen Körper 
strotzen nur so vor Muskeln, und sich gegenseitig in Tollkühnheit zu übertreffen, 
gehört zu ihren Bräuchen. Die Vorfahren der Roegadyn nannten 
das Nordmeer ihr Zuhause, bis eine große Zahl ihre Schiffe nach 
Süden, nach Eorzea lenkte. Manche sehen sie als barbarisches Volk, 
doch vielleicht sollte man vielmehr ihre Zuverlässigkeit und 
unerschütterliche Loyalität würdigen - Eigenschaften, dank derer viele 
der größten Krieger der Geschichte aus ihren Reihen hervorgingen."
119,0,0,0,"","",""
120,0,0,0,"Wiesländer","","Der Volksstamm der Wiesländer macht die große Mehrheit im 
Volk der Hyuran aus. Man kann sie in ganz Eorzea antreffen, 
besonders in den großen Städten, wo sie für die 
verschiedensten Gilden aktiv sind."
121,0,0,0,"","",""
122,0,0,0,"Hochländer","","Den Namen erhielt der Volksstamm, weil er sich im Hochland 
von Gyr Abania niederließ und dort in Bergfestungen für 
geraume Zeit sein Dasein fristete. Im Allgemeinen sind die 
Hochländer - gestählt durch das harte Bergleben - größer 
und muskulöser als die ihnen verwandten Wiesländer. 
Nach dem Fall Ala Mhigos flohen viele von ihnen ins Exil 
nach Ul'dah, wo sie sich meist als Söldner verdingen."
123,0,0,0,"","",""
124,0,0,0,"Erlschatten","","Dieser Volksstamm lebte in alten Zeiten zurückgezogen in 
der Tiefe der Wälder, doch viele von ihnen findet man nun 
in Ishgard und Gridania, in den Städten, an deren Gründung 
sie beteiligt waren. Oftmals können sie etwas arrogant oder 
schulmeisterlich wirken, doch in Wahrheit lieben Erlschatten 
einfach die Ordnung. Sie haben Grundsätze und hohe Ideale, 
und an diesen halten sie fest."
125,0,0,0,"","",""
126,0,0,0,"Dunkelalben","","Seit vielen Jahrhunderten führen die Dunkelalben ein 
Schattendasein in den dämmrigen Höhlen der Waldgebiete 
Eorzeas. Bei der Gründung Gridanias trennten sich ihre 
Wege von denen der Erlschatten - die Dunkelalben folgten 
ihnen nicht in die Stadt. Sie verachten das „geschäftige Treiben“ 
sogar des vergleichsweise ruhigen Gridania und es liegt in 
ihrer einzelgängerischen Natur, dass ihnen jede Bindung 
und Einschränkung aufs Äußerste widerstrebt."
127,0,0,0,"","",""
128,0,0,0,"Halmlinge","","Die Halmlinge haben sich in den weiten Ebenen von La Noscea 
niedergelassen. Viele widmen sich der Landwirtschaft, doch es 
ist auch nicht ungewöhnlich, sie in Limsa Lominsa anzutreffen, 
wo sie als Fischer und Matrosen arbeiten. Sie sind unbekümmerte 
Gesellen, doch sie haben auch oft ihre eigenen Vorstellungen - 
und die können sie auch durchsetzen, wenn es darauf ankommt."
129,0,0,0,"","",""
130,0,0,0,"Sandlinge","","Die Sandlinge kommen aus der flirrenden Hitze der Wüsten 
von Thanalan. Sie waren es, die Ul'dah mit eigenen Händen 
aufgebaut haben, und zu einem guten Teil sind sie auch die 
Begründer des Reichtums der Stadt. Ihre Spontaneität und 
ihre praktische Veranlagung ergänzen ihren untrüglichen 
Geschäftssinn hervorragend und lassen sie eine günstige 
Gelegenheit sofort beim Schopf packen."
131,0,0,0,"","",""
132,0,0,0,"Goldtatzen","","Die Miqo'te dieses Volksstammes haben sich diesen Namen selbst gegeben - 
offenbar deswegen, weil viele von ihnen Anhänger der Sonnengöttin 
Azeyma sind. Am häufigsten trifft man Goldtatzen in Einöden
wie der Sagolii-Wüste an, aber sie leben auch in den Städten, 
viele von ihnen in Limsa Lominsa."
133,0,0,0,"","",""
134,0,0,0,"Mondstreuner","","Wie die ihnen verwandten Goldtatzen haben die Mondstreuner 
diesen Namen selbst gewählt, weil viele von ihnen Anhänger 
der Mondgöttin Menphina sind. Viele Mondstreuner leben im 
Finsterwald, fernab der Zivilisation, wo sie nachts auf Jagd gehen. 
Trotz ihres schlechten Rufs als Wilderer siedeln in letzter Zeit 
immer mehr von ihnen nach Gridania um."
135,0,0,0,"","",""
136,0,0,0,"Seewölfe","","Die Seewölfe waren einst brutale Piraten von den Inseln 
hoch oben im Nordmeer, die die Küstenbewohner in Angst 
und Schrecken versetzten. Nach ihrer Ankunft in Eorzea aber 
besannen sie sich auf ihre friedfertigen Wurzeln, sodass 
die meisten heute als Fischer oder Fährleute ihren Unterhalt 
verdienen. In ihrer Namensgebung bewahren sie aber das 
Andenken an ihre Wurzeln, denn stets wählen sie dafür 
Wörter aus der Sprache ihrer Vorfahren."
137,0,0,0,"","",""
138,0,0,0,"Lohengarde","","Der kleine Volksstamm der Lohengarde lebt seit Generationen 
in den zerklüfteten Bergen im Norden von Abalathias Rückgrat. 
Der ungewöhnliche Lebensraum und ihre rotbraune Hautfarbe 
brachten ihnen den Namen Lohengarde ein. Dass sie sich meist 
leicht zu merkende Namen geben, darf man wohl als Zugeständnis 
an ihre Arbeitgeber betrachten, denn traditionell verdingen sich 
sehr viele Angehörige der Lohengarde als Söldner. Sicher ist es 
nicht zuletzt ihr beeindruckender Körperbau, der ihnen für ihre 
Dienste als Gardisten und Leibwächter höchste Wertschätzung sichert."
139,0,0,0,"","",""
