key,0,1
#,,
offset,4,0
Int32,UInt8,String
0,0,""
1,7,"Quallen oder Krabben fangen"
2,5,"Fische mit Rang ★★★ oder höher fangen"
3,3,"●★★★★を3匹釣る。"
4,34,"Fische mit schwachem Zug fangen (!)"
5,18,"Fische mit starkem Zug fangen (!!)"
6,6,"Fische mit extremem Zug fangen (!!!)"
7,5,"Haie fangen"
8,5,"Fische mit Rang ★★★ oder höher fangen"
9,3,"●★★★★を3匹釣る。"
10,34,"Fische mit schwachem Zug fangen (!)"
11,11,"Fische mit starkem Zug fangen (!!)"
12,13,"Fische mit extremem Zug fangen (!!!)"
13,13,"Krabben fangen"
14,5,"Fische mit Rang ★★★ oder höher fangen"
15,3,"●★★★★を3匹釣る。"
16,31,"Fische mit schwachem Zug fangen (!)"
17,27,"Fische mit starkem Zug fangen (!!)"
18,5,"Fische mit extremem Zug fangen (!!!)"
19,13,"Kugelfische fangen"
20,5,"Fische mit Rang ★★★ oder höher fangen"
21,3,"●★★★★を3匹釣る。"
22,39,"Fische mit schwachem Zug fangen (!)"
23,18,"Fische mit starkem Zug fangen (!!)"
24,8,"Fische mit extremem Zug fangen (!!!)"
25,19,"Garnelen oder Tintenfische fangen"
26,5,"Fische mit Rang ★★★ oder höher fangen"
27,41,"Fische mit schwachem Zug fangen (!)"
28,26,"Fische mit starkem Zug fangen (!!)"
29,7,"Fische mit extremem Zug fangen (!!!)"
30,17,"Garnelen oder Schalentiere fangen"
31,5,"Fische mit Rang ★★★ oder höher fangen"
32,49,"Fische mit schwachem Zug fangen (!)"
33,16,"Fische mit starkem Zug fangen (!!)"
34,8,"Fische mit extremem Zug fangen (!!!)"
35,13,"Fangschreckenkrebse oder Urzeittiere fangen"
36,5,"Fische mit Rang ★★★ oder höher fangen"
37,30,"Fische mit schwachem Zug fangen (!)"
38,22,"Fische mit starkem Zug fangen (!!)"
39,9,"Fische mit extremem Zug fangen (!!!)"
