key,0,1,2,3,4,5
#,Name,Description,Icon,IconStatus,UnlockLink,Sort
offset,0,4,8,12,16,18
Int32,String,String,Int32,Int32,UInt16,UInt8
0,"","",0,0,0,0
1,"","",0,0,0,0
2,"Fortschicken","Lässt deinen Mitstreiter wieder seiner Wege gehen.",901,214001,18,1
3,"Mitkommen","Befiehlt deinem Mitstreiter, nicht von deiner Seite zu weichen.",902,214002,18,2
4,"Freie Haltung","Befiehlt deinem Mitstreiter, unter Einsatz all seiner Techniken an deiner Seite zu kämpfen.",906,214006,18,3
5,"Verteidigen","Befiehlt deinem Mitstreiter, dich mit stärkenden Verteidiger-Kommandos zu unterstützen.",903,214003,18,4
6,"Angreifen","Befiehlt deinem Mitstreiter, seine Angreifer-Kommandos einzusetzen.",904,214004,18,6
7,"Heilen","Befiehlt deinem Mitstreiter, sich nur auf seine Heiler-Kommandos zu konzentrieren.",905,214005,18,5
