key,0,1,2,3
#,IsVisible,Score,Name,Description
offset,12,8,0,4
Int32,PackedBool0,Int32,String,String
0,False,0,"",""
1,True,15000,"Eile statt Weile","Schneller als die Idealzeit."
2,True,5000,"Weile statt Eile","Schneller als die Mindestzeit."
3,True,3000,"10 Blaue Wunder","2 bis 10 unterschiedliche Sprüche benutzt."
4,True,10000,"4 Blaue Wunder","2 bis 4 unterschiedliche Sprüche benutzt."
5,True,20000,"Keinen Kratzer","Keinen Schaden erlitten."
6,True,15000,"Hart im Nehmen","Keine LP geheilt."
7,True,1000,"Modus Interruptus","Einen gegnerischen Angriff unterbrochen."
8,True,3000,"Ein Spaziergang im Blauen","Keinen Sprint eingesetzt."
9,True,10000,"Herrscher über das Feuer","Nur feuerbasierte oder neutrale Zauber benutzt."
10,True,10000,"Herrscher über das Wasser","Nur wasserbasierte oder neutrale Zauber benutzt."
11,True,10000,"Herrscher über die Erde","Nur erdbasierte oder neutrale Zauber benutzt."
12,True,10000,"Herrscher über den Wind","Nur windbasierte oder neutrale Zauber benutzt."
13,True,10000,"Herrscher über das Eis","Nur eisbasierte oder neutrale Zauber benutzt."
14,True,10000,"Herrscher über den Blitz","Nur blitzbasierte oder neutrale Zauber benutzt."
15,True,15000,"Herrscher über die Sechs Elemente","Alle 6 verschiedenen Elemente eingesetzt."
16,True,20000,"Herrscher über Alles","Alle 6 verschiedenen Elemente und alle 3 Schadensarten (Hieb, Stich, Schlag) eingesetzt."
17,True,5000,"Negative Erfahrung","6 oder mehr negative Status auf den Gegner angewendet."
18,True,12000,"Negativste Erfahrung","9 oder mehr negative Status auf den Gegner angewendet."
19,True,15000,"Schmerzen müssen sein","Nur Zauber mit physischem Schaden benutzt."
20,True,15000,"Zaubermeister","Nur Zauber der Ränge 4 und 5 benutzt."
21,True,15000,"Zauberlehrling","Nur Zauber der Ränge 1 und 2 benutzt."
22,True,10000,"Gesichter des Todes","4 oder mehr Angriffe ausgeführt, die vom Gesicht ausgehen."
23,False,20000,"Amajina Spezial",""
24,False,-30000,"Einfallslos",""
25,False,20000,"Sechsfaltigkeit der Primae",""
26,False,50000,"Schlächter der Arena",""
27,False,50000,"Tag der Tentakel",""
28,False,80000,"Das perfekte Blau",""
29,True,20000,"Gesichter des Todes II","8 oder mehr Angriffe ausgeführt, die vom Gesicht ausgehen."
30,True,10000,"Heile heile machen","Vitakupo, Exuviation und Weißer Wind benutzt."
31,False,25000,"Alexander-Manie",""
32,False,80000,"Blauer Erdseim",""
33,False,80000,"Reines Blau",""
34,False,80000,"Güldenes Blau",""
