key,0,1
#,,Expac
offset,4,0
Int32,UInt8,String
0,0,""
1,2,"Heavensward"
2,3,"Stormblood"
3,4,"Shadowbringers"
4,1,"Raids"
5,2,"Allianz-Raids"
6,3,"Prüfungen"
7,1,"Hildibrands Fälle"
8,3,"Sankt Endalim-Theologikum"
9,2,"Hauptszenario (Epilog)"
10,2,"Zimmerer"
11,3,"Grobschmied"
12,4,"Plattner"
13,5,"Goldschmied"
14,6,"Gerber"
15,7,"Weber"
16,8,"Alchemist"
17,9,"Gourmet"
18,2,"Minenarbeiter"
19,3,"Gärtner"
20,4,"Fischer"
21,1,"Gladiator/Paladin"
22,2,"Marodeur/Krieger"
23,1,"Druide/Weißmagier"
24,22,"Hermetiker/Beschwörer"
25,1,"Faustkämpfer/Mönch"
26,2,"Pikenier/Dragoon"
27,3,"Schurke/Ninja"
28,11,"Waldläufer/Barde"
29,21,"Thaumaturg/Schwarzmagier"
30,1,"A Realm Reborn"
31,3,"Dunkelritter"
32,4,"Revolverklinge"
33,2,"Gelehrter"
34,3,"Astrologe"
35,4,"Samurai"
36,12,"Maschinist"
37,13,"Tänzer"
38,0,""
39,23,"Rotmagier"
40,99,"Blaumagier (beschränkter Job)"
41,0,"Verteidiger"
42,0,"Heiler"
43,0,"Angreifer"
44,5,"Rollenaufträge"
45,8,"Das Schicksal des Nichts"
46,5,"Endwalker"
47,4,"Weiser"
48,5,"Schnitter"
49,9,"Unstete Gewölbe"
50,10,"Chronik der Siebten Katastrophe"
51,11,"Tatarus Wohlstandsmanufaktur"
52,6,"Dawntrail"
53,6,"Viper"
54,24,"Piktomant"
55,4,"Rollenaufträge: Auftakt"
56,1,"Handwerker-Aufträge"
57,1,"Sammler-Aufträge"
58,6,"Aufträge der Handwerker und Sammler: Auftakt"
59,7,"Zusatzaufträge der Handwerker und Sammler: Auftakt"
