key,0,1,2
#,Image,Text,NpcName
offset,8,0,4
Int32,UInt32,String,String
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"Der Wieder<hex:02160103>aufbau der Himmelsstadt hat nunmehr offiziell begonnen.","Francel"
6,0,"Der Wieder<hex:02160103>aufbau der Himmelsstadt hat nunmehr offiziell begonnen.","Francel"
7,0,"Die Hauptannahmestelle ist hiermit eröffnet!","Potkin"
8,0,"Die Hauptannahmestelle ist hiermit eröffnet!","Potkin"
9,0,"Schaffen wir uns ein wahres Handwerkerparadies!","Lizbeth"
10,0,"Schaffen wir uns ein wahres Handwerkerparadies!","Lizbeth"
11,0,"Der Platz der Habenichtse wurde vollständig wiederaufgebaut!","Francel"
12,70301,"An alle Helferinnen und Helfer,<hex:02100103><hex:02100103>Mein Name ist Francel Haillenarte und ich bekleide das Amt des Generaldirektors dieses Projekts. Dank eurer vielen Mühen hat der Wieder<hex:02160103>aufbau der Himmelsstadt offiziell begonnen. Momentan richten sich all unsere Bestrebungen auf den Platz der Habenichtse, das Forum gleich am Eingang der Himmelsstadt. Nach dessen Fertigstellung wird er als der offizielle Knotenpunkt für alle Handwerker und Sammler dienen. Damit bildet der Platz der Habenichtse auch die Basis für zukünftige Projekte und eine zügige Fertigstellung hat oberste Priorität. Ich danke allen Helferinnen und Helfern aus tiefstem Herzen.<hex:02100103><hex:02100103>Francel Haillenarte",""
13,70302,"Sobald wir genügend Material gesammelt haben, können wir mit dem Aufbauprojekt der ersten Phase beginnen. Der Arbeitsablauf eines solchen Projekts gestaltet sich wie folgt:<hex:02100103><hex:02100103>1. Materialien von einem Materialstapel holen<hex:02100103>2. Die Materialien an einer Werkbank verarbeiten<hex:02100103>3. Die fertigen Erzeugnisse zu einer Baustelle bringen<hex:02100103><hex:02100103>Und das war's auch schon.<hex:02100103><hex:02100103>Grüße<hex:02100103>Augebert",""
14,70303,"Hier spricht (be<hex:02160103>ziehungs<hex:02160103>weise schreibt) Potkin von der Hauptannahmestelle!<hex:02100103><hex:02100103>Ich danke allen Helferinnen und Helfern herzlich für die Unterstützung zum Aufbau der Ostseite unseres Platzes. Endlich kann ich alle Lieferungen mit einem Dach über dem Kopf entgegennehmen. Nun wollen wir uns jedoch auch um die Westseite kümmern und planen dort ähnliche Einrichtungen zu errichten. Demnach bitte ich auch weiterhin um tatkräftige Unterstützung!<hex:02100103><hex:02100103>Vielen Dank<hex:02100103>Potkin",""
15,70304,"Und auf ein Neues, meine Lieben. Sobald wir genügend Material gesammelt haben, können wir mit dem Aufbauprojekt der zweiten Phase beginnen. Der Arbeitsablauf ist genau derselbe wie beim letzten Mal:<hex:02100103><hex:02100103>1. Benötigte Materialien von einem Materialstapel holen<hex:02100103>2. Die Materialien an einer Werkbank verarbeiten<hex:02100103>3. Die fertigen Erzeugnisse zu einer Baustelle bringen<hex:02100103><hex:02100103>Und das war's auch schon.<hex:02100103><hex:02100103>Grüße<hex:02100103>Augebert",""
16,70305,"Liebe Helferinnen und Helfer,<hex:02100103><hex:02100103>Vielen Dank für eure harte Arbeit! Der Platz der Habenichtse ist der Dreh- und Angelpunkt unseres gesamten Wieder<hex:02160103>aufbauprojektes. Daher haben wir es uns zum Ziel gesetzt, ihn zu <hex:021A020203>der<hex:021A020103> perfekten Arbeitsumgebung für all unsere fleißigen Unterstützerinnen und Unterstützer zu machen!<hex:02100103><hex:02100103>Insbesondere wünschen wir uns mehr Licht und weitere Anschlagtafeln. Dafür benötigen wir selbst<hex:02160103>verständ<hex:02160103>lich haufenweise Baumaterial und bitten abermals um tatkräftige Mithilfe!<hex:02100103><hex:02100103>Lizbeth",""
17,70306,"Willkommen in der dritten Phase. Diesmal zwei Projekte:<hex:02100103><hex:02100103><hex:021A020203>Erhaltung des Wachfeuers<hex:021A020103><hex:02100103>1. Materialien von einem Materialstapel holen<hex:02100103>2. Brennstoff an einer der Werkbänke herstellen<hex:02100103>3. Den Brennstoff ins Feuer legen<hex:02100103><hex:02100103><hex:021A020203>Zusätzliche Anschlagtafeln<hex:021A020103><hex:02100103>1. Materialien von einem Materialstapel holen<hex:02100103>2. Die Materialien an einer Werkbank verarbeiten<hex:02100103>3. Die fertigen Erzeugnisse zu einer Baustelle bringen<hex:02100103><hex:02100103>Augebert",""
18,70307,"Ich darf mit Freuden verkünden, dass der Wieder<hex:02160103>aufbau des Platzes der Habenichtse vollständig abgeschlossen ist. Ich danke allen Helferinnen und Helfern vielmals für ihre Mühen<hex:021D0103>- ohne die vielen Lieferungen und handwerklichen Meisterleistungen hätten wir es niemals bis hierher geschafft. Nun bitte ich um Geduld, bis das nächste Großprojekt beschlossen ist. Auch dann werden wir wieder auf vielseitige Unterstützung angewiesen sein, um diese Stadt zu neuem Leben zu erwecken.<hex:02100103><hex:02100103>Auf eine Himmelsstadt, die jedem ein Zuhause ist.<hex:02100103>Auf eine Himmelsstadt, auf die wir stolz sein können.<hex:02100103><hex:02100103>Francel Haillenarte",""
