key,0,1,2,3,4,5
#,LogKind,DisplayFlags,,Duration,,Text
offset,4,6,8,9,10,0
Int32,UInt16,UInt16,UInt8,UInt8,PackedBool0,String
0,0,0,0,0,False,""
1,57,1,0,0,False,"Du hast <hex:020842E4EB02EB03FF1D><hex:02091905FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802050203><hex:EB0303><hex:03> in die Gruppe eingeladen."
2,57,1,0,0,False,"Die Einladung in die Gruppe von <hex:020842E4EB02EB03FF1D><hex:02091904FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802040203><hex:EB0303><hex:03> wurde abgebrochen."
3,57,33,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> hat dich in eine Gruppe eingeladen."
4,57,1,0,0,False,"Du hast die Gruppe verlassen."
5,57,1,0,0,False,"Die Gruppe wurde aufgelöst."
6,0,0,0,0,False,""
7,0,0,0,0,False,""
8,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> steht nun auf der Schwarzen Liste."
9,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> wurde von der Schwarzen Liste entfernt."
10,57,33,0,0,False,"Du hast <hex:020842E4EB02EB03FF1D><hex:02091904FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802040203><hex:EB0303><hex:03> eine Freund<hex:02160103>schaftsanfrage gesendet."
11,57,33,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> hat dir eine Freund<hex:02160103>schaftsanfrage gesendet."
12,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> wurde von der Freundesliste entfernt."
13,57,1,0,0,False,"Du hast <hex:020842E4EB02EB03FF1D><hex:02091905FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802050203><hex:EB0303><hex:03> in den Kontaktkreis „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ eingeladen."
14,57,33,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> hat dich in den Kontaktkreis „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ eingeladen."
15,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> ist nun ein Anführer des Kontaktkreises „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“."
16,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> ist nicht länger ein Anführer des Kontaktkreises „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“."
17,57,1,0,0,False,"Du hast den Kontaktkreis „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ verlassen."
18,57,33,0,0,False,"Der Kontaktkreis „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ wurde aufgelöst."
19,57,1,0,0,False,"<hex:020842E4EB02EB03FF1D><hex:02091902FF03>du<hex:FF07>deiner<hex:FF04>dir<hex:FF05>dich<hex:03><hex:FF1D><hex:020819E908FF13><hex:02320FFF07>ObjStr<hex:03E90802020203><hex:EB0303><hex:03> wurde aus dem Kontaktkreis „<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>“ entfernt."
