key,0,1,2,3,4,5
#,SortKey,PlaceName,Location,Name0,Name1,Name2
offset,20,12,16,0,4,8
Int32,UInt8,Int32,Int32,String,String,String
0,0,0,0,"Deaktiviert","無効","無効"
1,1,0,0,"Welt","world","welt"
2,2,500,1,"Limsa Lominsa","Limsa Lominsa","lims"
3,3,502,1,"La Noscea","La Noscea","nosc"
4,4,501,1,"Die Wolfshöhle","The Wolves' Den","wolf"
5,5,506,2,"Gridania","Gridania","grid"
6,6,507,2,"Finsterwald","The Black Shroud","fins"
7,7,504,3,"Ul'dah","Ul'dah","ulda"
8,8,505,3,"Thanalan","Thanalan","than"
9,9,503,3,"Gold Saucer","The Gold Saucer","gold"
10,10,512,4,"Ishgard","Ishgard","ishg"
11,11,508,4,"Coerthas","Coerthas","coer"
12,12,510,4,"Abalathisches Wolkenmeer","Abalathia's Spine","abal"
13,13,4136,4,"Frohehalde","Idyllshire","froh"
14,14,511,4,"Dravania","Dravania","drav"
15,15,4137,5,"Rhalgrs Wacht","Rhalgr's Reach","ralg"
16,16,514,5,"Gyr Abania","Gyr Abania","gyra"
17,17,513,6,"Kugane","Kugane","kuga"
18,18,515,6,"Othard","Othard","otha"
19,19,3745,7,"Radz-at-Han","Radz-at-Han","radz"
20,20,3741,7,"Thavnair","Thavnair","thav"
21,21,4138,7,"Garlemald","Garlemald","garl"
22,22,516,8,"Crystarium","The Crystarium","crys"
23,23,517,8,"Eulmore","Eulmore","eulm"
24,24,518,8,"Norvrandt","Norvrandt","norv"
25,25,509,9,"Mor Dhona","Mor Dhona","mord"
26,26,3744,11,"Alt-Sharlayan","Old Sharlayan","alts"
27,27,3740,11,"Labyrinthos","Labyrinthos","laby"
28,28,3742,9,"Kosmos","The Sea of Stars","kosm"
29,29,3743,9,"Unzersplitterte Welt","The World Unsundered","Unzersplitterte Welt"
30,35,519,9,"Andere Orte","Elsewhere","andort"
31,30,4515,10,"Tuliyollal","Tuliyollal","tuli"
32,31,4511,10,"Yok Tural","Yok Tural","yokt"
33,32,4512,10,"Xak Tural","Xak Tural","xakt"
34,33,4514,10,"Lösung Neun","Solution Nine","lösu"
35,34,4513,9,"Unverlorene Welt","Unlost World","Unverlorene Welt"
