key,0,1,2,3,4,5
#,Name,Icon,CastTime,StartAnimation,LoopAnimation,EndAnimation
offset,0,4,12,6,8,10
Int32,String,UInt16,UInt8,UInt16,UInt16,UInt16
0,"",1,0,0,0,0
1,"Interagieren",19603,2,80,81,82
2,"Interagieren",19603,2,80,81,82
3,"Interagieren",19603,5,80,81,82
4,"Interagieren",19603,10,80,81,82
5,"Interagieren",19603,15,80,81,82
6,"Interagieren",19603,2,80,81,82
7,"Interagieren",19603,5,80,81,82
8,"Interagieren",19603,10,80,81,82
9,"Interagieren",19603,15,80,81,82
10,"Warten",19604,2,175,176,177
11,"Warten",19604,2,175,176,177
12,"Warten",19604,5,175,176,177
13,"Warten",19604,10,175,176,177
14,"Interagieren",19603,2,80,81,82
15,"Interagieren",19603,2,80,81,82
16,"Interagieren",19603,5,80,81,82
17,"Interagieren",19603,10,80,81,82
18,"Interagieren",19603,2,80,81,82
19,"Harmonisieren",19605,5,169,170,171
20,"Interagieren",19603,1,80,81,82
21,"Interagieren",19603,2,80,81,82
22,"Interagieren",19603,5,80,81,82
23,"Interagieren",19603,1,172,173,174
24,"Interagieren",19603,2,172,173,174
25,"Interagieren",19603,5,172,173,174
26,"Helfen",19603,2,184,185,186
27,"Pfeifen",19604,2,178,179,180
28,"Ausschau halten",19604,10,175,176,177
29,"Vermerken",19603,1,172,173,174
30,"Pfeifen",19603,2,178,179,180
31,"Interagieren",19603,2,181,182,183
32,"Interagieren",19603,5,181,182,183
33,"Interagieren",19603,10,181,182,183
34,"Helfen",19603,2,184,185,186
35,"Helfen",19603,5,184,185,186
36,"Helfen",19603,10,184,185,186
37,"Interagieren",19603,2,178,179,180
38,"Helfen",19603,2,172,173,174
39,"Helfen",19603,5,172,173,174
40,"Helfen",19603,10,172,173,174
41,"Ausschau halten",19604,10,175,176,177
42,"Fesseln lösen",19603,10,181,182,183
43,"Besänftigen",19603,10,172,173,174
44,"Besänftigen",19603,10,184,185,186
45,"Interagieren",19603,2,172,173,174
46,"Interagieren",19603,5,172,173,174
47,"Interagieren",19603,10,172,173,174
48,"Ärgern",19603,5,181,182,183
49,"Ventil schließen",19603,5,181,182,183
50,"Ausschau halten",19604,5,175,176,177
51,"Ventil schließen",19603,5,181,182,183
52,"Interagieren",19603,1,80,81,82
53,"Interagieren",19603,2,181,182,183
54,"Interagieren",19603,5,181,182,183
55,"Interagieren",19603,10,181,182,183
56,"Ausschau halten",19604,5,175,176,177
57,"Erobern",19603,2,172,173,174
58,"Erobern",19603,5,172,173,174
59,"Erobern",19603,10,172,173,174
60,"Harmonisieren",19603,5,172,173,174
61,"Interagieren",19603,2,0,0,0
62,"Interagieren",19603,8,80,81,82
63,"Interagieren",19603,5,0,0,0
64,"Interagieren",19603,0,0,0,0
65,"Erdseim aufnehmen",19603,3,80,81,82
66,"Erobern",19603,5,172,173,174
67,"Steuern",19603,2,172,173,174
68,"Ausschau halten",19603,2,175,176,177
69,"Interagieren",19603,1,172,173,174
70,"Untersuchen",19603,5,181,182,183
71,"Anrufen",19603,2,172,173,174
72,"Pflegen",19603,5,184,185,186
73,"Heilen",19673,5,0,5704,5705
74,"Aufheben",19603,3,80,81,82
75,"Sammeln",19603,4,80,81,82
76,"Verarbeiten",19603,7,0,7347,151
77,"Montieren",19603,10,0,7346,151
78,"Nachlegen",19603,10,172,173,174
79,"Vereinigen",19603,6,80,81,82
80,"Abkippen",19603,3,0,4189,12632
81,"Zerkleinern",19603,10,0,7364,151
82,"Sieben",19603,7,0,7365,151
83,"Auffegen",19603,10,0,7366,151
84,"Sammeln",19603,4,184,185,186
85,"Pflastern",19603,10,0,7399,151
86,"Statue berühren",19603,2,172,173,174
87,"Bauen",19603,10,0,7394,151
88,"Nachlegen",19603,7,181,182,183
89,"Sammeln",19603,10,80,81,82
90,"Nähen",19603,10,0,7421,150
91,"Hochhieven",19603,3,80,81,82
92,"Aufladen",19603,2,0,4189,12632
93,"Untersuchen",19603,5,80,81,82
94,"Besteigen",19603,2,172,173,174
95,"Überreichen",19603,3,0,4189,12632
96,"Sprengladung anbringen",19603,5,181,182,183
97,"Essen",19603,9,0,8436,0
98,"Essen",19603,3,0,8436,0
99,"Betanken",19603,3,0,208,12632
100,"Wachen",19603,5,0,155,0
101,"Beruhigen",19603,5,172,173,174
102,"Äther austauschen",19603,5,172,173,174
103,"Pfeifen",19603,3,178,179,180
104,"Helfen",19603,5,181,182,183
105,"Interagieren",19603,3,181,182,183
106,"Pflegen",19603,5,172,173,174
107,"Äther ablassen",19603,5,169,170,171
108,"Besänftigen",19603,5,11987,11988,11989
109,"Transportieren",19603,1,0,0,0
110,"Liefern",19603,3,172,173,174
111,"Senkrecht bohren",19603,6,0,12261,12481
112,"Waagerecht bohren",19603,6,0,12260,12474
113,"Saugen",19603,6,0,12259,12474
114,"Schweißen",19603,6,0,12258,12474
115,"Auflesen",19603,4,172,173,12473
116,"Verarbeiten",19603,5,181,182,12480
117,"Hochhieven",19603,6,80,81,82
118,"Abladen",19603,3,0,4189,12474
119,"Einsammeln",19603,4,181,182,12470
120,"Laden",19603,6,172,173,12471
121,"Anbringen",19603,4,181,182,12472
122,"Werkeln",19603,6,0,7394,12474
123,"Sammeln",19603,1,181,182,183
124,"Interagieren",19612,2,181,182,183
125,"Schweißen",19603,6,0,12425,12474
126,"Glas kühlen",19603,5,0,12424,12468
127,"Kühlmittel nachfüllen",19603,5,172,173,174
128,"Glas kühlen",19603,5,0,12467,12469
129,"Bohren",19603,6,0,12261,12482
130,"Zerlegen",19603,3,12483,12484,12485
131,"Algen beseitigen",19603,3,181,182,183
132,"Piktomantisch helfen",19730,3,12520,12521,12522
133,"Piktomantisch helfen",19730,3,12523,12524,12525
134,"Abtragen",19603,5,0,12534,151
135,"Behandeln",19603,5,0,12537,12538
136,"Hochhieven",19603,6,80,81,12535
137,"Aufnehmen",19603,4,181,182,12539
138,"Aufnehmen",19603,4,181,182,12542
139,"Weiterleiten",19603,5,12557,12558,12541
140,"Weiterleiten",19603,5,12559,12560,12544
141,"Bohren",19603,6,0,12261,12545
142,"Nachfüllen",19603,5,172,173,174
143,"",0,0,0,0,0
144,"",0,0,0,0,0
145,"",0,0,0,0,0
146,"",0,0,0,0,0
147,"",0,0,0,0,0
148,"",0,0,0,0,0
149,"",0,0,0,0,0
150,"",0,0,0,0,0
