key,0,1,2,3,4,5,6
#,Color,Shade,SubOrder,InlineName,Name,IsMetallic,IsHousingApplicable
offset,8,12,13,0,4,14,14
Int32,UInt32,UInt8,UInt8,String,String,PackedBool0,PackedBool1
0,0,2,1,"Keine Farbe","Keine Farbe",False,True
1,14999504,2,2,"Schneeweiß","Schneeweiß",False,True
2,11315362,2,3,"Aschgrau","Aschgrau",False,True
3,9013124,2,4,"Goobbuegrau","Goobbuegrau",False,True
4,6645093,2,5,"Schiefergrau","Schiefergrau",False,True
5,4736834,2,6,"Anthrazit","Anthrazit",False,True
6,2828579,2,7,"Rußschwarz","Rußschwarz",False,True
7,15114134,4,1,"Rosarot","Rosarot",False,True
8,8612201,4,2,"Altrosa","Altrosa",False,True
9,5969705,4,3,"Rolanbeerenrot","Rolanbeerenrot",False,True
10,7871002,4,4,"Dalamudrot","Dalamudrot",False,True
11,6431239,4,5,"Rostrot","Rostrot",False,True
12,4527377,4,6,"Weinrot","Weinrot",False,True
13,13397086,4,7,"Korallenrosa","Korallenrosa",False,True
14,9517863,4,8,"Blutrot","Blutrot",False,True
15,14985866,4,9,"Lachsrosa","Lachsrosa",False,True
16,12016685,5,1,"Abendrot","Abendrot",False,True
17,8206598,5,2,"Tafelbergrot","Tafelbergrot",False,True
18,6966071,5,3,"Borkenbraun","Borkenbraun",False,True
19,7224612,5,4,"Schokoladenbraun","Schokoladenbraun",False,True
20,5188895,5,5,"Rotbraun","Rotbraun",False,True
21,3154203,5,6,"Koboldbraun","Koboldbraun",False,True
22,13209942,5,7,"Korkbraun","Korkbraun",False,True
23,10055231,5,8,"Qiqirnbraun","Qiqirnbraun",False,True
24,8084525,5,9,"Opo-Opobraun","Opo-Opobraun",False,True
25,10651484,5,10,"Steinbockbraun","Steinbockbraun",False,True
26,12940324,5,11,"Kürbisorange","Kürbisorange",False,True
27,9328667,5,12,"Eichelbraun","Eichelbraun",False,True
28,6570518,5,13,"Obstbraun","Obstbraun",False,True
29,4008205,5,14,"Kastanienbraun","Kastanienbraun",False,True
30,12166281,5,15,"Kartonbraun","Kartonbraun",False,True
31,9601388,5,16,"Schieferbraun","Schieferbraun",False,True
32,6378053,5,17,"Maulwurfsbraun","Maulwurfsbraun",False,True
33,4141865,5,18,"Lehmbraun","Lehmbraun",False,True
34,15455136,6,1,"Knochenweiß","Knochenweiß",False,True
35,12034928,6,2,"Ul'dahbraun","Ul'dahbraun",False,True
36,14398551,6,3,"Wüstengelb","Wüstengelb",False,True
37,16434731,6,4,"Honiggelb","Honiggelb",False,True
38,14982708,6,5,"Maisgelb","Maisgelb",False,True
39,12355588,6,6,"Coeurlgelb","Coeurlgelb",False,True
40,15914864,6,7,"Cremegelb","Cremegelb",False,True
41,10847280,6,8,"Halataligelb","Halataligelb",False,True
42,4207377,6,9,"Rosinenbraun","Rosinenbraun",False,True
43,5788208,7,1,"Schlammgrün","Schlammgrün",False,True
44,12303242,7,2,"Sylphengrün","Sylphengrün",False,True
45,11251796,7,3,"Limettengrün","Limettengrün",False,True
46,7369510,7,4,"Moosgrün","Moosgrün",False,True
47,9149539,7,5,"Grasgrün","Grasgrün",False,True
48,4936242,7,6,"Olivgrün","Olivgrün",False,True
49,3290657,7,7,"Sumpfgrün","Sumpfgrün",False,True
50,10204003,7,8,"Apfelgrün","Apfelgrün",False,True
51,6652481,7,9,"Kaktusgrün","Kaktusgrün",False,True
52,2640684,7,10,"Jägergrün","Jägergrün",False,True
53,4219705,7,11,"Ochugrün","Ochugrün",False,True
54,6255960,7,12,"Adaman-Taimaigrün","Adaman-Taimaigrün",False,True
55,3886396,7,13,"Nophicagrün","Nophicagrün",False,True
56,1976865,7,14,"Waldgrün","Waldgrün",False,True
57,9878969,7,15,"Mintgrün","Mintgrün",False,True
58,4420210,7,16,"Türkis","Türkis",False,True
59,2049606,7,17,"Morbolgrün","Morbolgrün",False,True
60,11715790,8,1,"Eisblau","Eisblau",False,True
61,8630482,8,2,"Himmelblau","Himmelblau",False,True
62,6586784,8,3,"Seenebelblau","Seenebelblau",False,True
63,3893382,8,4,"Pfauenblau","Pfauenblau",False,True
64,1850708,8,5,"Rhotanoblau","Rhotanoblau",False,True
65,9345964,8,6,"Leichenblau","Leichenblau",False,True
66,5199718,8,7,"Erdseimblau","Erdseimblau",False,True
67,3094609,8,8,"Indigoblau","Indigoblau",False,True
68,1711911,8,9,"Tintenblau","Tintenblau",False,True
69,5996480,8,10,"Raptorenblau","Raptorenblau",False,True
70,3102857,8,11,"Othardblau","Othardblau",False,True
71,2310514,8,12,"Sturmblau","Sturmblau",False,True
72,1124676,8,13,"Nichtsblau","Nichtsblau",False,True
73,2568295,8,14,"Königsblau","Königsblau",False,True
74,1579319,8,15,"Mitternachtsblau","Mitternachtsblau",False,True
75,3618631,8,16,"Schattenblau","Schattenblau",False,True
76,3222871,8,17,"Tiefblau","Tiefblau",False,True
77,8880046,9,1,"Lavendelblau","Lavendelblau",False,True
78,5326176,9,2,"Düsterviolett","Düsterviolett",False,True
79,3288123,9,3,"Johannisbeerenviolett","Johannisbeerenviolett",False,True
80,12033724,9,4,"Irisviolett","Irisviolett",False,True
81,3877437,9,5,"Weintraubenviolett","Weintraubenviolett",False,True
82,16699125,9,6,"Lotusrosa","Lotusrosa",False,True
83,14457802,9,7,"Kolibrirosa","Kolibrirosa",False,True
84,7950956,9,8,"Pflaumenviolett","Pflaumenviolett",False,True
85,6697038,9,9,"Königsviolett","Königsviolett",False,True
86,14942225,4,10,"Rubinrot","Rubinrot",False,True
87,16070555,4,11,"Kirschpink","Kirschpink",False,True
88,16709732,6,10,"Kanariengelb","Kanariengelb",False,True
89,16511412,6,11,"Vanillegelb","Vanillegelb",False,True
90,3746,8,18,"Dragoonblau","Dragoonblau",False,True
91,307149,8,19,"Cyanblau","Cyanblau",False,True
92,6316136,10,21,"Cermetgrau","Cermetgrau",True,False
93,15328218,10,22,"Perlmutt","Perlmutt",True,False
94,15192471,10,23,"Metallic Messing","Metallic Messing",True,False
95,14551830,4,12,"Karmesinrot","Karmesinrot",False,True
96,15536526,4,13,"Neonpink","Neonpink",False,True
97,16011281,5,19,"Knallorange","Knallorange",False,True
