key,0,1,2,3,4,5,6
#,Type,IconType,Image,TextType,Text[0],Text[1],Text[2]
offset,16,17,12,18,0,4,8
Int32,UInt8,UInt8,Int32,UInt8,String,String,String
0,0,0,0,0,"","",""
1,0,0,150011,0,"","",""
2,0,0,150012,0,"","",""
3,0,0,0,0,"","",""
4,0,0,0,0,"","",""
5,1,1,150021,1,"NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Mache einen Rechtsklick auf das Zeichen, um das Auftragsfenster zu öffnen.","NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Mache einen Rechtsklick auf das Zeichen, um das Auftragsfenster zu öffnen.","NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Mache einen Rechtsklick auf das Zeichen, um das Auftragsfenster zu öffnen."
6,1,1,150022,1,"NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Um das Auftragsfenster zu öffnen, sprich mit dem NPC, indem du ihn zunächst anvisierst und dann die Taste zum <hex:024804F201F403><hex:024904F201F503>Bestätigen<hex:0249020103><hex:0248020103> drückst.","NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Um das Auftragsfenster zu öffnen, sprich mit dem NPC, indem du ihn zunächst anvisierst und dann die Taste zum <hex:024804F201F403><hex:024904F201F503>Bestätigen<hex:0249020103><hex:0248020103> drückst.","NPCs, die Aufträge anbieten, erkennt man an den <hex:024804F201F403><hex:024904F201F503>Ausrufezeichen<hex:0249020103><hex:0248020103> über ihren Köpfen. Um das Auftragsfenster zu öffnen, sprich mit dem NPC, indem du ihn zunächst anvisierst und dann die Taste zum <hex:024804F201F403><hex:024904F201F503>Bestätigen<hex:0249020103><hex:0248020103> drückst."
7,0,0,0,0,"","",""
8,0,0,0,0,"","",""
9,0,0,0,0,"","",""
10,1,1,150121,0,"Wenn du im Begriff bist, einen Auftrag zu beginnen, erscheint ein Fenster mit einer kurzen Einleitung und der Vergütung, die du erwarten darfst. Mit <hex:024804F201F403><hex:024904F201F503>Annehmen<hex:0249020103><hex:0248020103> fügst du den Auftrag deiner Aufgabenliste am rechten Bildschirmrand hinzu.","",""
11,1,1,150121,0,"Wenn du im Begriff bist, einen Auftrag zu beginnen, erscheint ein Fenster mit einer kurzen Einleitung und der Vergütung, die du erwarten darfst. Mit <hex:024804F201F403><hex:024904F201F503>Annehmen<hex:0249020103><hex:0248020103> fügst du den Auftrag deiner Aufgabenliste am rechten Bildschirmrand hinzu.","",""
12,0,0,0,0,"","",""
13,0,0,0,0,"","",""
14,0,0,0,0,"","",""
