key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Name,ModelTop,ModelBody,ModelLegs,GrandCompany,IconHead,IconBody,IconLegs,Order
offset,0,12,4,13,14,15,16,17,8,20,24,28,38,32,34,36,39
Int32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,Int32,Int32,Int32,UInt8,UInt16,UInt16,UInt16,UInt8
0,"Ledersattel",4,"Ledersättel",2,0,1,0,0,"Ledersattel",0,0,0,0,0,0,0,0
1,"limsisch[a] Sattelzeug",4,"limsisch[a] Sattelzeuge",2,0,1,2,0,"Limsisches Sattelzeug",65538,65541,65538,1,58549,58553,58551,1
2,"leicht[a] limsisch[a] Rossharnisch",4,"leicht[a] limsisch[a] Rossharnische",2,0,1,0,0,"Leichter limsischer Rossharnisch",65542,65542,65542,1,58501,58502,58503,2
3,"limsisch[a] Rossharnisch",4,"limsisch[a] Rossharnische",2,0,1,0,0,"Limsischer Rossharnisch",131078,131078,131078,1,58504,58505,58506,3
4,"schwer[a] limsisch[a] Rossharnisch",4,"schwer[a] limsisch[a] Rossharnische",2,0,1,0,0,"Schwerer limsischer Rossharnisch",196614,196614,196614,1,58507,58508,58509,4
5,"gridanisch[a] Sattelzeug",4,"gridanisch[a] Sattelzeuge",2,0,1,2,0,"Gridanisches Sattelzeug",65538,131077,65538,2,58549,58556,58551,5
6,"leicht[a] gridanisch[a] Rossharnisch",4,"leicht[a] gridanisch[a] Rossharnische",2,0,1,0,0,"Leichter gridanischer Rossharnisch",65543,65543,65543,2,58510,58511,58512,6
7,"gridanisch[a] Rossharnisch",4,"gridanisch[a] Rossharnische",2,0,1,0,0,"Gridanischer Rossharnisch",131079,131079,131079,2,58513,58514,58515,7
8,"schwer[a] gridanisch[a] Rossharnisch",4,"schwer[a] gridanisch[a] Rossharnische",2,0,1,0,0,"Schwerer gridanischer Rossharnisch",196615,196615,196615,2,58516,58517,58518,8
9,"ul'dhisch[a] Sattelzeug",4,"ul'dhisch[a] Sattelzeug",2,0,1,2,0,"Ul'dhisches Sattelzeug",65538,196613,65538,3,58549,58559,58551,9
10,"leicht[a] ul'dhisch[a] Rossharnisch",4,"leicht[a] ul'dhisch[a] Rossharnische",2,0,1,0,0,"Leichter ul'dhischer Rossharnisch",65544,65544,65544,3,58519,58520,58521,10
11,"ul'dhisch[a] Rossharnisch",4,"ul'dhisch[a] Rossharnische",2,0,1,0,0,"Ul'dhischer Rossharnisch",131080,131080,131080,3,58522,58523,58524,11
12,"schwer[a] ul'dhisch[a] Rossharnisch",4,"schwer[a] ul'dhisch[a] Rossharnische",2,0,1,0,0,"Schwerer ul'dhischer Rossharnisch",196616,196616,196616,3,58525,58526,58527,12
13,"Paladin-Rossharnisch",4,"Paladin-Rossharnische",2,0,1,0,0,"Paladin-Rossharnisch",65546,65546,65546,0,58528,58529,58530,13
14,"Dragoon-Rossharnisch",4,"Dragoon-Rossharnische",2,0,1,0,0,"Dragoon-Rossharnisch",65547,65547,65547,0,58531,58532,58533,14
15,"Weißmagier-Rossharnisch",4,"Weißmagier-Rossharnische",2,0,1,0,0,"Weißmagier-Rossharnisch",65549,65549,65549,0,58534,58535,58536,15
16,"Sleipnir-Rossharnisch",4,"Sleipnir-Rossharnische",2,0,1,0,0,"Sleipnir-Rossharnisch",65550,65550,65550,0,58537,58538,58539,171
17,"Behemoth-Rossharnisch",4,"Behemoth-Rossharnische",2,0,1,0,0,"Behemoth-Rossharnisch",65551,65551,65551,0,58540,58541,58542,172
18,"Chocobo-Fliegerhaube",3,"Chocobo-Fliegerhauben",1,0,1,1,0,"Chocobo-Fliegerhaube",65555,0,0,0,58543,0,0,51
19,"Schwarzmagier-Rossharnisch",4,"Schwarzmagier-Rossharnische",2,0,1,0,0,"Schwarzmagier-Rossharnisch",65548,65548,65548,0,58546,58547,58548,21
20,"königlich[a] Rossharnisch",4,"königlich[a] Rossharnisch",2,0,1,0,0,"Königlicher Rossharnisch",65553,0,0,0,58561,0,0,52
21,"Sternenlicht-Rossharnisch",4,"Sternenlicht-Rossharnische",2,0,1,0,0,"Sternenlicht-Rossharnisch",65540,65540,65540,0,58564,58565,58566,101
22,"Wogen-Rossharnisch",4,"Wogen-Rossharnische",2,0,1,0,0,"Wogen-Rossharnisch",65556,65556,65556,0,58567,58568,58569,125
23,"Harnisch[p] des Lichts",4,"Harnische[p] des Lichts",2,0,1,0,0,"Harnisch des Lichts",65557,65557,65557,0,58570,58571,58572,41
24,"Saliah-Harnisch",4,"Saliah-Harnische",2,0,1,0,0,"Saliah-Harnisch",65558,0,0,0,58573,0,0,102
25,"Blitz-Rossharnisch",4,"Blitz-Rossharnische",2,0,1,0,0,"Blitz-Rossharnisch",65560,65560,65560,0,58576,58577,58578,126
26,"gefiedert[a] Rossharnisch",4,"gefiedert[a] Rossharnische",2,0,1,0,0,"Gefiederter Rossharnisch",65559,0,0,0,58579,0,0,53
27,"schaurig[a] Rossharnisch",4,"schaurig[a] Rossharnische",2,0,1,0,0,"Schauriger Rossharnisch",65561,65561,65561,0,58582,58583,58584,103
28,"Eis-Rossharnisch",4,"Eis-Rossharnische",2,0,1,0,0,"Eis-Rossharnisch",65562,65562,65562,0,58585,58586,58587,127
29,"Glücksspieler-Rossharnisch",2,"Glücksspieler-Rossharnische",2,0,1,0,0,"Glücksspieler-Rossharnisch",65565,65565,65565,0,58591,58592,58593,42
30,"Buhlen-Rossharnisch",2,"Buhlen-Rossharnische",2,0,1,0,0,"Buhlen-Rossharnisch",65566,65566,65566,0,58588,58589,58590,104
31,"leicht[a] Ishgarder Rossharnisch",4,"leicht[a] Ishgarder Rossharnische",2,0,1,0,0,"Leichter Ishgarder Rossharnisch",65567,65567,65567,0,58594,58595,58596,54
32,"Ishgarder Rossharnisch",4,"Ishgarder Rossharnische",2,0,1,0,0,"Ishgarder Rossharnisch",131103,131103,131103,0,58597,58598,58599,55
33,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
34,"Bismarck-Rossharnisch",4,"Bismarck-Rossharnische",2,0,1,0,0,"Bismarck-Rossharnisch",65568,65568,65568,0,58603,58604,58605,128
35,"Ravana-Rossharnisch",4,"Ravana-Rossharnische",2,0,1,0,0,"Ravana-Rossharnisch",65569,65569,65569,0,58606,58607,58608,129
36,"Adeligen-Rossharnisch",4,"Adeligen-Rossharnische",2,0,1,0,0,"Adeligen-Rossharnisch",65570,65570,65570,0,58609,58610,58611,57
37,"orthodox[a] Rossharnisch",4,"orthodox[a] Rossharnische",2,0,1,0,0,"Orthodoxer Rossharnisch",131106,131106,131106,0,58612,58613,58614,58
38,"Hochland-Rossharnisch",4,"Hochland-Rossharnische",2,0,1,0,0,"Hochland-Rossharnisch",65571,65571,65571,0,58615,58616,58617,59
39,"Wildrosen-Harnisch",2,"Wildrosen-Harnische",2,0,1,0,0,"Wildrosen-Harnisch",65573,65573,65573,0,58618,58619,58620,43
40,"Tafelrunden-Rossharnisch",4,"Tafelrunden-Rossharnische",2,0,1,0,0,"Tafelrunden-Rossharnisch",65574,65574,65574,0,58621,58622,58623,130
41,"Sephirot-Rossharnisch",4,"Sephirot-Rossharnische",2,0,1,0,0,"Sephirot-Rossharnisch",65572,65572,65572,0,58624,58626,58625,131
42,"Eierjäger-Rossharnisch",4,"Eierjäger-Rossharnische",2,0,1,0,0,"Eierjäger-Rossharnisch",65575,65575,65575,0,58627,58629,58628,105
43,"fernöstlich[a] Rossharnisch",4,"fernöstlich[a] Rossharnische",2,0,1,0,0,"Fernöstlicher Rossharnisch",65577,65577,65577,0,58630,58632,58631,60
44,"Renn-Rossharnisch",4,"Renn-Rossharnische",2,0,1,0,0,"Renn-Rossharnisch",65579,65579,65579,0,58633,58635,58634,61
45,"Nidhogg-Rossharnisch",4,"Nidhogg-Rossharnische",2,0,1,0,0,"Nidhogg-Rossharnisch",65578,65578,65578,0,58636,58638,58637,132
46,"Butler-Rossharnisch",4,"Butler-Rossharnische",2,0,1,0,0,"Butler-Rossharnisch",65580,65580,65580,0,58639,58641,58640,62
47,"Sophia-Rossharnisch",4,"Sophia-Rossharnische",2,0,1,0,0,"Sophia-Rossharnisch",65576,65576,65576,0,58642,58644,58643,133
48,"Zimmermädchen-Rossharnisch",4,"Zimmermädchen-Rossharnische",2,0,1,0,0,"Zimmermädchen-Rossharnisch",65581,65581,65581,0,58645,58647,58646,63
49,"Manderville-Rossharnisch",4,"Manderville-Rossharnische",2,0,1,0,0,"Manderville-Rossharnisch",131117,131117,131117,0,58648,58650,58649,64
50,"himmlisch[a] Rossharnisch",4,"himmlisch[a] Rossharnische",2,0,1,0,0,"Himmlischer Rossharnisch",65583,65583,65583,0,58651,58653,58652,65
