key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,Category,,Name,Objects[0],Objects[1],Objects[2],Objects[3],Objects[4],Objects[5],Objects[6],Objects[7],,
offset,50,4,48,0,8,12,16,20,24,28,32,36,40,44
Int32,PackedBool0,Int32,UInt16,String,Int32,Int32,Int32,Int32,Int32,Int32,Int32,Int32,Int32,Int32
0,False,0,0,"",0,0,0,0,0,0,0,0,0,0
1,True,1,0,"Rundes Schachbrett",21,0,0,0,0,0,0,0,0,0
2,True,1,0,"Eckiges Schachbrett",25,0,0,0,0,0,0,0,0,0
3,False,1,0,"未使用",0,0,0,0,0,0,0,0,0,0
4,True,2,10,"Gegner (groß)",24,0,0,0,0,0,0,0,0,0
5,True,2,11,"Gegner (mittel)",23,0,0,0,0,0,0,0,0,0
6,True,2,12,"Gegner (klein)",22,0,0,0,0,0,0,0,0,0
7,True,3,10,"Leichter Trupp",1,2,3,0,4,0,0,0,0,0
8,True,3,11,"Voller Trupp - Formation 1",5,6,7,8,9,10,11,12,0,0
9,True,3,12,"Voller Trupp - Formation 2",13,14,15,16,17,18,19,20,0,0
10,True,3,13,"Voller Trupp - Formation 3",38,39,40,41,42,43,44,45,0,0
11,True,3,14,"Voller Trupp - Formation 4",46,47,48,49,50,51,52,53,0,0
12,True,4,10,"4 Markierungen - Auseinander",26,27,28,29,0,0,0,0,0,0
13,True,4,11,"8 Markierungen - Auseinander 1",26,27,28,29,30,31,32,33,0,0
14,True,4,12,"8 Markierungen - Auseinander 2",26,27,28,29,34,35,36,37,0,0
15,True,2,0,"Nicht festgelegt",0,0,0,0,0,0,0,0,0,0
16,True,3,0,"Nicht festgelegt",0,0,0,0,0,0,0,0,0,0
17,True,4,0,"Nicht festgelegt",0,0,0,0,0,0,0,0,0,0
18,True,3,15,"Voller Trupp - Formation 5",54,55,56,57,58,59,60,61,0,0
19,True,4,20,"4 Markierungen - Beisammen 1",62,63,64,65,0,0,0,0,0,0
20,True,4,21,"4 Markierungen - Beisammen 2",66,67,68,69,0,0,0,0,0,0
21,True,4,22,"8 Markierungen - Beisammen 1",70,71,72,73,74,75,76,77,0,0
22,True,4,23,"8 Markierungen - Beisammen 2",78,79,80,81,82,83,84,85,0,0
