key,0,1,2
#,,,
offset,8,0,4
Int32,PackedBool0,String,String
0,True,"犠牲を伴う勝利I","戦闘不能のペットが3体の状態でクリアする。"
1,True,"犠牲を伴う勝利II","戦闘不能のペットが2体の状態でクリアする。"
2,True,"犠牲を伴う勝利III","戦闘不能のペットが1体の状態でクリアする。"
3,True,"犠牲なき勝利","ペットが全員生存した状態でクリアする。"
4,True,"少数精鋭I","6～7体のペット編成でクリアする。"
5,True,"少数精鋭II","4～5体のペット編成でクリアする。"
6,True,"少数精鋭III","1～3体のペット編成でクリアする。"
7,True,"無傷の勝利［主］","プレイヤーのＨＰが100％の状態でクリアする。"
8,True,"無傷の勝利［従］","ペット全員のＨＰが100％の状態でクリアする。"
9,False,"連携を極めし者I","「万象流転」を5回以上成功させる。"
10,False,"連携を極めし者II","「万象流転」を10回以上成功させる。"
11,False,"連携を極めし者III","「万象流転」を15回以上成功させる。"
12,True,"見切りの極意","「ダメージ低下」と「被ダメージ上昇」を受けずにクリアする。"
13,True,"裸一貫","ビーストギアを入手せずにクリアする。"
14,True,"装備屋","ビーストギアを10個所持した状態でクリアする。"
15,True,"節約家","クルーシブルアイテムを一度も使用せずにクリアする。"
16,True,"収集家","クルーシブルアイテムを10個所持した状態でクリアする。"
17,True,"空腹王","フィードをペットに与えずにクリアする。"
18,True,"満腹王","ペットが食べているフィードが20個以上の状態でクリアする。"
19,True,"倹約家","ビーストコインを消費せずにクリアする。"
20,True,"資産家","ビーストコインを2000以上所持した状態でクリアする。"
21,True,"強行軍","テントで休息せずにクリアする。"
22,True,"百獣を統べる者","百獣綱のペットのみの編成でクリアする。"
23,True,"百蟲を統べる者","百蟲綱のペットのみの編成でクリアする。"
24,True,"有翼を統べる者","有翼綱のペットのみの編成でクリアする。"
25,True,"草木を統べる者","草木綱のペットのみの編成でクリアする。"
26,True,"水棲を統べる者","水棲綱のペットのみの編成でクリアする。"
27,True,"甲鱗を統べる者","甲鱗綱のペットのみの編成でクリアする。"
28,True,"呪具を統べる者","呪具綱のペットのみの編成でクリアする。"
29,True,"死屍を統べる者","死屍綱のペットのみの編成でクリアする。"
30,False,"獣道I","獣道Iでクリアする。"
31,False,"獣道II","獣道IIでクリアする。"
32,False,"獣道III","獣道IIIでクリアする。"
