key,0,1,2,3,4
#,MKDSupportJob,LevelUnlock,Icon,Name,Description
offset,12,13,8,0,4
Int32,UInt8,UInt8,Int32,String,String
0,0,0,-1,"",""
1,1,4,82201,"まもり効果アップ","<hex:024804F201F403><hex:024904F201F503>「まもり」<hex:0249020103><hex:0248020103>の効果量を90％に上昇させる。"
2,1,5,82202,"いのり効果アップ","<hex:024804F201F403><hex:024904F201F503>「いのり」<hex:0249020103><hex:0248020103>の回復力を5000に上昇させる。"
3,2,3,82203,"あばれる効果アップ","自身に<hex:024804F201F403><hex:024904F201F503>「肉斬骨断」<hex:0249020103><hex:0248020103>が付与される。<hex:02100103><hex:024804F201F403><hex:024904F201F503>「肉斬骨断」<hex:0249020103><hex:0248020103>効果中に受けたダメージ量によって、いちげきの威力が増加する。<hex:02100103><hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>15秒"
4,3,4,82204,"けり効果アップ","<hex:024804F201F403><hex:024904F201F503>「けり」<hex:0249020103><hex:0248020103>の効果量を7％に上昇させる。"
5,3,6,82205,"けり効果アップII","<hex:024804F201F403><hex:024904F201F503>「けり」<hex:0249020103><hex:0248020103>の効果量を9％に上昇させる。"
6,4,3,82206,"ねらう効果アップ","<hex:024804F201F403><hex:024904F201F503>「ねらう」<hex:0249020103><hex:0248020103>の効果量が30％に上昇し、さらに攻撃が必中になる。"
7,4,5,82207,"ねらう効果アップII","<hex:024804F201F403><hex:024904F201F503>「ねらう」<hex:0249020103><hex:0248020103>の効果量が50％に上昇し、さらに攻撃が必中になる。"
8,5,5,82208,"いあいぬき効果アップ","いあいぬきの威力を500に上昇させる。さらに即死の確率を10％に上昇させる。"
9,6,2,82209,"うた効果アップ","うたの効果量をサポート吟遊詩人のサポートジョブレベルに応じて上昇させる。"
10,12,6,82212,"かぎあけ","ダンジョン内にある鍵のかかった扉を開けることができるようになる。"
11,9,5,82211,"ほうげき効果アップ","ほうげきの実行時、5％の確率で一部の対象を即死させる。"
12,7,5,82210,"ベル効果アップ","<hex:024804F201F403><hex:024904F201F503>「たたかいのベル」<hex:0249020103><hex:0248020103>の効果量を5％に上昇させる。<hex:02100103>さらに<hex:024804F201F403><hex:024904F201F503>「いこいのベル」<hex:0249020103><hex:0248020103>の回復力を3000に上昇させる。"
13,16,5,82213,"せんせいこうげき","戦闘状態になると、自身に<hex:024804F201F403><hex:024904F201F503>「せんせいこうげき」<hex:0249020103><hex:0248020103>が付与される。<hex:02100103><hex:024804F201F803><hex:024904F201F903>せんせいこうげき効果：<hex:0249020103><hex:0248020103>オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮される。<hex:02100103><hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>25秒"
14,19,4,82214,"マギ・ジャンプ効果アップ","マギ・ジャンプの威力が500に上昇し、さらに被ダメージ低下の効果量が90％になる。"
15,21,1,82215,"マギ・ラーニングI","マギ・ミサイル、マギ・アクアブレスがラーニング可能となる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・ミサイル効果：<hex:0249020103><hex:0248020103>一部の対象に35％の確率で現在ＨＰの75％分のダメージ。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・アクアブレス効果：<hex:0249020103><hex:0248020103>対象とその周囲の敵に無属性範囲魔法攻撃。"
16,21,2,82216,"マギ・ラーニングII","マギ・エアロラ、マギ・マイティガードがラーニング可能となる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・エアロラ効果：<hex:0249020103><hex:0248020103>対象に風属性魔法攻撃。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・マイティガード効果：<hex:0249020103><hex:0248020103>一定時間、自身と周囲のパーティメンバーの被ダメージを20％軽減させる。"
17,21,3,82217,"マギ・ラーニングIII","マギ・ホワイトウィンドがラーニング可能となる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・ホワイトウィンド効果：<hex:0249020103><hex:0248020103>自身と周囲のパーティメンバーのＨＰを、自身の現在ＨＰ分だけ回復する。<hex:02100103>また、マギ・エアロラを修得している場合、マギ・エアロガがラーニング可能になる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>マギ・エアロガ効果：<hex:0249020103><hex:0248020103>対象とその周囲の敵に風属性範囲魔法攻撃。"
18,22,6,82218,"れんぞくま","詠唱時間を有する魔法を実行すると、自身に<hex:024804F201F403><hex:024904F201F503>「連続魔」<hex:0249020103><hex:0248020103>が付与される。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103><hex:024804F201F803><hex:024904F201F903>連続魔効果：<hex:0249020103><hex:0248020103>次の魔法を詠唱時間無しで実行することができる。<hex:02100103>効果時間中にオートアタックかアビリティ以外のアクションを実行すると、連続魔は即座に解除される。"
19,0,24,82219,"りんきおうへん","ジョブチェンジ不可状態や戦闘中の状態でも、サポートジョブをチェンジできるようになる。"
