key,0,1
#,,Name
offset,4,0
Int32,UInt8,String
0,0,"Aucun"
1,1,"Mascottes"
2,40,"Bulles"
3,60,"Expressions"
4,20,"Triple Triade"
5,100,"Divers"
6,10,"Drapeaux"
7,31,"Ponctuation"
8,70,"Nourriture"
9,30,"Décorations"
10,102,"Mission"
11,101,"Quête"
12,103,"ALÉA"
13,104,"Gold Saucer"
14,0,""
15,0,""
16,150,"Logos"
17,32,"BD"
18,71,"Objets de soin"
19,50,"Icones de quêtes"
20,80,"Mascottes (portraits)"
21,90,"<hex:0212027103> Fan Festival 2026"
22,190,"<hex:0212027103> Fan Festival 2026"
23,81,"Rubans décoratifs"
24,2,"Classes & Jobs"
25,21,"Mahjong domien"
26,0,""
27,82,"Mission"
28,33,"Anniversaire"
29,140,"Monster Hunter Wilds"
30,22,"Exploration cosmique"
31,3,"Cristal d'âme"
32,0,""
33,0,""
34,0,""
35,0,""
