key,0
#,Text
offset,0
Int32,String
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"Le mahjong pour les débutants"
30,"1. Introduction"
31,"Le mahjong domien est un jeu de société pour quatre joueurs. Ce guide contient les règles principales et quelques conseils basiques pour bien débuter."
32,"2. Qu'est-ce que le mahjong<hex:021D0103>?"
33,"Au mahjong, quatre joueurs s'affrontent pour composer le plus rapidement possible une main gagnante de 14 tuiles. Le gagnant est récompensé par des points en fonction de la difficulté de sa main.<hex:02100103>Les joueurs commencent avec 13 tuiles et en piochent une nouvelle à chaque tour. Ils doivent alors choisir d'écarter cette tuile, ou une de celles en leur possession. Cette phase se poursuit, dans le sens inverse des aiguilles d'une montre, jusqu'à ce qu'il n'y ait plus de tuile à piocher.<hex:02100103>Le premier joueur à former une main gagnante remporte des points, puis on passe à la donne suivante. Une partie compte 8 donnes, et le joueur comptant le plus de points à l'issue de ces 8 donnes est déclaré vainqueur (4 donnes pour les parties courtes).<hex:02100103>Voici un exemple de main gagnante<hex:021D0103>:"
34,"Les 14 tuiles forment quatre groupes de trois tuiles et une paire de tuiles correspondantes. Les groupes de tuiles sont appelés “éléments”, dont les différents types sont expliqués plus loin dans ce guide. La combinaison d'éléments détermine la difficulté de la main gagnante et le nombre de points attribués."
35,"3. Les tuiles"
36,"Les tuiles de mahjong sont divisées en “numérales” et en “honneurs”.<hex:02100103><hex:02100103>■ Les numérales<hex:02100103>Il existe trois familles de tuiles numérotées de 1 à 9."
37,"■ Les honneurs<hex:02100103>Il existe deux familles d'honneurs<hex:021D0103>: les trois “dragons” et les quatre “vents”. Au contraire des numérales, les honneurs n'ont pas d'ordre particulier."
38,"Un jeu est composé de 34 tuiles différentes, chacune en quatre exemplaires, pour un total de 136 tuiles. Les joueurs doivent former une main gagnante de 14 tuiles avant les autres et gagner le plus de points possible."
39,"4. Former des éléments"
40,"■ Les suites<hex:02100103>Les numérales peuvent former des suites comme 2-3-4 ou 4-5-6, à condition qu'elles appartiennent à la même famille. Cependant, des séquences telles que 8-9-1 ou 9-1-2 ne sont pas autorisées."
41,"■ Les brelans<hex:02100103>Les numérales et les honneurs peuvent former des ensembles de trois tuiles identiques."
42,"Une main gagnante est composée de 14 tuiles formant quatre éléments et une paire.<hex:02100103><hex:02100103>* Il existe certaines com<hex:02160103>bi<hex:02160103>nai<hex:02160103>sons faisant exception à cette règle mais il est recommandé aux débutants de se fa<hex:02160103>mi<hex:02160103>lia<hex:02160103>ri<hex:02160103>ser avec les règles de base en premier lieu."
43,"5. Déroulement du jeu"
44,"Chaque joueur reçoit 13 tuiles. L'ouvreur (joueur qui commence) est choisi au<hex:02160103>to<hex:02160103>ma<hex:02160103>ti<hex:02160103>que<hex:02160103>ment et pioche une nouvelle tuile. Il doit alors choisir d'écarter cette tuile, ou une des autres en sa possession. Le joueur sur sa droite fait de même, et cette phase se poursuit jusqu'à ce qu'il n'y ait plus de tuiles à piocher."
45,"La donne se termine lorsqu'un joueur annonce une main gagnante, ou lorsque toutes les tuiles ont été piochées sans qu'un joueur forme une main gagnante."
46,"Lors de la donne suivante, le joueur situé à droite de celui qui avait commencé précédemment pioche en premier. Une partie normale se joue sur huit donnes, ce qui donne l'occasion à chaque joueur de commencer deux fois. Une partie courte ne se jouant que sur quatre donnes, chaque joueur ne peut commencer qu'une seule fois. Le joueur ayant le score le plus élevé à la fin de la partie est déclaré vainqueur."
47,"6. Calcul des points"
48,"Chaque joueur commence la partie avec 25 000 points. À la fin de chaque donne, des points sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>res sont attribués au joueur ayant formé une main gagnante, et des points peuvent être retirés à un ou plusieurs joueurs selon les cas.<hex:02100103><hex:02100103>Une main gagnante peut être formée de deux manières différentes<hex:021D0103>:"
49,"■ Tsumo<hex:021D0103>: main gagnante formée en piochant<hex:02100103>Lorsqu'un joueur forme une main gagnante en piochant une tuile, les points qu'il remporte sont payés par les autres joueurs.<hex:02100103>Si l'ouvreur forme une main gagnante de cette façon, les points qu'il gagne sont augmentés de 50%. Cependant, s'il doit payer un autre joueur dans ce cas, le montant dû est doublé."
50,"■ Ron<hex:021D0103>: main gagnante formée sur un écart<hex:02100103>Lorsqu'un joueur écarte une tuile qui permet à un autre joueur de former une main gagnante, il est le seul à payer.<hex:02100103>Si l'ouvreur forme une main gagnante de cette façon, les points qu'il gagne sont augmentés de 50%. Si c'est l'ouvreur qui a écarté la tuile, le montant dû n'est pas modifié."
51,"L'ouvreur a l'avantage de gagner 50% de points en plus lorsqu'il forme une main gagnante. De plus, lorsqu'il y parvient, il reste ouvreur à la donne suivante, ce qui lui donne l'opportunité de marquer encore plus de points."
52,"7. Qu'est-ce qu'un “yaku”<hex:021D0103>?"
53,"Le but du mahjong étant de marquer le plus de points possible, il est important de connaître les différences entre les mains gagnantes à faible score et celles à score élevé."
54,"La valeur d'une main est déterminée par ses “yaku”, des com<hex:02160103>bi<hex:02160103>nai<hex:02160103>sons d'éléments spécifiques. La valeur de chaque yaku est mesurée en “han”, d'un han pour la plus faible à six han pour la plus élevée. Plus le yaku est difficile à composer, plus sa valeur en han est élevée."
55,"La valeur en han d'une main est utilisée pour calculer le nombre de points remportés.<hex:02100103>Les points sont attribués de la façon suivante<hex:021D0103>:"
