key,0,1,2,3,4,5,6,7,8,9,10,11
#,,Name,Color,,TextString,,,,,,,
offset,14,0,15,20,4,8,18,16,10,19,17,12
Int32,UInt8,String,UInt8,PackedBool0,String,Int16,Int8,UInt8,Int16,Int8,UInt8,Int16
0,0,"",0,True,"",-1,1,0,-1,1,0,0
1,0,"",0,False,"",0,0,0,0,0,0,0
2,0,"",0,False,"",0,0,0,0,0,0,0
3,0,"Éther corrompu",4,True,"ContentGaugeMax_negative",80,1,2,-1,1,0,0
4,0,"Éther accumulé",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
5,0,"Pacte avec la terre",3,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
6,0,"Or accumulé",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
7,0,"Étreinte séduisante",4,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
8,0,"Puissance magique de Hashmal",3,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
9,0,"Éther de Bahamut",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
10,0,"Néant",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
11,0,"Éther de Fordola",1,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
12,0,"Éther de Mateus",1,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
13,0,"Accélération éthéréenne",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
14,0,"Énergie de Genbu",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
15,0,"Affinité",2,False,"",60,1,3,90,1,1,0
16,0,"Mise au sol",3,False,"ContentGaugeMax_positive",30,-1,2,-1,1,0,0
17,0,"Ressentiment",1,True,"ContentGaugeMax_negative",50,1,3,80,1,2,0
18,0,"Énergie de Qitian Dasheng",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
19,0,"Éther d'Ultima Arma",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
20,0,"Puissance magique de Yiazmat",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
21,0,"Puissance magique de Belias",2,True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
