key,0,1,2,3,4,5,6,7,8
#,Image,Icon,Category,UnlockCondition,,,,SortKey,Name
offset,4,8,22,12,14,16,18,20,0
Int32,Int32,Int32,UInt8,UInt16,UInt16,UInt16,UInt16,UInt16,String
0,0,82091,0,0,0,0,0,0,"Aucun"
1,190002,82091,1,1,0,0,0,1,"Dégradé gris"
2,190003,82091,1,1,0,0,0,3,"Carrés"
3,190004,82091,1,1,0,0,0,4,"Violet"
4,190005,82091,1,1,0,0,0,5,"Dégradé tank"
5,190006,82091,1,1,0,0,0,7,"Dégradé DPS"
6,190007,82091,1,1,0,0,0,6,"Dégradé soigneur"
7,190008,82091,1,1,0,0,0,2,"Parchemin"
8,190009,82091,1,1,0,0,0,9,"Éthéré"
9,190010,82091,1,1,0,0,0,8,"Bois"
10,190011,82091,1,1,0,0,0,10,"Monde du néant"
11,190301,82091,2,124,0,0,0,2150,"Paladin (dynamique)"
12,190302,82091,2,125,0,0,0,2151,"Guerrier (dynamique)"
13,190303,82091,2,126,0,0,0,2152,"Chevalier noir (dynamique)"
14,190304,82091,2,127,0,0,0,2153,"Pistosabreur (dynamique)"
15,190305,82091,2,128,0,0,0,2154,"Mage blanc (dynamique)"
16,190306,82091,2,129,0,0,0,2155,"Érudit (dynamique)"
17,190307,82091,2,130,0,0,0,2156,"Astromancien (dynamique)"
18,190308,82091,2,131,0,0,0,2157,"Sage (dynamique)"
19,190309,82091,2,132,0,0,0,2158,"Moine (dynamique)"
20,190310,82091,2,133,0,0,0,2159,"Chevalier dragon (dynamique)"
21,190311,82091,2,134,0,0,0,2160,"Ninja (dynamique)"
22,190312,82091,2,135,0,0,0,2161,"Samouraï (dynamique)"
23,190313,82091,2,136,0,0,0,2162,"Faucheur (dynamique)"
24,190314,82091,2,137,0,0,0,2165,"Barde (dynamique)"
25,190315,82091,2,138,0,0,0,2166,"Machiniste (dynamique)"
26,190316,82091,2,139,0,0,0,2167,"Danseur (dynamique)"
27,190317,82091,2,140,0,0,0,2168,"Mage noir (dynamique)"
28,190318,82091,2,141,0,0,0,2169,"Invocateur (dynamique)"
29,190319,82091,2,142,0,0,0,2170,"Mage rouge (dynamique)"
30,190401,82091,10,143,0,0,0,3000,"Équipe Astra"
31,190402,82091,10,144,0,0,0,3001,"Équipe Umbra"
32,190403,82091,5,145,0,0,0,3200,"Roi du conflit S1"
33,190404,82091,5,146,0,0,0,3201,"Prince du conflit S1"
34,190405,82091,5,147,0,0,0,3202,"As du conflit S1"
35,190406,82091,5,148,0,0,0,3208,"Crystalline Conflict : bronze S1"
36,190407,82091,5,149,0,0,0,3207,"Crystalline Conflict : argent S1"
37,190408,82091,5,150,0,0,0,3206,"Crystalline Conflict : or S1"
38,190409,82091,5,151,0,0,0,3205,"Crystalline Conflict : platine S1"
39,190410,82091,5,152,0,0,0,3204,"Crystalline Conflict : diamant S1"
40,190411,82091,5,153,0,0,0,3203,"Crystalline Conflict : cristal S1"
41,190901,82091,7,154,1032,1034,1036,4000,"Companion 1"
42,190902,82091,7,155,1033,1035,1037,4001,"Companion 2"
43,190201,82091,2,156,0,0,0,2000,"Gladiateur (standard)"
44,190202,82091,2,157,0,0,0,2001,"Maraudeur (standard)"
45,190203,82091,2,158,0,0,0,2002,"Élémentaliste (standard)"
46,190204,82091,2,159,0,0,0,2003,"Pugiliste (standard)"
47,190205,82091,2,160,0,0,0,2004,"Maître d'hast (standard)"
48,190206,82091,2,161,0,0,0,2005,"Surineur (standard)"
49,190207,82091,2,162,0,0,0,2006,"Archer (standard)"
50,190208,82091,2,163,0,0,0,2007,"Occultiste (standard)"
51,190209,82091,2,164,0,0,0,2008,"Arcaniste (standard)"
52,190210,82091,2,165,0,0,0,2050,"Paladin (standard)"
53,190211,82091,2,166,0,0,0,2051,"Guerrier (standard)"
54,190212,82091,2,167,0,0,0,2052,"Chevalier noir (standard)"
55,190213,82091,2,168,0,0,0,2053,"Pistosabreur (standard)"
56,190214,82091,2,169,0,0,0,2054,"Mage blanc (standard)"
57,190215,82091,2,170,0,0,0,2055,"Érudit (standard)"
58,190216,82091,2,171,0,0,0,2056,"Astromancien (standard)"
59,190217,82091,2,172,0,0,0,2057,"Sage (standard)"
60,190218,82091,2,173,0,0,0,2058,"Moine (standard)"
61,190219,82091,2,174,0,0,0,2059,"Chevalier dragon (standard)"
62,190220,82091,2,175,0,0,0,2060,"Ninja (standard)"
63,190221,82091,2,176,0,0,0,2061,"Samouraï (standard)"
64,190222,82091,2,177,0,0,0,2062,"Faucheur (standard)"
65,190223,82091,2,178,0,0,0,2065,"Barde (standard)"
66,190224,82091,2,179,0,0,0,2066,"Machiniste (standard)"
67,190225,82091,2,180,0,0,0,2067,"Danseur (standard)"
68,190226,82091,2,181,0,0,0,2068,"Mage noir (standard)"
69,190227,82091,2,182,0,0,0,2069,"Invocateur (standard)"
70,190228,82091,2,183,0,0,0,2070,"Mage rouge (standard)"
71,190229,82091,2,184,0,0,0,2072,"Mage bleu (standard)"
72,190230,82091,2,244,0,0,0,2100,"Menuisier (standard)"
73,190231,82091,2,245,0,0,0,2101,"Forgeron (standard)"
74,190232,82091,2,246,0,0,0,2102,"Armurier (standard)"
75,190233,82091,2,247,0,0,0,2103,"Orfèvre (standard)"
76,190234,82091,2,248,0,0,0,2104,"Tanneur (standard)"
77,190235,82091,2,249,0,0,0,2105,"Couturier (standard)"
78,190236,82091,2,250,0,0,0,2106,"Alchimiste (standard)"
79,190237,82091,2,251,0,0,0,2107,"Cuisinier (standard)"
80,190238,82091,2,276,0,0,0,2108,"Mineur (standard)"
81,190239,82091,2,277,0,0,0,2109,"Botaniste (standard)"
82,190240,82091,2,278,0,0,0,2110,"Pêcheur (standard)"
83,190652,82091,9,299,0,0,0,1001,"Gridania"
84,190651,82091,9,299,0,0,0,1000,"Limsa Lominsa"
85,190653,82091,9,299,0,0,0,1002,"Ul'dah"
86,190701,82091,4,319,0,0,0,2500,"Abîme infini de Bahamut (fatal)"
87,190702,82091,4,320,0,0,0,2501,"Fantasmagorie d'Ultima (fatal)"
88,190703,82091,4,321,0,0,0,2502,"Odyssée d'Alexander (fatal)"
89,190704,82091,4,322,0,0,0,2503,"Guerre du chant des dragons (fatal)"
90,190412,82091,5,323,0,0,0,3209,"Roi du conflit S2"
91,190413,82091,5,324,0,0,0,3210,"Prince du conflit S2"
92,190414,82091,5,325,0,0,0,3211,"As du conflit S2"
93,190415,82091,5,326,0,0,0,3217,"Crystalline Conflict : bronze S2"
94,190416,82091,5,327,0,0,0,3216,"Crystalline Conflict : argent S2"
95,190417,82091,5,328,0,0,0,3215,"Crystalline Conflict : or S2"
96,190418,82091,5,329,0,0,0,3214,"Crystalline Conflict : platine S2"
97,190419,82091,5,330,0,0,0,3213,"Crystalline Conflict : diamant S2"
98,190420,82091,5,331,0,0,0,3212,"Crystalline Conflict : cristal S2"
99,190421,82091,5,332,0,0,0,3218,"Roi du conflit S3"
100,190422,82091,5,333,0,0,0,3219,"Prince du conflit S3"
101,190423,82091,5,334,0,0,0,3220,"As du conflit S3"
102,190424,82091,5,335,0,0,0,3226,"Crystalline Conflict : bronze S3"
103,190425,82091,5,336,0,0,0,3225,"Crystalline Conflict : argent S3"
104,190426,82091,5,337,0,0,0,3224,"Crystalline Conflict : or S3"
105,190427,82091,5,338,0,0,0,3223,"Crystalline Conflict : platine S3"
106,190428,82091,5,339,0,0,0,3222,"Crystalline Conflict : diamant S3"
107,190429,82091,5,340,0,0,0,3221,"Crystalline Conflict : cristal S3"
108,190430,82091,10,341,0,0,0,3002,"Crystalline Conflict : bleu"
109,190431,82091,10,342,0,0,0,3003,"Crystalline Conflict : rouge"
110,190705,82091,4,343,0,0,0,2403,"Donjon à embranchements : Les canalisations sildiennes"
111,190966,82091,3,344,0,0,0,2315,"Quêtes des Omicrons"
112,190012,82091,1,1,0,0,0,12,"Ciel bleu"
113,190013,82091,1,1,0,0,0,11,"Plage"
114,190014,82091,1,1,0,0,0,13,"Ciel étoilé"
115,190015,82091,1,1,0,0,0,19,"Mur de briques"
116,190016,82091,1,1,0,0,0,20,"Bande dessinée"
117,190017,82091,1,1,0,0,0,17,"Édredon noir"
118,190018,82091,1,1,0,0,0,18,"Édredon blanc"
119,190019,82091,1,1,0,0,0,21,"Motifs géométriques : cercles"
120,190020,82091,1,1,0,0,0,16,"Éther étincelant violet"
121,190021,82091,1,1,0,0,0,14,"Éther étincelant bleu"
122,190022,82091,1,1,0,0,0,15,"Éther étincelant rouge"
123,190023,82091,7,347,0,0,0,22,"Musique"
124,190024,82091,1,1,0,0,0,23,"Paravent oriental"
125,190025,82091,1,1,0,0,0,900,"Objet basique"
126,190026,82091,1,1,0,0,0,901,"Objet éthéré"
127,190027,82091,1,1,0,0,0,902,"Objet commun"
128,190028,82091,1,1,0,0,0,903,"Objet rare"
129,190029,82091,1,1,0,0,0,904,"Objet épique"
130,190991,82091,9,346,0,0,0,1010,"Drapeau limséen"
131,190992,82091,9,346,0,0,0,1011,"Drapeau gridanien"
132,190993,82091,9,346,0,0,0,1012,"Drapeau uldien"
133,190432,82091,5,409,0,0,0,3227,"Roi du conflit S4"
134,190433,82091,5,410,0,0,0,3228,"Prince du conflit S4"
135,190434,82091,5,411,0,0,0,3229,"As du conflit S4"
136,190440,82091,5,412,0,0,0,3230,"Crystalline Conflict : cristal S4"
137,190439,82091,5,413,0,0,0,3231,"Crystalline Conflict : diamant S4"
138,190438,82091,5,414,0,0,0,3232,"Crystalline Conflict : platine S4"
139,190437,82091,5,415,0,0,0,3233,"Crystalline Conflict : or S4"
140,190436,82091,5,416,0,0,0,3234,"Crystalline Conflict : argent S4"
141,190435,82091,5,417,0,0,0,3235,"Crystalline Conflict : bronze S4"
142,190441,82091,5,418,0,0,0,3236,"Roi du conflit S5"
143,190442,82091,5,419,0,0,0,3237,"Prince du conflit S5"
144,190443,82091,5,420,0,0,0,3238,"As du conflit S5"
145,190449,82091,5,421,0,0,0,3239,"Crystalline Conflict : cristal S5"
146,190448,82091,5,422,0,0,0,3240,"Crystalline Conflict : diamant S5"
147,190447,82091,5,423,0,0,0,3241,"Crystalline Conflict : platine S5"
148,190446,82091,5,424,0,0,0,3242,"Crystalline Conflict : or S5"
149,190445,82091,5,425,0,0,0,3243,"Crystalline Conflict : argent S5"
150,190444,82091,5,426,0,0,0,3244,"Crystalline Conflict : bronze S5"
151,190450,82091,10,427,0,0,0,3004,"Faucons"
152,190451,82091,10,428,0,0,0,3005,"Corbeaux"
153,190962,82091,3,429,0,0,0,2311,"Quêtes des Pixies"
154,190963,82091,3,430,0,0,0,2312,"Quêtes des Qitari"
155,190964,82091,3,431,0,0,0,2313,"Quêtes des Nains"
156,190965,82091,3,432,0,0,0,2314,"Quêtes des Arkasodaras"
157,190967,82091,3,433,0,0,0,2316,"Quêtes des Loporrites"
158,190706,82091,4,434,0,0,0,2504,"Protocole Oméga (fatal)"
159,190711,82091,4,465,0,0,0,2358,"Eurêka Orthos"
160,190712,82091,4,466,0,0,0,2359,"Enaretos"
161,190713,82091,3,467,0,0,0,2251,"Conte des quatre animaux sacrés"
162,190714,82091,8,468,0,0,0,2340,"Félicité insulaire 1"
163,190715,82091,8,469,0,0,0,2341,"Félicité insulaire 2"
164,190452,82091,5,502,0,0,0,3245,"Roi du conflit S6"
165,190453,82091,5,503,0,0,0,3246,"Prince du conflit S6"
166,190454,82091,5,504,0,0,0,3247,"As du conflit S6"
167,190460,82091,5,505,0,0,0,3248,"Crystalline Conflict : cristal S6"
168,190459,82091,5,506,0,0,0,3249,"Crystalline Conflict : diamant S6"
169,190458,82091,5,507,0,0,0,3250,"Crystalline Conflict : platine S6"
170,190457,82091,5,508,0,0,0,3251,"Crystalline Conflict : or S6"
171,190456,82091,5,509,0,0,0,3252,"Crystalline Conflict : argent S6"
172,190455,82091,5,510,0,0,0,3253,"Crystalline Conflict : bronze S6"
173,190461,82091,5,511,0,0,0,3254,"Roi du conflit S7"
174,190462,82091,5,512,0,0,0,3255,"Prince du conflit S7"
175,190463,82091,5,513,0,0,0,3256,"As du conflit S7"
176,190469,82091,5,514,0,0,0,3257,"Crystalline Conflict : cristal S7"
177,190468,82091,5,515,0,0,0,3258,"Crystalline Conflict : diamant S7"
178,190467,82091,5,516,0,0,0,3259,"Crystalline Conflict : platine S7"
179,190466,82091,5,517,0,0,0,3260,"Crystalline Conflict : or S7"
180,190465,82091,5,518,0,0,0,3261,"Crystalline Conflict : argent S7"
181,190464,82091,5,519,0,0,0,3262,"Crystalline Conflict : bronze S7"
182,190470,82091,10,520,0,0,0,3006,"Motif oriental 1 : vagues"
183,190471,82091,10,521,0,0,0,3007,"Motif oriental 2 : vagues"
184,190960,82091,3,524,0,0,0,2308,"Quêtes des Kojin"
185,190959,82091,3,525,0,0,0,2309,"Quêtes des Anantas"
186,190961,82091,3,526,0,0,0,2310,"Quêtes des Namazu"
187,190320,82091,2,522,0,0,0,2172,"Mage bleu (dynamique)"
188,190716,82091,3,527,0,0,0,2250,"La fin d'une ère"
189,190717,82091,7,523,0,0,0,3950,"10e anniversaire"
190,190718,82091,4,528,0,0,0,2404,"Donjon à embranchements : Le mont Rokkon"
191,190719,82091,8,529,0,0,0,2347,"Grand pêcheur"
192,190720,82091,8,530,0,0,0,2348,"Pêcheur de légendes"
193,190721,82091,8,531,0,0,0,2350,"Tuiles essentielles"
194,190490,82091,10,578,0,0,0,3008,"Le Palestre"
195,190491,82091,10,579,0,0,0,3009,"Le Petit Nuage"
196,190472,82091,5,580,0,0,0,3263,"Roi du conflit S8"
197,190473,82091,5,581,0,0,0,3264,"Prince du conflit S8"
198,190474,82091,5,582,0,0,0,3265,"As du conflit S8"
199,190480,82091,5,583,0,0,0,3266,"Crystalline Conflict : cristal S8"
200,190479,82091,5,584,0,0,0,3267,"Crystalline Conflict : diamant S8"
201,190478,82091,5,585,0,0,0,3268,"Crystalline Conflict : platine S8"
