key,0,1,2,3,4
#,Name,HideOrder,Icon,Order,
offset,0,8,4,9,10
Int32,String,UInt8,UInt32,UInt8,PackedBool0
0,"",0,0,0,False
1,"Tous",0,0,0,False
2,"Lieux I",0,82022,1,False
3,"Donjons I",0,82024,11,False
4,"Défis",0,82027,21,False
5,"Raids I",0,82025,31,False
6,"Divers",0,82029,52,False
7,"Événements",1,82030,61,False
8,"Boutique en ligne/objet bonus",1,82031,71,True
9,"Lieux II",0,82023,2,False
10,"Raids II",0,82026,32,False
11,"Ambiances",0,82028,41,False
12,"Donjons II",0,82033,12,False
13,"Quêtes",0,82036,51,False
