key,0
#,Name
offset,0
Int32,String
0,""
1,"Client<hex:021D0103>: Sergent-major Sylskaetsyn"
2,"Client<hex:021D0103>: Wynstin Walder, du Consortium de Brugaire"
3,"Client<hex:021D0103>: George Abitbol, l'homme le plus classe du monde"
4,"Client<hex:021D0103>: Montures Mog"
5,"Client<hex:021D0103>: Audrie, des Montures Mog"
6,"Client<hex:021D0103>: Un élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>te du Temple de la Sérénité"
7,"Client<hex:021D0103>: Ayled, cantinière"
8,"Client<hex:021D0103>: Buscarron"
9,"Client<hex:021D0103>: Maisenta, maison de commerce “le Lièvre noir”"
10,"Client<hex:021D0103>: 3e Lance des vigiles sombres"
11,"Client<hex:021D0103>: 4e Lance des vigiles sombres"
12,"Client<hex:021D0103>: 5e Lance des vigiles sombres"
13,"Client<hex:021D0103>: Juliembert, de la 5e Lance des vigiles sombres"
14,"Client<hex:021D0103>: Les habitants du Moulin de la Carrière"
15,"Client<hex:021D0103>: Un membre de la guilde des botanistes"
16,"Client<hex:021D0103>: Guilde des chasseurs"
17,"Client<hex:021D0103>: Gabineaux"
18,"Client<hex:021D0103>: 1re Lance des vigiles sombres"
19,"Client<hex:021D0103>: Lanverlais, de la 1re Lance des vigiles sombres"
20,"Client<hex:021D0103>: Eugenaire, de la guilde des chasseurs"
21,"Client<hex:021D0103>: Galfrid, division du Centaure des flèches divines"
22,"Client<hex:021D0103>: Gabineaux, de la guilde des botanistes"
23,"Client<hex:021D0103>: Leonceault, de la guilde des botanistes"
24,"Client<hex:021D0103>: Alixie, du Temple de la Sérénité"
25,"Client<hex:021D0103>: Maurelin, division du Centaure des flèches divines"
26,"Client<hex:021D0103>: Margault, des Montures Mog"
27,"Client<hex:021D0103>: Eylgar, de la 3e Lance des vigiles sombres"
28,"Client<hex:021D0103>: Gustavain, des Montures Mog"
29,"Client<hex:021D0103>: Waldew, du Temple de la Sérénité"
30,"Client<hex:021D0103>: Florimond, de la 4e Lance des vigiles sombres"
31,"Client<hex:021D0103>: Buscarron, patron du bar “Au Choix de Buscarron”"
32,"Client<hex:021D0103>: Rosa Hawthorne, rucher de Pleinefleur"
33,"Client<hex:021D0103>: Ysabel Hawthorne, habitante de la forêt"
34,"Client<hex:021D0103>: Rolfe Hawthorne, habitant de la forêt"
35,"Client<hex:021D0103>: Balan, de la 5e Lance des vigiles sombres"
36,"Client<hex:021D0103>: Ombeline, habitante du Moulin de la Carrière"
37,"Client<hex:021D0103>: Kupni Kapp, le Mog barde"
38,"Client<hex:021D0103>: Charline, du Temple de la Sérénité"
39,"Client<hex:021D0103>: Alderique, habitante du Moulin de la Carrière"
40,"Client<hex:021D0103>: Averay, de la 6e Lance des vigiles sombres"
41,"Client<hex:021D0103>: Adestan, du Temple de la Sérénité"
42,"Client<hex:021D0103>: Guttrix, le colporteur honnête"
43,"Client<hex:021D0103>: Rolandaix, prospecteur des ruines de Gelmorra"
