key,0,1,2,3,4,5,6,7,8
#,Color,Shade,SubOrder,Item[0],Item[1],InlineName,Name,IsMetallic,IsHousingApplicable
offset,8,20,21,12,16,0,4,22,22
Int32,UInt32,UInt8,UInt8,UInt32,UInt32,String,String,PackedBool0,PackedBool1
0,0,2,1,5728,0,"aucune","Aucune",False,True
1,14999504,2,2,52254,0,"blanc neige","Blanc neige",False,True
2,11315362,2,3,52254,0,"gris cendre","Gris cendre",False,True
3,9013124,2,4,52254,0,"gris goobbue","Gris goobbue",False,True
4,6645093,2,5,52254,0,"gris ardoise","Gris ardoise",False,True
5,4736834,2,6,52254,0,"gris charbon","Gris charbon",False,True
6,2828579,2,7,52254,0,"noir suie","Noir suie",False,True
7,15114134,4,1,52254,0,"rose floral","Rose floral",False,True
8,8612201,4,2,52254,0,"lilas","Lilas",False,True
9,5969705,4,3,52254,0,"rouge rolanbaie","Rouge rolanbaie",False,True
10,7871002,4,4,52254,0,"rouge Dalamud","Rouge Dalamud",False,True
11,6431239,4,5,52254,0,"rouille","Rouille",False,True
12,4527377,4,6,52254,0,"lie-de-vin","Lie-de-vin",False,True
13,13397086,4,7,52254,0,"rose corail","Rose corail",False,True
14,9517863,4,8,52254,0,"rouge sang","Rouge sang",False,True
15,14985866,4,9,52254,0,"rose saumon","Rose saumon",False,True
16,12016685,5,1,52254,0,"orange couchant","Orange couchant",False,True
17,8206598,5,2,52254,0,"vermillon terne","Vermillon terne",False,True
18,6966071,5,3,52254,0,"marron écorce","Marron écorce",False,True
19,7224612,5,4,52254,0,"chocolat","Chocolat",False,True
20,5188895,5,5,52254,0,"brun fauve","Brun fauve",False,True
21,3154203,5,6,52254,0,"brun kobold","Brun kobold",False,True
22,13209942,5,7,52254,0,"brun liège","Brun liège",False,True
23,10055231,5,8,52254,0,"brun qiqirn","Brun qiqirn",False,True
24,8084525,5,9,52254,0,"brun opo-opo","Brun opo-opo",False,True
25,10651484,5,10,52254,0,"brun bouquetin","Brun bouquetin",False,True
26,12940324,5,11,52254,0,"orange citrouille","Orange citrouille",False,True
27,9328667,5,12,52254,0,"brun noisette","Brun noisette",False,True
28,6570518,5,13,52254,0,"feuille-morte","Feuille-morte",False,True
29,4008205,5,14,52254,0,"brun châtaigne","Brun châtaigne",False,True
30,12166281,5,15,52254,0,"brun gobelin","Brun gobelin",False,True
31,9601388,5,16,52254,0,"brun schiste","Brun schiste",False,True
32,6378053,5,17,52254,0,"brun taupe","Brun taupe",False,True
33,4141865,5,18,52254,0,"brun argile","Brun argile",False,True
34,15455136,6,1,52254,0,"ivoire","Ivoire",False,True
35,12034928,6,2,52254,0,"ocre uldien","Ocre uldien",False,True
36,14398551,6,3,52254,0,"jaune chocobo","Jaune désert",False,True
37,16434731,6,4,52254,0,"jaune miel","Jaune miel",False,True
38,14982708,6,5,52254,0,"jaune milli-maïs","Jaune milli-maïs",False,True
39,12355588,6,6,52254,0,"jaune coeurl","Jaune coeurl",False,True
40,15914864,6,7,52254,0,"jaune crème","Jaune crème",False,True
41,10847280,6,8,52254,0,"jaune Halatali","Jaune Halatali",False,True
42,4207377,6,9,52254,0,"raisin sec","Raisin sec",False,True
43,5788208,7,1,52254,0,"kaki","Kaki",False,True
44,12303242,7,2,52254,0,"vert sylphe","Vert sylphe",False,True
45,11251796,7,3,52254,0,"vert citron","Vert citron",False,True
