key,0,1,2,3
#,Category,Content,Level,Description
offset,12,4,8,0
Int32,UInt8,UInt32,UInt32,String
0,0,5,0,"Nécessite d'avoir terminé au moins deux donjons des dernières mises à jour."
1,0,8,0,""
2,0,1,0,""
3,1,1252,0,""
4,2,1281,11875001,"Nécessite d'avoir terminé un donjon sans fond après en avoir obtenu l'accès via une quête de Gridania, et nécessite d'avoir progressé dans une quête de Cristarium."
5,2,1311,11875001,"Nécessite d'avoir accès à la mission ci-dessus et terminé la quête correspondante."
6,3,1315,0,"Nécessite d'avoir progressé dans une quête de donjons spéciaux de Sharlayan."
7,3,1316,0,"Nécessite d'avoir terminé la mission ci-dessus et d'avoir obtenu l'accès en parlant à un PNJ."
8,3,1317,0,"Nécessite d'avoir terminé la mission ci-dessus et d'avoir obtenu l'accès en parlant à un PNJ."
9,4,1320,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid."
10,4,1322,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid."
11,4,1324,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid."
12,4,1326,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid."
13,4,1321,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid à difficulté élevée en parlant à un PNJ."
14,4,1323,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid à difficulté élevée en parlant à un PNJ."
15,4,1325,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid à difficulté élevée en parlant à un PNJ."
16,4,1327,0,"Nécessite d'avoir progressé dans les Chroniques d'une nouvelle ère de Dawntrail et obtenu l'accès au raid à difficulté élevée en parlant à un PNJ."
17,5,1308,0,"Nécessite d'avoir progressé dans l'épopée de Dawntrail, terminé le défi, et obtenu l'accès à la difficulté élevée en parlant au ménestrel errant."
18,6,1187,0,""
19,6,1188,0,""
20,6,1189,0,""
21,6,1190,0,""
22,6,1191,0,""
23,6,1192,0,""
