key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
#,,,DefaultTalkParams[0].Unknown1,DefaultTalkParams[1].Unknown1,DefaultTalkParams[2].Unknown1,DefaultTalkParams[0].ActionTimelinePose,DefaultTalkParams[1].ActionTimelinePose,DefaultTalkParams[2].ActionTimelinePose,DefaultTalkParams[0].Unknown2,DefaultTalkParams[1].Unknown2,DefaultTalkParams[2].Unknown2,DefaultTalkParams[0].Unknown0,DefaultTalkParams[1].Unknown0,DefaultTalkParams[2].Unknown0,DefaultTalkParams[0].Unknown3,DefaultTalkParams[1].Unknown3,DefaultTalkParams[2].Unknown3,DefaultTalkParams[0].Unknown4,DefaultTalkParams[1].Unknown4,DefaultTalkParams[2].Unknown4,Text[0],Text[1],Text[2]
offset,36,40,4,12,20,0,8,16,5,13,21,2,10,18,6,14,22,7,15,23,24,28,32
Int32,UInt32,UInt8,UInt8,UInt8,UInt8,UInt16,UInt16,UInt16,UInt8,UInt8,UInt8,UInt16,UInt16,UInt16,UInt8,UInt8,UInt8,PackedBool0,PackedBool0,PackedBool0,String,String,String
589824,0,1,1,0,0,799,796,854,1,1,1,0,0,0,3,4,5,False,False,False,"Parle avec emphase","Boucle gestuelle","Colère debout"
589825,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"test there","0","0"
589826,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Hoquet","Pfiouuu","Bar"
589827,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"J'en peux plus<hex:021D0103>! J'ai trrrop mangé<hex:021D0103>!","Ça, on peut dirrre que les repas sont bons ici<hex:021D0103>!","0"
589828,0,1,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,True,True,False,"Station debout et réaction debout (donne un objet)","Salutations (réaction com<hex:02160103>por<hex:02160103>te<hex:02160103>mentale)","0"
589829,0,1,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,True,True,False,"Station debout et réaction debout (reçoit un objet)","Salutations (réaction com<hex:02160103>por<hex:02160103>te<hex:02160103>mentale)","0"
589830,0,1,2,2,0,755,763,0,1,1,1,0,0,0,0,0,0,True,True,False,"Station debout et réaction debout (parle d'un objet)","Salutations (réaction com<hex:02160103>por<hex:02160103>te<hex:02160103>mentale)","0"
589831,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"Station debout et réaction debout<hex:02100103>Position assise au sol -> Station debout -> Réaction debout","0","0"
589832,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"Station debout extravagante<hex:02100103>Station debout extravagante -> Station debout -> Réaction debout","0","0"
589833,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"Bienvenue à Gridania<hex:021D0103>! Cette cité n'existerait pas si la Sylve et les esprits ne nous avaient pas autorisés à la bâtir. Vivre modestement chaque jour, préserver la nature, voilà notre façon de leur exprimer notre gratitude.","Test","Test"
589834,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"Station debout et réaction debout<hex:02100103>Position propre au personnage -> station debout -> réaction debout","0","0"
589835,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"On peut voir le ciel d'ici<hex:021D0103>! T'as vu<hex:021D0103>? C'est incroyable<hex:021D0103>!","0","0"
589836,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Je suis un ménestrel, mais ça ne vous a sans doute pas échappé.","Désirez-vous entendre une petite pièce<hex:021D0103>?","0"
589837,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Je ne suis là que pour vous proposer une quête.","0","0"
589838,0,1,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,False,False,False,"Test changement de page. Page 1.","Page 2","Page 3"
589839,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Test retour à la ligne.<hex:02100103>Deuxième ligne.","0","0"
589840,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"Hé, tu as entendu parler de ce restaurant à Melun qui sert une viande ex<hex:02160103>traor<hex:02160103>di<hex:02160103>nai<hex:02160103>re<hex:021D0103>?","0","0"
589841,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"TEST.","0","0"
