key,0,1,2,3,4
#,Name,Default,Minimum,Maximum,
offset,0,4,6,8,10
Int32,String,Int16,Int16,Int16,PackedBool0
0,"",0,0,0,False
1,"Taille",100,50,200,True
2,"Inclinaison",0,-180,180,True
3,"Transparence",0,0,100,True
4,"Hauteur",128,16,384,False
5,"Largeur",128,16,512,False
6,"Aire d'effet",90,5,360,False
7,"Diamètre intérieur",50,0,240,False
8,"Nombre",1,1,5,False
9,"Nombre à la verticale",1,1,5,False
10,"Nombre à l'horizontale",1,1,5,False
11,"Épaisseur",6,2,10,False
12,"Taille",50,10,200,True
13,"",0,0,0,False
14,"",0,0,0,False
15,"",0,0,0,False
