key,0,1
#,Image,Description
offset,4,0
Int32,Int32,String
0,0,""
1,86801,"<hex:0248020803><hex:0249020403>Le Front sud de Bozja est une mission spéciale durant laquelle les joueurs doivent coopérer en grand nombre afin de soutenir les résistants dans leur lutte contre la 4e légion impériale.<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>* Les pages suivantes expliquent les règles propres à cette mission.<hex:02100103>Les lire vous permettront de profiter pleinement de cette mission de grande envergure.<hex:0248020103>"
2,86801,"<hex:0248020803><hex:0249020403>■ Synchronisation spéciale des jobs au niveau 80<hex:021D0103>!<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Le Front sud de Bozja est ouvert à tous les jobs de niveau 71 ou plus.<hex:02100103>Une fois dans l'instance, les personnages sont tous synchronisés au niveau 80.<hex:02100103>En outre, leur niveau d'objet est lui aussi synchronisé. Il n'est donc pas nécessaire de revêtir un équipement spécial pour profiter de cette mission.<hex:02100103><hex:02100103><hex:0248020F03>* Une fois sur le Front sud de Bozja, toutes les actions de jobs jusqu'au niveau 80 deviennent disponibles.<hex:0248020103>"
3,86802,"<hex:0248020803><hex:0249020403>■ Faites grimper votre rang de résistant<hex:020808E905FF02>e<hex:FF01><hex:03> en accumulant des points de faits d'armes<hex:021D0103>!<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Participer à des combats spéciaux, comme les escarmouches ou les af<hex:02160103>fron<hex:02160103>te<hex:02160103>ments cruciaux, permet d'obtenir des points de faits d'armes. Vous en recevez d'autant plus que l'évaluation de votre par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pa<hex:02160103>tion à ces combats est élevée.<hex:02100103><hex:02100103><hex:0248020F03>* Vaincre des bêtes sauvages ou des troupes impériales n'octroie à eux seuls aucun point de faits d'armes.<hex:0248020103>"
4,86802,"Une fois que vous avez accumulé assez de points de faits d'armes, il suffit de parler à l'officier d'état-major du front sud pour qu'il vous octroie le rang de résistant<hex:020808E905FF02>e<hex:FF01><hex:03> suivant. Un rang plus élevé permet d'étendre la zone de combat en repoussant les lignes ennemies, mais aussi de progresser dans la quête principale de Garde-la-Reine.<hex:02100103><hex:02100103><hex:0248020F03>* Votre rang de résistant<hex:020808E905FF02>e<hex:FF01><hex:03> n'augmentera pas sans points de faits d'armes. Brillez sur le champ de bataille et rapportez vos exploits à l'état-major pour gagner du galon<hex:021D0103>!<hex:0248020103>"
5,86802,"<hex:0248020803><hex:0249020403>■ L'occasion parfaite de monter vos autres jobs<hex:021D0103>!<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Remporter des escarmouches ou des af<hex:02160103>fron<hex:02160103>te<hex:02160103>ments cruciaux permet aussi de gagner des points d'expérience et de passer des niveaux pour le job utilisé. Con<hex:02160103>trai<hex:02160103>re<hex:02160103>ment aux rangs de résistant, ces gains sont automatiques, et il n'est pas nécessaire de s'adresser à l'officier d'état-major pour les obtenir.<hex:02100103><hex:02100103>Profitez-en donc pour monter vos jobs qui ne sont pas encore au niveau 80<hex:021D0103>!"
