key,0
#,
offset,0
Int32,String
0,""
1,"Arrivée dans une zone inexplorée. Mettons le cap vers la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>”."
2,"Destination atteinte<hex:021D0103>: “<hex:02281AFF15>SubmarineExploration<hex:E8020103>”. Commençons exploration préliminaire."
3,"Destination atteinte<hex:021D0103>: “<hex:02281AFF15>SubmarineExploration<hex:E8020103>”. Commençons exploration."
4,"Conditions de navigation idéales... <hex:02281BFF16>SubmarineSpecCategory<hex:E8030103> de <hex:021A020203><hex:022903EA0203><hex:021A020103> suffisante."
5,"Subissons grosse mer... <hex:02281BFF16>SubmarineSpecCategory<hex:E8030103> de <hex:021A020203><hex:022903EA0203><hex:021A020103> suffisante, mais influence sur les opérations à craindre."
6,"Subissons effets d'une éruption sous-marine... <hex:02281BFF16>SubmarineSpecCategory<hex:E8030103> de <hex:021A020203><hex:022903EA0203><hex:021A020103> suffisante, mais conduite des opérations très difficile."
7,"Aucune houle de fond détectée... <hex:02281BFF16>SubmarineSpecCategory<hex:E8030103> de <hex:021A020203><hex:022903EA0203><hex:021A020103> normale."
8,"Subissons grosse mer... <hex:02281BFF16>SubmarineSpecCategory<hex:E8030103> de <hex:021A020203><hex:022903EA0203><hex:021A020103> normale, mais conduite des opérations très difficile."
9,"Le sous-marin connaît une perte de <hex:022F21FF1F02281BFF165375626D6172696E655370656343617465676F7279E803010303>. Poursuivons la conduite des opérations autant que possible."
10,"<hex:022B12FF10><hex:02330CFF05>Item<hex:0DE802030203><hex:03> de bonne qualité découvert<hex:020815FF0E><hex:02280AFF05>Item<hex:E8020703><hex:FF02>e<hex:FF01><hex:03>s. Commençons extraction sélective."
11,"<hex:022B12FF10><hex:02330CFF05>Item<hex:0DE802030203><hex:03> de bonne qualité découvert<hex:020815FF0E><hex:02280AFF05>Item<hex:E8020703><hex:FF02>e<hex:FF01><hex:03>s. Commençons extraction."
12,"<hex:022B12FF10><hex:02330CFF05>Item<hex:0DE802030203><hex:03> découvert<hex:020815FF0E><hex:02280AFF05>Item<hex:E8020703><hex:FF02>e<hex:FF01><hex:03>s. Commençons extraction."
13,"<hex:022B12FF10><hex:02330CFF05>Item<hex:0DE802030203><hex:03> découvert<hex:020815FF0E><hex:02280AFF05>Item<hex:E8020703><hex:FF02>e<hex:FF01><hex:03>s. Commençons extraction."
14,"Mise en œuvre optimale de la <hex:022F21FF1F02281BFF165375626D6172696E655370656343617465676F7279E803010303> de l'appareil. Résultat d'extraction excellent."
15,"Mise en œuvre limitée de la <hex:022F21FF1F02281BFF165375626D6172696E655370656343617465676F7279E803010303> de l'appareil. Résultat d'extraction à peine satisfaisant."
16,"Mise en œuvre médiocre de la <hex:022F21FF1F02281BFF165375626D6172696E655370656343617465676F7279E803010303> de l'appareil. Résultat d'extraction très insatisfaisant."
17,"<hex:024804F201F403><hex:024904F201F503><hex:020834E4E80302FF16><hex:022B12FF10><hex:02330CFF05>Item<hex:02E802020203><hex:03><hex:FF17><hex:022003E80303> <hex:02330CFF05>Item<hex:0DE802030203><hex:03> obtenu<hex:020815FF0E><hex:02280AFF05>Item<hex:E8020703><hex:FF02>e<hex:FF01><hex:03><hex:02080AE4E80302FF01><hex:FF02>s<hex:03><hex:021D0103>!<hex:0249020103><hex:0248020103>"
18,"Autres points d'intérêt détectés... Poursuivons exploration."
19,"Autres points d'intérêt détectés... Mais l'état du sous-marin ne permettant pas d'explorer davantage, poursuivons notre chemin."
20,"Aucun autre point d'intérêt détecté."
21,"Exploration de la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>” terminée<hex:021D0103>! Performance ex<hex:02160103>cep<hex:02160103>tion<hex:02160103>nelle de <hex:021A020203><hex:022903EA0303><hex:021A020103><hex:021D0103>!"
22,"Exploration de la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>” terminée<hex:021D0103>! Bonne performance de <hex:021A020203><hex:022903EA0303><hex:021A020103><hex:021D0103>!"
23,"Exploration de la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>” terminée<hex:021D0103>! Performance satisfaisante de <hex:021A020203><hex:022903EA0303><hex:021A020103><hex:021D0103>!"
24,"Exploration de la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>” terminée<hex:021D0103>! Performance à peine satisfaisante de <hex:021A020203><hex:022903EA0303><hex:021A020103><hex:021D0103>!"
25,"Exploration de la destination “<hex:02281AFF15>SubmarineExploration<hex:E8020103>” terminée<hex:021D0103>! Performance décevante de <hex:021A020203><hex:022903EA0303><hex:021A020103><hex:021D0103>!"
26,"<hex:024804F201F603><hex:024904F201F703><hex:021A020203><hex:022B09FF07><hex:022903EA0203><hex:03><hex:021A020103> gagne <hex:022003E80303> <hex:020813E4E80401FF01><hex:FF0B>(+<hex:022003E80403>%)<hex:03> points d'expérience.<hex:0249020103><hex:0248020103>"
27,"Mettons le cap vers la prochaine destination<hex:021D0103>: <hex:02281AFF15>SubmarineExploration<hex:E8020103>."
28,"Exploration de toutes les destinations terminée. Retournons à l'atelier."
29,"<hex:024804F201F603><hex:024904F201F703>Nouveau lieu d'exploration découvert<hex:021D0103>: <hex:02281AFF15>SubmarineExploration<hex:E8020103>.<hex:0249020103><hex:0248020103>"
30,"<hex:024804F201F603><hex:024904F201F703>Enregistrement d'un sous-marin sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re autorisé<hex:021D0103>!<hex:0249020103><hex:0248020103>"
